parameter_name,estimate,std_error,z_value,p_value,robust_std_error,robust_z_value,robust_p_value
LV_CAR_INTERCEPT,-0.1595116327075791,0.2181449585452663,-0.7312185152996764,0.46464569260374977,0.32703807460227474,-0.48774636684602596,0.6257295048973722
LV_CAR_HIGH_EDU,-0.5198951508394746,0.1598037334202823,-3.253335449129685,0.0011405876363702533,0.17892317453757828,-2.905689283588492,0.003664451358026733
LV_CAR_TOP_MANAGER,0.31843109088387,0.20495250024415573,1.553682392283722,0.1202601951162496,0.2986802608413718,1.066127001452526,0.28636623518023996
LV_CAR_EMPLOYEES,0.3432884320179991,0.11151033851895378,3.078534569775781,0.002080213932461946,0.18625790781162493,1.8430811129114024,0.06531716849554532
LV_CAR_AGE_30_LESS,0.058190025375084976,0.1327721406386968,0.4382698440739407,0.6611906834150918,0.3773230318064048,0.1542180584537995,0.8774378039353516
LV_CAR_SCALED_INCOME,0.008327022968902304,0.014674237934200585,0.5674586309858645,0.5704026253258054,0.024920377294351977,0.3341451403622835,0.7382700386120105
LV_CAR_PARENTS,0.54678642496008,0.10713013904322496,5.103945816213887,3.32643552961733e-07,0.18103762352468608,3.0202916626638157,0.002525313755432325
SIGMA_CAR,0.8776969702319151,0.07932834703082652,11.064102594887643,1.873285359214297e-28,0.13338087175470917,6.580381119760728,4.692438896049187e-11
LV_ENV_INTERCEPT,0.10644103624294166,0.06582808665074856,1.61695473252421,0.10588805260069635,0.07795982812123252,1.3653318485697408,0.17214877327161648
LV_ENV_CHILD_SUBURB,0.04652595240320496,0.03129751880140132,1.4865699961212837,0.13712841714558535,0.06470659356254069,0.71902954307487,0.472122717038307
LV_ENV_SCALED_INCOME,-0.0015902863843613214,0.0038742531943022776,-0.41047559480627066,0.681457102662828,0.006784477409364874,-0.2344007192309592,0.8146739003327601
LV_ENV_CITY_CENTER_KID,0.05138581336321983,0.04599499157017089,1.1172045392121575,0.2639068802242851,0.06282685177241945,0.8178957231432985,0.41341673265688483
LV_ENV_ARTISANS,0.13644172535120042,0.06443367508353731,2.1175530524109596,0.034212937762971435,0.09452511036566259,1.44344423215574,0.14889537154312935
LV_ENV_HIGH_EDU,0.03619488360578112,0.06483164516676375,0.558290376754724,0.5766461151387223,0.0444872208209357,0.8136018150351121,0.4158730977735714
LV_ENV_LOW_EDU,-0.12187947298054125,0.060659157551990826,-2.009251000165616,0.04451052153932441,0.05476813586486817,-2.2253719440307376,0.026056279364859134
SIGMA_ENV,0.23846342944674953,0.04640799067949759,5.138413147288003,2.7706819875142856e-07,0.06845699996287752,3.483404612765125,0.0004950795096699582
ASC_PT,0.055499907814001985,0.2708062097031581,0.20494326136331117,0.8376164548351736,0.3273801724681104,0.16952739500254294,0.8653818261100013
ASC_CAR,0.2543449564893925,0.1548518322402462,1.6425053085247763,0.10048532692204049,0.23027714537795235,1.1045167164632763,0.26936905622082685
B_COST,-1.6551448803629027,0.21011485960961146,-7.877333775622169,3.3444065836549264e-15,0.3375172572554191,-4.903882230562088,9.396083681155511e-07
B_TIME_PT,-0.792082725998241,0.8609858949103651,-0.9199717796546512,0.3575875065994939,1.2361768765019567,-0.6407519353052608,0.5216838654544862
B_TIME_CAR,-5.229444397813521,1.38867647447112,-3.765775898094021,0.00016603266643226868,2.0084875006503746,-2.603672861354705,0.009223074437652157
B_WAIT_WORK,-2.60837482444915,0.7965535337790796,-3.274575673620162,0.001058207924580995,0.9888309960342047,-2.6378368345149683,0.008343671699796246
B_WAIT_OTHER,-4.241254068065452,1.1264918988710015,-3.7650107136288713,0.00016654194126109687,1.3210936783662695,-3.210411295972893,0.0013254517021050799
B_DIST_WORK,-1.0922241519310756,0.1811258511655341,-6.030194723186547,1.6376223979929779e-09,0.2892666172493966,-3.7758389209128618,0.00015947002591567565
B_DIST_OTHER,-1.258648037252781,0.2213068032172819,-5.687344532364078,1.2902997606352586e-08,0.3946095456400382,-3.189603625049954,0.0014246805171689875
B_LV_CAR_TO_PT,1.0843128603411525,0.4397402093957835,2.4658033019792107,0.013670638224048971,0.5535168828703141,1.9589517391381917,0.050118438936602706
B_LV_ENV_TO_PT,0.658688870707702,1.4402416577958281,0.4573460760160009,0.6474223166149693,2.342880192122876,0.2811449227844921,0.778599246694792
B_LV_CAR_TO_CAR,1.6003917796098985,0.4795797865334445,3.337070962014559,0.000846663281350873,0.6841899545188465,2.3391044680499102,0.01933002750282936
B_LV_ENV_TO_CAR,1.2748248188115632,1.5900644424425203,0.8017441210453627,0.42270098806681833,2.596444882693341,0.4909885926363911,0.6234345157483318
INTERCEPT_ENVIR01,-0.5474469835092447,0.19397995173450114,-2.822183316441542,0.0047697903999417,0.27343943544823457,-2.00207765427779,0.04527638040715135
INTERCEPT_MOBIL05,-0.09862891323733472,0.07332182289678896,-1.3451508615132106,0.17857652103083443,0.11934784676517843,-0.8263987655461517,0.40857792347058897
INTERCEPT_LIFSTY07,-0.8877956919059552,0.0507484892655273,-17.494031935823983,1.590927582974536e-68,0.10491177938723456,-8.46230706495843,2.6213919614961505e-17
INTERCEPT_ENVIR05,-0.08276666005910539,0.040122091544438215,-2.0628700267889855,0.039124978555850835,0.0647739957071721,-1.2777760450856523,0.20132840309689637
INTERCEPT_MOBIL12,-1.071441612756738,0.052943613998090736,-20.237409799704583,4.586487990716863e-91,0.07364155763224668,-14.549415400843827,5.890427563652609e-48
INTERCEPT_LIFSTY01,-0.8203707159696965,0.04106515490134595,-19.977295055638717,8.680129882303487e-89,0.05754783691078327,-14.255457025109765,4.1457923930507974e-46
LOADING_MOBIL05_CAR,-0.29249035021665054,0.07824831037974937,-3.7379765620133685,0.00018550723536265077,0.2087880678950237,-1.400895909261019,0.1612452022378561
LOADING_LIFSTY07_CAR,-0.05510872035027291,0.07211600271055077,-0.7641677059037876,0.4447673087503796,0.21270399630469383,-0.25908643611627713,0.795568549990003
LOADING_MOBIL12_ENV,-5.042240502610354,1.0152426449350915,-4.966537337419198,6.815893528921793e-07,1.6667002166591147,-3.0252834026250257,0.002484002512888645
LOADING_LIFSTY01_ENV,-0.14328500512358824,0.19943161029181045,-0.718466871495106,0.47246946745693974,0.265044400601686,-0.5406075540487264,0.5887781100350911
DELTA_1,0.7778824677591333,0.016542335642913773,47.023738639492194,0.0,0.02738510582100284,28.40531173564212,1.7386187815254106e-177
DELTA_2,0.8188890350290786,0.02091705312895615,39.149350053304794,0.0,0.03336112636262857,24.54620464932519,4.748052581267581e-133
