parameter_name,estimate,std_error,z_value,p_value,robust_std_error,robust_z_value,robust_p_value
ASC_CAR,0.0,0.06610984343360857,0.0,1.0,0.2639785900453154,0.0,1.0
ASC_PT,0.0,0.08813028440572866,0.0,1.0,0.09376110428833775,0.0,1.0
B_COST,0.0,0.035085168124175906,0.0,1.0,0.03765554762857315,0.0,1.0
B_DIST_OTHER,0.0,0.006314803302716717,0.0,1.0,0.007436015555337199,0.0,1.0
B_DIST_WORK,0.0,0.005875001202799857,0.0,1.0,0.008395827966553287,0.0,1.0
B_LV_CAR_TO_CAR,0.0,0.05573234676514264,0.0,1.0,0.14752230815169784,0.0,1.0
B_LV_CAR_TO_PT,0.0,0.09946926485567804,0.0,1.0,0.08022306583728464,0.0,1.0
B_LV_ENV_TO_CAR,0.0,0.08504218295766712,0.0,1.0,0.12854209054796623,0.0,1.0
B_LV_ENV_TO_PT,0.0,0.122724317094764,0.0,1.0,0.15718293211603218,0.0,1.0
B_TIME_CAR,0.0,0.3344817797450602,0.0,1.0,0.5343025781166387,0.0,1.0
B_TIME_PT,0.0,0.21392915197879797,0.0,1.0,0.2263483011089104,0.0,1.0
B_WAIT_OTHER,0.0,0.2334115420695491,0.0,1.0,0.33673111189481925,0.0,1.0
B_WAIT_WORK,0.0,0.21288855656152647,0.0,1.0,0.29672556482703316,0.0,1.0
DELTA_1,0.5,0.0131659105506341,37.976864424004376,0.0,0.025805028997540162,19.376068131822755,0.0
DELTA_2,0.5,0.014368860063448166,34.79747160123797,0.0,0.02431789148466229,20.560993140188923,0.0
INTERCEPT_ENVIR01,0.0,0.04802628433357713,0.0,1.0,0.1254697873786477,0.0,1.0
INTERCEPT_ENVIR05,0.0,0.04687429106518156,0.0,1.0,0.09965086408851771,0.0,1.0
INTERCEPT_LIFSTY01,0.0,0.04754767301762882,0.0,1.0,0.05851080581344277,0.0,1.0
INTERCEPT_LIFSTY07,0.0,0.05325400815078393,0.0,1.0,0.1523498727950945,0.0,1.0
INTERCEPT_MOBIL05,0.0,0.05132965510676743,0.0,1.0,0.12101494976932854,0.0,1.0
INTERCEPT_MOBIL12,0.0,0.05592679847529671,0.0,1.0,0.12475764806436036,0.0,1.0
LOADING_LIFSTY01_ENV,0.0,0.1408402990727667,0.0,1.0,0.21400039734650073,0.0,1.0
LOADING_LIFSTY07_CAR,0.0,0.20151078364981898,0.0,1.0,0.9493620997396607,0.0,1.0
LOADING_MOBIL05_CAR,0.0,0.17075934476932483,0.0,1.0,0.602248364174185,0.0,1.0
LOADING_MOBIL12_ENV,0.0,0.45550752282333573,0.0,1.0,1.012569280178508,0.0,1.0
LV_CAR_AGE_30_LESS,0.0,0.15686718843451994,0.0,1.0,0.5618448574893591,0.0,1.0
LV_CAR_EMPLOYEES,0.0,0.12325245444638555,0.0,1.0,0.2737145764998535,0.0,1.0
LV_CAR_HIGH_EDU,0.0,0.17860765672564208,0.0,1.0,0.2534775810262822,0.0,1.0
LV_CAR_INTERCEPT,0.0,0.17872015007333344,0.0,1.0,0.4020996931613102,0.0,1.0
LV_CAR_PARENTS,0.0,0.16514146882851208,0.0,1.0,0.6828657337670558,0.0,1.0
LV_CAR_SCALED_INCOME,0.0,0.02206435598650237,0.0,1.0,0.08624786633032289,0.0,1.0
LV_CAR_TOP_MANAGER,0.0,0.24992846613814435,0.0,1.0,0.6293128112429384,0.0,1.0
LV_ENV_ARTISANS,0.0,0.5609664209290224,0.0,1.0,1.075756367835912,0.0,1.0
LV_ENV_CHILD_SUBURB,0.0,0.1639106698033185,0.0,1.0,0.26012796953213435,0.0,1.0
LV_ENV_CITY_CENTER_KID,0.0,0.19467862276105533,0.0,1.0,0.5276380446079256,0.0,1.0
LV_ENV_HIGH_EDU,0.0,0.28413488996462544,0.0,1.0,0.22491705369392898,0.0,1.0
LV_ENV_INTERCEPT,0.0,0.2895239155365369,0.0,1.0,0.26495216543067884,0.0,1.0
LV_ENV_LOW_EDU,0.0,0.3230919029057439,0.0,1.0,0.5140313689073912,0.0,1.0
LV_ENV_SCALED_INCOME,0.0,0.026775436085580386,0.0,1.0,0.05125212845358437,0.0,1.0
SIGMA_CAR,0.5,1.7976931348623157e+308,2.781342323134e-309,1.0,0.45791542702399585,1.091904684778831,0.27487499834635143
SIGMA_ENV,0.5,0.11176302403387092,4.47375153206726,7.685904856113979e-06,0.18748016115263366,2.666948849019464,0.007654332062165592
