parameter_name,estimate,std_error,z_value,p_value,robust_std_error,robust_z_value,robust_p_value,significant_5pct
ASC_BS,0.8012844355964451,256.8863121373687,0.0031192181044195234,0.9975112280684675,19.978704085094133,0.040106927465544354,0.9680078789282485,0
ASC_CS,-3.323636735552169,71.91597730648839,-0.04621555404006593,0.9631384453897878,3.652782601404038,-0.9098917450698124,0.3628796036568329,0
ASC_ES,-0.7904378618194156,256.88469580096677,-0.0030770142197643555,0.9975449017348317,19.929914501696377,-0.03966087570281025,0.9683634937847669,0
ASC_PT,-13.554250399616441,1.7976931348623157e+308,-7.539802058961834e-308,1.0,6.061921854784259,-2.2359658742415163,0.02535400662773757,1
ASC_RP,-2.863229602373616,1207.766241829603,-0.00237068192768512,0.9981084712630997,6.509428837757973,-0.4398588069302546,0.6600393723688398,0
ASC_WALK,1.529241340478435,1.1272694751935277,1.356588973737533,0.1749118472077451,1.3885233323701727,1.101343639554159,0.2707471248851203,0
B_ACCESS_OWNED,-1.0993713636724771,0.2936294493664111,-3.744077326183334,0.0001810578907013305,0.3704880086997604,-2.967360178621587,0.0030036886440503174,1
B_ACCESS_SHARED,0.07854282740799509,1.7976931348623157e+308,4.3690898009693e-310,1.0,1.9383398321027527,0.04052066934144884,0.9676780288211735,0
B_AGE_BS,-0.07110186571664492,0.011666864490843492,-6.094342295005468,1.0988829846070303e-09,0.014119312865573164,-5.0357879589176875,4.758871279264554e-07,1
B_AGE_CS,-2.3108333340518474e-05,0.033953895047658424,-0.0006805797481579983,0.9994569759684702,0.02376130280777143,-0.0009725196268682963,0.9992240417269602,0
B_AGE_ES,-0.08775890895915571,0.012831231737530474,-6.839476579825685,7.94830867789642e-12,0.016238503192689876,-5.404371814186812,6.503591354345417e-08,1
B_AGE_PT,0.06843770515284547,0.030557440609535774,2.2396412719031438,0.025114221049411745,0.02788694845477016,2.454112369585528,0.014123284036422712,1
B_AGE_RP,-0.8082771656481141,51.936065429906925,-0.01556292643575335,0.9875830825172776,0.18643245954866736,-4.335495908839399,1.454318794724685e-05,1
B_AGE_WALK,0.07515380440558192,0.017272779918274528,4.35099646734163,1.3552023596430374e-05,0.019860759852599587,3.784034697733128,0.00015430629701151943,1
B_AVAILABILITY,0.04019270412458329,0.003501299938368332,11.479366187437744,0.0,0.00363464718437686,11.058213379649972,0.0,1
B_BIKEACC_BS,0.747266225270136,0.13090487260379977,5.708467610154071,1.1399786670196477e-08,0.15919883337837828,4.693917721708798,2.6802186843255527e-06,1
B_BIKEACC_CS,0.06627533805478732,0.37190636614117867,0.1782043656376365,0.8585624813190824,0.3610088210717124,0.18358370817100364,0.8543400448836678,0
B_BIKEACC_ES,0.5379221653554095,0.1501219208861988,3.5832352942191963,0.00033936465382078396,0.18928607302376307,2.8418475631214477,0.004485293202406648,1
B_BIKEACC_PT,-0.2824224981403321,0.29385153075345893,-0.9611060980903455,0.33649882385226215,0.19713816512068336,-1.4326119854440142,0.15196875463663195,0
B_BIKEACC_RP,0.8569257572337414,84.24014939934267,0.010172414974853168,0.9918837271217094,0.4521870142529906,1.8950693633902247,0.05808321283124607,0
B_BIKEACC_WALK,-0.08882957920440039,0.21804159627824005,-0.40739739903135785,0.6837161369768723,0.26820138473221905,-0.33120477469976795,0.7404898138839902,0
B_CARACC_BS,-1.4125293019864695,0.20664630017504934,-6.835492824163419,8.172351684265777e-12,0.26155462394647033,-5.400513593197103,6.645037564645406e-08,1
B_CARACC_CS,-0.821159545775653,0.5996927571640375,-1.3693004225345953,0.17090538598503935,0.7229461731665259,-1.135851569943236,0.2560186899438266,0
B_CARACC_ES,-1.3310230940790457,0.21705852936685105,-6.132093025607305,8.673035623019132e-10,0.298178687328251,-4.463843831379486,8.050224904465608e-06,1
B_CARACC_PT,-3.589827744749394,1.2995622770850621,-2.7623360634947267,0.005738937389588861,1.4859702904361918,-2.41581394180878,0.015700081559171686,1
B_CARACC_RP,-1.0693762833503715,139.84537148656423,-0.007646847886224914,0.9938987575937932,0.7659537460899107,-1.3961368931340716,0.16267327588756686,0
B_CARACC_WALK,-1.512769923683925,0.2623348028564046,-5.766562069585471,8.0904920540803e-09,0.3418433212283887,-4.425331225568188,9.629441766856317e-06,1
B_COST_LOGMEAN,-0.27194280638969426,0.226537648957829,-1.2004309554758275,0.22997201263137912,0.27065097831302126,-1.004773040484557,0.3150061482701796,0
