parameter_name,torch_estimate,std_error_x,z_value_x,p_value_x,robust_std_error_x,robust_z_value_x,robust_p_value_x,biogeme_estimate,std_error_y,z_value_y,p_value_y,robust_std_error_y,robust_z_value_y,robust_p_value_y,left_sign,right_sign,sign_match,abs_diff
LV_CAR_INTERCEPT,-0.1595116327075791,0.2181449585452663,-0.7312185152996764,0.4646456926037497,0.3270380746022747,-0.4877463668460259,0.6257295048973722,-0.1564249939410206,1.7976931348623157e+308,-8.7014291208828e-310,1.0,762.679790019308,-0.0002050991726646,0.9998363545378448,-1.0,-1.0,True,0.003086638766558486
LV_CAR_HIGH_EDU,-0.5198951508394746,0.1598037334202823,-3.253335449129685,0.0011405876363702,0.1789231745375782,-2.905689283588492,0.0036644513580267,-0.5184607736274511,0.1587404315113837,-3.266091497239447,0.0010904301018332,0.1589488981822627,-3.261807911577626,0.0011070413140255,-1.0,-1.0,True,0.001434377212023441
LV_CAR_TOP_MANAGER,0.31843109088387,0.2049525002441557,1.553682392283722,0.1202601951162496,0.2986802608413718,1.066127001452526,0.2863662351802399,0.3183809494620592,0.203667001356708,1.5632426821291387,0.1179955243442232,0.2815505486736458,1.1308127473447216,0.2581339134862801,1.0,1.0,True,5.014142181081205e-05
LV_CAR_EMPLOYEES,0.3432884320179991,0.1115103385189537,3.078534569775781,0.0020802139324619,0.1862579078116249,1.8430811129114024,0.0653171684955453,0.3435856562948433,0.1104746314120657,3.110086468750308,0.0018703258294689,0.1819024158192224,1.888846031799293,0.0589124626946842,1.0,1.0,True,0.00029722427684419905
LV_CAR_AGE_30_LESS,0.0581900253750849,0.1327721406386968,0.4382698440739407,0.6611906834150918,0.3773230318064048,0.1542180584537995,0.8774378039353516,0.0580967650181471,0.1227090021614733,0.4734515316300702,0.6358910725117799,0.2598358958380564,0.2235902196298396,0.8230761746218247,1.0,1.0,True,9.326035693780349e-05
LV_CAR_SCALED_INCOME,0.0083270229689023,0.0146742379342005,0.5674586309858645,0.5704026253258054,0.0249203772943519,0.3341451403622835,0.7382700386120105,0.0082633040804484,0.0146212550284816,0.5651569625419895,0.5719670067776153,0.0237916945427275,0.3473188538802215,0.7283517880331349,1.0,1.0,True,6.37188884538998e-05
LV_CAR_PARENTS,0.54678642496008,0.1071301390432249,5.103945816213887,3.32643552961733e-07,0.181037623524686,3.020291662663816,0.0025253137554323,0.5467352251291145,0.1070194588690017,5.108745931880963,3.2430408691830337e-07,0.1804356167197227,3.030084830637282,0.0024448505878391,1.0,1.0,True,5.1199830965464876e-05
SIGMA_CAR,0.8776969702319151,0.0793283470308265,11.064102594887643,1.873285359214297e-28,0.1333808717547091,6.580381119760728,4.692438896049187e-11,0.877501611632026,0.0779350330140351,11.259398728605133,0.0,0.1283145323325549,6.838676770903783,7.992717598881427e-12,1.0,1.0,True,0.00019535859988906168
LV_ENV_INTERCEPT,0.1064410362429416,0.0658280866507485,1.61695473252421,0.1058880526006963,0.0779598281212325,1.3653318485697408,0.1721487732716164,0.106599415472587,1.7976931348623157e+308,5.92978931750504e-310,1.0,139.7374917724108,0.0007628547938029,0.9993913299969256,1.0,1.0,True,0.00015837922964540008
LV_ENV_CHILD_SUBURB,0.0465259524032049,0.0312975188014013,1.4865699961212837,0.1371284171455853,0.0647065935625406,0.71902954307487,0.472122717038307,0.0466838480805209,0.0312014061546251,1.4962097493032611,0.1345990047628324,0.0637427165859177,0.7323793302344835,0.4639370712287831,1.0,1.0,True,0.00015789567731600007
LV_ENV_SCALED_INCOME,-0.0015902863843613,0.0038742531943022,-0.4104755948062706,0.681457102662828,0.0067844774093648,-0.2344007192309592,0.8146739003327601,-0.0015904717970369,0.0038689538985825,-0.4110857453276146,0.6810096619972483,0.0067434125692316,-0.2358556266146131,0.8135447017301032,-1.0,-1.0,True,1.8541267560005792e-07
LV_ENV_CITY_CENTER_KID,0.0513858133632198,0.0459949915701708,1.1172045392121577,0.2639068802242851,0.0628268517724194,0.8178957231432985,0.4134167326568848,0.0514587869622635,0.045852356446002,1.122271371654889,0.2617470745931796,0.0616263973583282,0.8350120917024428,0.4037109002993886,1.0,1.0,True,7.297359904370054e-05
LV_ENV_ARTISANS,0.1364417253512004,0.0644336750835373,2.11755305241096,0.0342129377629714,0.0945251103656625,1.44344423215574,0.1488953715431293,0.1365976730873216,0.0644766428363783,2.118560568266,0.0341276211240013,0.0947978641422645,1.4409361890509211,0.149602711020842,1.0,1.0,True,0.00015594773612120916
LV_ENV_HIGH_EDU,0.0361948836057811,0.0648316451667637,0.558290376754724,0.5766461151387223,0.0444872208209357,0.8136018150351121,0.4158730977735714,0.0363744102916795,0.0648973047548174,0.5604918482994382,0.5751439983272431,0.0443157486005688,0.8208009892720771,0.4117596350142656,1.0,1.0,True,0.00017952668589839987
LV_ENV_LOW_EDU,-0.1218794729805412,0.0606591575519908,-2.009251000165616,0.0445105215393244,0.0547681358648681,-2.2253719440307376,0.0260562793648591,-0.1219464174126071,0.0606528563697412,-2.010563470732836,0.044371585748872,0.0553136229874115,-2.204636232928733,0.0274796310876637,-1.0,-1.0,True,6.694443206589629e-05
SIGMA_ENV,0.2384634294467495,0.0464079906794975,5.138413147288003,2.7706819875142856e-07,0.0684569999628775,3.483404612765125,0.0004950795096699,0.238784006711108,0.0461729578993128,5.171512018610829,2.322073342497788e-07,0.0683245267566701,3.4948505031218087,0.0004743273544454,1.0,1.0,True,0.00032057726435849587
ASC_PT,0.0554999078140019,0.2708062097031581,0.2049432613633111,0.8376164548351736,0.3273801724681104,0.1695273950025429,0.8653818261100013,0.0584020579363149,1.7976931348623157e+308,3.24872230992796e-310,1.0,825.015040936456,7.078908266935849e-05,0.9999435184839118,1.0,1.0,True,0.002902150122312999
ASC_CAR,0.2543449564893925,0.1548518322402462,1.6425053085247765,0.1004853269220404,0.2302771453779523,1.1045167164632763,0.2693690562208268,0.2562282645101414,1.7976931348623157e+308,1.425317032930463e-309,1.0,1218.538328344394,0.0002102750964413,0.9998322247482644,1.0,1.0,True,0.0018833080207489306
B_COST,-1.6551448803629027,0.2101148596096114,-7.877333775622169,3.3444065836549264e-15,0.3375172572554191,-4.903882230562088,9.396083681155512e-07,-1.6548466984452823,0.2094414536587796,-7.901237646780972,2.664535259100376e-15,0.3399262361057764,-4.868252352049508,1.1258950012305036e-06,-1.0,-1.0,True,0.00029818191762043256
B_TIME_PT,-0.792082725998241,0.8609858949103651,-0.9199717796546512,0.3575875065994939,1.2361768765019567,-0.6407519353052608,0.5216838654544862,-0.788887788476035,0.8607775477842311,-0.9164827666645686,0.3594137421840009,1.243386878083555,-0.6344668762243622,0.5257761772261478,-1.0,-1.0,True,0.0031949375222060095
B_TIME_CAR,-5.229444397813521,1.38867647447112,-3.765775898094021,0.0001660326664322,2.008487500650374,-2.603672861354705,0.0092230744376521,-5.222280020311146,1.388023074577054,-3.762387035174061,0.0001682993324272,2.018770723677428,-2.586861380076956,0.009685454784283,-1.0,-1.0,True,0.0071643775023746414
B_WAIT_WORK,-2.60837482444915,0.7965535337790796,-3.274575673620162,0.0010582079245809,0.9888309960342048,-2.6378368345149683,0.0083436716997962,-2.611156871091776,0.7955564546196852,-3.2821767153407566,0.0010300902754452,1.0013988608340691,-2.607509328417782,0.0091203585394623,-1.0,-1.0,True,0.002782046642626046
B_WAIT_OTHER,-4.241254068065452,1.1264918988710015,-3.7650107136288713,0.000166541941261,1.3210936783662697,-3.210411295972893,0.001325451702105,-4.241214965091764,1.1263599435325171,-3.765417075992922,0.0001662713007362,1.3259106137843957,-3.198718617227558,0.0013803982769011,-1.0,-1.0,True,3.910297368747706e-05
B_DIST_WORK,-1.0922241519310756,0.1811258511655341,-6.030194723186547,1.6376223979929779e-09,0.2892666172493966,-3.7758389209128618,0.0001594700259156,-1.089705969959342,0.1799169792831607,-6.056715571265332,1.3892891281841455e-09,0.282415786670579,-3.858516490193299,0.0001140773719163,-1.0,-1.0,True,0.0025181819717334797
B_DIST_OTHER,-1.258648037252781,0.2213068032172819,-5.687344532364078,1.2902997606352586e-08,0.3946095456400382,-3.189603625049954,0.0014246805171689,-1.2560169529131124,0.2197906864196493,-5.714604987924657,1.099591440123504e-08,0.38669261479828,-3.248101734677088,0.001161777234564,-1.0,-1.0,True,0.0026310843396686323
B_LV_CAR_TO_PT,1.0843128603411525,0.4397402093957835,2.4658033019792107,0.0136706382240489,0.5535168828703141,1.958951739138192,0.0501184389366027,1.085630863472195,0.3687981298911133,2.943699480777532,0.0032431474524006,0.7123678707384309,1.5239750528709903,0.1275149431985669,1.0,1.0,True,0.0013180031310424667
B_LV_ENV_TO_PT,0.658688870707702,1.440241657795828,0.4573460760160009,0.6474223166149693,2.342880192122876,0.2811449227844921,0.778599246694792,0.610565579567807,0.9493408044513792,0.6431468832951416,0.5201287955499534,1.5006133516122493,0.4068773471273058,0.6840980744222931,1.0,1.0,True,0.048123291139895
B_LV_CAR_TO_CAR,1.6003917796098983,0.4795797865334445,3.337070962014559,0.0008466632813508,0.6841899545188465,2.3391044680499102,0.0193300275028293,1.601594836713964,0.4711069864876011,3.399641445895041,0.0006747427046482,0.8372554887337753,1.9129105252401968,0.0557595079098975,1.0,1.0,True,0.0012030571040657634
B_LV_ENV_TO_CAR,1.2748248188115632,1.5900644424425203,0.8017441210453627,0.4227009880668183,2.596444882693341,0.4909885926363911,0.6234345157483318,1.219558736439333,1.4658943774702795,0.8319553954111942,0.4054341220377586,2.3396039415945515,0.5212671746518539,0.6021806644936478,1.0,1.0,True,0.055266082372230185
