parameter_name,estimate,std_error,z_value,p_value,significant_5pct
ASC_ES_REL_CAR,-5.419559686581204,4.933670509307064,-1.098484318390849,0.2719930615389268,0
ASC_BS_REL_CAR,4.903478676013521,7.845005474672608,0.6250446467939725,0.5319417558359361,0
ASC_WALK_REL_CAR,-10.313988388723978,3.5301876980092266,-2.921654390938003,0.0034817766121917337,1
AGE_ES_REL_CAR,-0.07663290016688075,0.00972735666704154,-7.878080632792067,3.3306690738754696e-15,1
AGE_BS_REL_CAR,-0.02534703249362061,0.004004053019734693,-6.330343871245765,2.4461543901566074e-10,1
AGE_WALK_REL_CAR,0.143177984199405,0.0538942632069965,2.656646100708132,0.007892224499312706,1
BIKEACC_ES_REL_CAR,-0.20833290908117655,0.09475585482052744,-2.1986283536333455,0.02790435917024303,1
BIKEACC_BS_REL_CAR,0.21406262176953927,0.04231867119065458,5.058349323048018,4.22901211827309e-07,1
BIKEACC_WALK_REL_CAR,-0.14164861942141646,0.18661459566615252,-0.75904362633468,0.4478264599912043,0
CARACC_ES_REL_CAR,-0.279211008398465,0.1346621466946133,-2.07341866479865,0.03813333338147107,1
CARACC_BS_REL_CAR,-0.9604354611077237,0.06488075649634288,-14.803086661942055,0.0,1
CARACC_WALK_REL_CAR,-1.5835975613376334,0.5394949204978724,-2.935333589195264,0.003331892745531251,1
PTPASS_ES_REL_CAR,0.30786793578077604,0.24836708952414227,1.2395681584489882,0.2151351641219872,0
PTPASS_BS_REL_CAR,0.08473300978325644,0.11243972490461522,0.7535860644904377,0.4510978147055842,0
PTPASS_WALK_REL_CAR,-2.027579264179096,1.1779794275171778,-1.721234867787646,0.08520821304619774,0
MAAS_ES_REL_CAR,0.9119406094014594,0.39538158384554706,2.3064822608371722,0.021083700212657153,1
MAAS_BS_REL_CAR,-0.0983801912598412,0.19182951745491506,-0.5128522062980381,0.6080547077152825,0
MAAS_WALK_REL_CAR,-0.5285020365866405,0.8676981620705332,-0.6090851170244611,0.5424680219676792,0
SIGMA_ES,2.6542498903946363,0.2061313646820195,12.876496958573535,0.0,1
SIGMA_BS,1.3753942646939183,0.06970672361756611,19.73115638370527,0.0,1
SIGMA_WALK,-3.641177237138732,1.4617325220900987,-2.4910010430172917,0.01273837458585314,1
B_TIME_ES,-0.28208071102206245,0.6354230352609593,-0.4439258499752308,0.657096194549347,0
B_TIME_BS,-0.6679097771765627,0.21712884210699632,-3.0760988300551593,0.0020972831633836453,1
B_TIME_WALK,-0.6948639305747696,0.18678285202682499,-3.720169828411101,0.00019908885875108417,1
B_TIME_CAR,-1.1088588829331507,1.4953244409473676,-0.741550698008139,0.4583596040504383,0
B_ACCESS_SHARED,0.19598073862729387,0.6902462717334081,0.2839287174056435,0.7764650084446922,0
B_ACCESS_CAR,1.0620375806892615,0.429441433090473,2.473067335506762,0.013395890036900004,1
B_EGRESS_SHARED,-4.210631288530267,2.502439437176546,-1.6826106662069875,0.09245048550829149,0
B_EGRESS_CAR,-0.8481917915716845,0.27682290452326713,-3.064023163229231,0.002183820008360149,1
B_PARKING,-0.642598360352276,0.6375645455454243,-1.0078953806983502,0.3135046894684368,0
B_COST_LOGMEAN,-10.93944400625641,2.3475681570596696,-4.659904750095976,3.1635574242461217e-06,1
SIGMA_COST,-9.598379726659465,1.6621466726420766,-5.774688771239601,7.709545446488164e-09,1
B_AVAILABILITY,-0.033173598434114784,0.055143779509547436,-0.6015836913821114,0.5474512873704747,0
B_SCHEME_SD,8.671795881496854,2.4125814501941036,3.5944054368813814,0.00032513320441918125,1
B_RANGE,0.14179424651882766,0.3416835064121617,0.41498709729285516,0.6781513486003563,0
B_PEDELEC,-7.643140880648764,2.1747276417415042,-3.514527858085346,0.0004405364624304742,1
