parameter_name,estimate
ASC_PT_C1,5.666508861140895
ASC_CAR_C1,11.265388512786847
B_COST_C1,-0.26795381859500106
B_TIME_PT_C1,0.3881501810973548
B_TIME_CAR_C1,0.31160655442764595
B_WAIT_C1,-0.5695147408609572
B_DIST_C1,0.14454645665369326
ASC_PT_C2,14.87712228442826
ASC_CAR_C2,5.676323802023819
B_COST_C2,1.439389572608888
B_TIME_PT_C2,-0.17686613398515874
B_TIME_CAR_C2,-0.7257724108512786
B_WAIT_C2,0.04177429179650735
B_DIST_C2,-0.3746499950300012
ASC_PT_C3,10.345132305231065
ASC_CAR_C3,17.141947362470724
B_COST_C3,1.6002636744305963
B_TIME_PT_C3,-0.30514989645972496
B_TIME_CAR_C3,-1.3635661426312085
B_WAIT_C3,8.756460655575294
B_DIST_C3,-0.7831894382068703
LOG_SCALE_CLASS_2,-2.0
CLASS_INTERCEPT_C2,-14.100633482597704
CLASS_model_is_deepseek_C2,0.0
CLASS_semantic_arm_C2,5.075490518992018
CLASS_prompt_family_naturalistic_C2,5.179476550895162
CLASS_age_30_less_C2,7.020723100928848
CLASS_high_education_C2,-7.3613731239323235
CLASS_ScaledIncome_C2,2.1363225970428172
CLASS_CAR_AVAILABLE_C2,1.9183024487506795
CLASS_block_complexity_mean_C2,-7.948707928812834
CLASS_INTERCEPT_C3,0.5581203986737986
CLASS_model_is_deepseek_C3,0.0
CLASS_semantic_arm_C3,-14.773708978071204
CLASS_prompt_family_naturalistic_C3,14.727331463513721
CLASS_age_30_less_C3,2.71830788320101
CLASS_high_education_C3,-0.05736620065696406
CLASS_ScaledIncome_C3,-9.514897123862482
CLASS_CAR_AVAILABLE_C3,2.51399130864378
CLASS_block_complexity_mean_C3,0.2741842865355449
SCALE_INTERCEPT_S2,-1.9454231405960263
SCALE_model_is_deepseek_S2,0.0
SCALE_semantic_arm_S2,-0.9304049042937331
SCALE_prompt_family_naturalistic_S2,-1.3919566840297908
SCALE_age_30_less_S2,-2.2209567099511363
SCALE_high_education_S2,0.4630767459454667
SCALE_ScaledIncome_S2,8.129488933226087
SCALE_CAR_AVAILABLE_S2,-1.7181873852824674
SCALE_block_complexity_mean_S2,-1.275728664531937
