respondent_id,most_likely_state,posterior_c1_s1,posterior_c1_s2,posterior_c2_s1,posterior_c2_s2,posterior_c3_s1,posterior_c3_s2
GO0001_R1,0,0.9614719185425982,0.012269963349777686,0.025002843705147108,0.0010357829571478276,0.00021924378678068974,2.4765854861982775e-07
GO0001_R2,0,0.9614719185425982,0.012269963349777686,0.025002843705147108,0.0010357829571478276,0.00021924378678068974,2.4765854861982775e-07
GO0001_R3,0,0.9614719185425982,0.012269963349777686,0.025002843705147108,0.0010357829571478276,0.00021924378678068974,2.4765854861982775e-07
GO0001_R4,0,0.9614719185425982,0.012269963349777686,0.025002843705147108,0.0010357829571478276,0.00021924378678068974,2.4765854861982775e-07
GO0002_R1,0,0.763363653336783,0.0433824915040511,0.17963177178879075,0.009822758098655196,0.003798158579936339,1.166691783609028e-06
GO0002_R2,0,0.763363653336783,0.0433824915040511,0.17963177178879075,0.009822758098655196,0.003798158579936339,1.166691783609028e-06
GO0002_R3,0,0.763363653336783,0.0433824915040511,0.17963177178879075,0.009822758098655196,0.003798158579936339,1.166691783609028e-06
GO0002_R4,0,0.763363653336783,0.0433824915040511,0.17963177178879075,0.009822758098655196,0.003798158579936339,1.166691783609028e-06
GO0003_R1,2,5.0979466015273005e-152,1.400798422363361e-24,0.9748406049518972,0.025159395021879978,1.1837890326247328e-42,2.6222572711660303e-11
GO0003_R2,2,5.0979466015273005e-152,1.400798422363361e-24,0.9748406049518972,0.025159395021879978,1.1837890326247328e-42,2.6222572711660303e-11
GO0003_R3,2,5.0979466015273005e-152,1.400798422363361e-24,0.9748406049518972,0.025159395021879978,1.1837890326247328e-42,2.6222572711660303e-11
GO0003_R4,0,0.9420918594116687,0.028132081069474072,0.02036239575313912,0.0006585016459710678,0.008753048442487551,2.1136772595756753e-06
GO0004_R1,0,0.9545759190950641,0.045153254983552285,4.3549979427343407e-16,0.00027080708976475197,1.486523020126986e-21,1.8831618414221376e-08
GO0004_R2,0,0.9075588711474685,0.0915458879792694,9.432547989060924e-15,0.0008945735739586195,1.2777493639735503e-13,6.672991661625884e-07
GO0004_R3,0,0.9075588711474685,0.0915458879792694,9.432547989060924e-15,0.0008945735739586195,1.2777493639735503e-13,6.672991661625884e-07
GO0004_R4,0,0.9075588711474685,0.0915458879792694,9.432547989060924e-15,0.0008945735739586195,1.2777493639735503e-13,6.672991661625884e-07
GO0005_R1,0,0.8715447046462371,0.12842447229755177,9.392295929304084e-99,1.9433084493275972e-17,3.075557085004038e-05,6.748536098712679e-08
GO0005_R2,0,0.8715447046462371,0.12842447229755177,9.392295929304084e-99,1.9433084493275972e-17,3.075557085004038e-05,6.748536098712679e-08
GO0005_R3,0,0.8715447046462371,0.12842447229755177,9.392295929304084e-99,1.9433084493275972e-17,3.075557085004038e-05,6.748536098712679e-08
GO0005_R4,0,0.8715447046462371,0.12842447229755177,9.392295929304084e-99,1.9433084493275972e-17,3.075557085004038e-05,6.748536098712679e-08
GO0006_R1,3,1.3387042783194766e-50,4.0234055248253456e-05,9.701680915903127e-18,0.6947074806245674,0.01759857074185799,0.2876537145783272
GO0006_R2,3,1.3512748177150345e-44,8.386317986726114e-07,0.35449536024923334,0.6451813473816659,4.7563833990825305e-05,0.0002748899033110034
GO0006_R3,0,0.7119469173478554,0.27917772497440424,9.129039208687595e-05,0.00878367516247284,6.52244111289224e-15,3.9212317426279347e-07
GO0006_R4,0,0.7119469173478554,0.27917772497440424,9.129039208687595e-05,0.00878367516247284,6.52244111289224e-15,3.9212317426279347e-07
GO0007_R1,0,0.6929459320265993,0.058517932952616966,0.21673509445916647,0.03173615516848043,6.427865821989975e-05,6.067349169568226e-07
GO0007_R2,0,0.6929459320265993,0.058517932952616966,0.21673509445916647,0.03173615516848043,6.427865821989975e-05,6.067349169568226e-07
GO0007_R3,0,0.6929459320265993,0.058517932952616966,0.21673509445916647,0.03173615516848043,6.427865821989975e-05,6.067349169568226e-07
GO0007_R4,0,0.6929459320265993,0.058517932952616966,0.21673509445916647,0.03173615516848043,6.427865821989975e-05,6.067349169568226e-07
GO0008_R1,0,0.7449668495433712,0.065539988259354,0.17360911184776978,0.011816075059327491,0.004063637672356959,4.337617820482277e-06
GO0008_R2,0,0.7449668495433712,0.065539988259354,0.17360911184776978,0.011816075059327491,0.004063637672356959,4.337617820482277e-06
GO0008_R3,0,0.7449668495433712,0.065539988259354,0.17360911184776978,0.011816075059327491,0.004063637672356959,4.337617820482277e-06
GO0008_R4,0,0.7449668495433712,0.065539988259354,0.17360911184776978,0.011816075059327491,0.004063637672356959,4.337617820482277e-06
GO0009_R1,0,0.5997911810416752,0.1968933317286974,0.14646922137667404,0.017068355434444165,0.03971719144927393,6.0718969235264534e-05
GO0009_R2,0,0.5997911810416752,0.1968933317286974,0.14646922137667404,0.017068355434444165,0.03971719144927393,6.0718969235264534e-05
GO0009_R3,0,0.5997911810416752,0.1968933317286974,0.14646922137667404,0.017068355434444165,0.03971719144927393,6.0718969235264534e-05
GO0009_R4,0,0.5997911810416752,0.1968933317286974,0.14646922137667404,0.017068355434444165,0.03971719144927393,6.0718969235264534e-05
GO0010_R1,0,0.8070967703817025,0.04218236270794161,0.14127543289555042,0.009403630787921847,4.127735351569739e-05,5.258733678750853e-07
GO0010_R2,0,0.8070967703817025,0.04218236270794161,0.14127543289555042,0.009403630787921847,4.127735351569739e-05,5.258733678750853e-07
GO0010_R3,0,0.8070967703817025,0.04218236270794161,0.14127543289555042,0.009403630787921847,4.127735351569739e-05,5.258733678750853e-07
GO0010_R4,0,0.8070967703817025,0.04218236270794161,0.14127543289555042,0.009403630787921847,4.127735351569739e-05,5.258733678750853e-07
GO0011_R1,4,0.13988738605430362,0.12467547667055333,0.03053896962542456,0.027291555754219335,0.6757728583206378,0.0018337535748613608
GO0011_R2,4,0.13988738605430362,0.12467547667055333,0.03053896962542456,0.027291555754219335,0.6757728583206378,0.0018337535748613608
GO0011_R3,4,0.13988738605430362,0.12467547667055333,0.03053896962542456,0.027291555754219335,0.6757728583206378,0.0018337535748613608
GO0011_R4,4,0.13988738605430362,0.12467547667055333,0.03053896962542456,0.027291555754219335,0.6757728583206378,0.0018337535748613608
GO0012_R1,0,0.7879087474562075,0.014075652847123856,0.1897735142817205,0.0015287156508030743,0.0067128111646078065,5.585995371016603e-07
GO0012_R2,0,0.7879087474562075,0.014075652847123856,0.1897735142817205,0.0015287156508030743,0.0067128111646078065,5.585995371016603e-07
GO0012_R3,0,0.7879087474562075,0.014075652847123856,0.1897735142817205,0.0015287156508030743,0.0067128111646078065,5.585995371016603e-07
GO0012_R4,0,0.7879087474562075,0.014075652847123856,0.1897735142817205,0.0015287156508030743,0.0067128111646078065,5.585995371016603e-07
GO0013_R1,0,0.8024601380325127,0.022048973349626542,0.1547413577126366,0.002165420504374332,0.0185816756563564,2.4347444932277478e-06
GO0013_R2,0,0.8024601380325127,0.022048973349626542,0.1547413577126366,0.002165420504374332,0.0185816756563564,2.4347444932277478e-06
GO0013_R3,0,0.8024601380325127,0.022048973349626542,0.1547413577126366,0.002165420504374332,0.0185816756563564,2.4347444932277478e-06
GO0013_R4,0,0.8024601380325127,0.022048973349626542,0.1547413577126366,0.002165420504374332,0.0185816756563564,2.4347444932277478e-06
GO0014_R1,0,0.7346687525581632,0.006775490160145982,0.2554739530317161,0.00248735617161411,0.0005944248952297913,2.3183130596583193e-08
GO0014_R2,0,0.7346687525581632,0.006775490160145982,0.2554739530317161,0.00248735617161411,0.0005944248952297913,2.3183130596583193e-08
GO0014_R3,0,0.7346687525581632,0.006775490160145982,0.2554739530317161,0.00248735617161411,0.0005944248952297913,2.3183130596583193e-08
GO0014_R4,0,0.7346687525581632,0.006775490160145982,0.2554739530317161,0.00248735617161411,0.0005944248952297913,2.3183130596583193e-08
GO0015_R1,0,0.7048845336673817,0.05235591727742331,0.2271074729771416,0.014736941463155996,0.0009149695253255552,1.6508957197243738e-07
GO0015_R2,0,0.7048845336673817,0.05235591727742331,0.2271074729771416,0.014736941463155996,0.0009149695253255552,1.6508957197243738e-07
GO0015_R3,0,0.7048845336673817,0.05235591727742331,0.2271074729771416,0.014736941463155996,0.0009149695253255552,1.6508957197243738e-07
GO0015_R4,0,0.7048845336673817,0.05235591727742331,0.2271074729771416,0.014736941463155996,0.0009149695253255552,1.6508957197243738e-07
GO0016_R1,4,0.3786603902614317,0.02777210823647345,0.08740810966983839,0.0058873014255301104,0.49989891870818537,0.00037317169854105513
GO0016_R2,4,0.3786603902614317,0.02777210823647345,0.08740810966983839,0.0058873014255301104,0.49989891870818537,0.00037317169854105513
GO0016_R3,4,0.3786603902614317,0.02777210823647345,0.08740810966983839,0.0058873014255301104,0.49989891870818537,0.00037317169854105513
GO0016_R4,4,0.3786603902614317,0.02777210823647345,0.08740810966983839,0.0058873014255301104,0.49989891870818537,0.00037317169854105513
GO0017_R1,0,0.8206428494019282,0.008479216689542834,0.16704907502511201,0.0008161922811997702,0.0030125247793330464,1.4182288414455355e-07
GO0017_R2,0,0.8206428494019282,0.008479216689542834,0.16704907502511201,0.0008161922811997702,0.0030125247793330464,1.4182288414455355e-07
GO0017_R3,0,0.8206428494019282,0.008479216689542834,0.16704907502511201,0.0008161922811997702,0.0030125247793330464,1.4182288414455355e-07
GO0017_R4,0,0.8206428494019282,0.008479216689542834,0.16704907502511201,0.0008161922811997702,0.0030125247793330464,1.4182288414455355e-07
GO0018_R1,0,0.9488398709786147,0.05115924516314134,1.7029064528074994e-113,1.9921022589258982e-20,8.135937838542678e-07,7.026446023812635e-08
GO0018_R2,0,0.9488398709786147,0.05115924516314134,1.7029064528074994e-113,1.9921022589258982e-20,8.135937838542678e-07,7.026446023812635e-08
GO0018_R3,0,0.9488398709786147,0.05115924516314134,1.7029064528074994e-113,1.9921022589258982e-20,8.135937838542678e-07,7.026446023812635e-08
GO0018_R4,0,0.9488398709786147,0.05115924516314134,1.7029064528074994e-113,1.9921022589258982e-20,8.135937838542678e-07,7.026446023812635e-08
GO0019_R1,0,0.837118061908227,0.10773682695337906,0.05340120266199773,0.0017419396395033195,8.77253598422738e-09,1.9600643570403042e-06
GO0019_R2,2,1.3426837348400685e-07,0.06002129938510043,0.9215197449882169,0.017428372356844475,0.0009535698744919248,7.687912697315543e-05
GO0019_R3,0,0.837118061908227,0.10773682695337906,0.05340120266199773,0.0017419396395033195,8.77253598422738e-09,1.9600643570403042e-06
GO0019_R4,2,1.3426837348400685e-07,0.06002129938510043,0.9215197449882169,0.017428372356844475,0.0009535698744919248,7.687912697315543e-05
GO0020_R1,0,0.97029820486041,0.029701705756697828,4.768551142426232e-301,4.558399284584737e-50,1.5435666816573803e-10,8.92285354373421e-08
GO0020_R2,0,0.97029820486041,0.029701705756697828,4.768551142426232e-301,4.558399284584737e-50,1.5435666816573803e-10,8.92285354373421e-08
GO0020_R3,0,0.97029820486041,0.029701705756697828,4.768551142426232e-301,4.558399284584737e-50,1.5435666816573803e-10,8.92285354373421e-08
GO0020_R4,0,0.97029820486041,0.029701705756697828,4.768551142426232e-301,4.558399284584737e-50,1.5435666816573803e-10,8.92285354373421e-08
GO0021_R1,0,0.9311938292558795,0.06879788496795415,4.661757972346842e-63,4.848117620790911e-12,8.253784575452275e-06,3.198674295973886e-08
GO0021_R2,0,0.9311938292558795,0.06879788496795415,4.661757972346842e-63,4.848117620790911e-12,8.253784575452275e-06,3.198674295973886e-08
GO0021_R3,0,0.9311938292558795,0.06879788496795415,4.661757972346842e-63,4.848117620790911e-12,8.253784575452275e-06,3.198674295973886e-08
GO0021_R4,0,0.9311938292558795,0.06879788496795415,4.661757972346842e-63,4.848117620790911e-12,8.253784575452275e-06,3.198674295973886e-08
GO0022_R1,0,0.9361818974255105,0.021801932534601068,0.041004343602810175,0.0010058463709142602,5.801403783302376e-06,1.7866238066388642e-07
GO0022_R2,2,3.2515391756187803e-15,0.0007849504181867351,0.9771015749355778,0.010763925046846853,0.011345744184450814,3.8054149345846973e-06
GO0022_R3,0,0.9361818974255105,0.021801932534601068,0.041004343602810175,0.0010058463709142602,5.801403783302376e-06,1.7866238066388642e-07
GO0022_R4,2,3.2515391756187803e-15,0.0007849504181867351,0.9771015749355778,0.010763925046846853,0.011345744184450814,3.8054149345846973e-06
GO0023_R1,0,0.9261696027148607,0.02427821421330266,0.048672507792623124,0.0008692045737133724,8.524827443502132e-06,1.945878056947089e-06
GO0023_R2,0,0.9261696027148607,0.02427821421330266,0.048672507792623124,0.0008692045737133724,8.524827443502132e-06,1.945878056947089e-06
GO0023_R3,0,0.9261696027148607,0.02427821421330266,0.048672507792623124,0.0008692045737133724,8.524827443502132e-06,1.945878056947089e-06
GO0023_R4,0,0.9261696027148607,0.02427821421330266,0.048672507792623124,0.0008692045737133724,8.524827443502132e-06,1.945878056947089e-06
GO0024_R1,4,9.306363313626224e-23,6.095077529339182e-05,6.1460912007229724e-77,2.1846901692088096e-14,0.9996013098284965,0.0003377393961881882
GO0024_R2,4,1.5528759186604837e-34,4.118479889319529e-06,1.6236733487250047e-84,6.682978589495051e-15,0.9984200224651674,0.0015758590549367344
GO0024_R3,4,1.4817327927839275e-55,1.00368627619202e-08,1.812378616897632e-182,1.5766942033543234e-29,0.9926441051652515,0.007355884797885076
GO0024_R4,4,1.3118418019233629e-39,1.0369874681525066e-06,1.4441011203961836e-91,8.263559562345153e-16,0.9975399541247018,0.002459008887829416
GO0025_R1,0,0.9496087375611896,0.00278376020670509,0.046458820812805356,5.3662322129096024e-05,0.0010950067896223568,1.2307548557068815e-08
GO0025_R2,0,0.9496087375611896,0.00278376020670509,0.046458820812805356,5.3662322129096024e-05,0.0010950067896223568,1.2307548557068815e-08
GO0025_R3,0,0.9496087375611896,0.00278376020670509,0.046458820812805356,5.3662322129096024e-05,0.0010950067896223568,1.2307548557068815e-08
GO0025_R4,0,0.9496087375611896,0.00278376020670509,0.046458820812805356,5.3662322129096024e-05,0.0010950067896223568,1.2307548557068815e-08
GO0026_R1,0,0.9982679805425746,0.000813423804811165,4.168230716067535e-70,7.626094315865555e-16,0.0009185827557313011,1.2896882219846775e-08
GO0026_R2,0,0.9982679805425746,0.000813423804811165,4.168230716067535e-70,7.626094315865555e-16,0.0009185827557313011,1.2896882219846775e-08
GO0026_R3,0,0.9982679805425746,0.000813423804811165,4.168230716067535e-70,7.626094315865555e-16,0.0009185827557313011,1.2896882219846775e-08
GO0026_R4,0,0.9982679805425746,0.000813423804811165,4.168230716067535e-70,7.626094315865555e-16,0.0009185827557313011,1.2896882219846775e-08
GO0027_R1,0,0.8137151447001567,0.03751671849649015,0.14084306937931473,0.0058345096557098795,0.0020895259444601035,1.0318238681184565e-06
GO0027_R2,0,0.8137151447001567,0.03751671849649015,0.14084306937931473,0.0058345096557098795,0.0020895259444601035,1.0318238681184565e-06
GO0027_R3,0,0.8137151447001567,0.03751671849649015,0.14084306937931473,0.0058345096557098795,0.0020895259444601035,1.0318238681184565e-06
GO0027_R4,0,0.8137151447001567,0.03751671849649015,0.14084306937931473,0.0058345096557098795,0.0020895259444601035,1.0318238681184565e-06
GO0028_R1,0,0.9874062991344541,0.010646353933472425,1.1345618371475266e-26,1.0898373065957106e-06,0.0019456595713568782,5.975234099444213e-07
GO0028_R2,0,0.6324793830761296,0.00995361768858171,0.345667464611602,0.010424122911842639,0.0014748381835076763,5.735283362536419e-07
GO0028_R3,0,0.9874062991344541,0.010646353933472425,1.1345618371475266e-26,1.0898373065957106e-06,0.0019456595713568782,5.975234099444213e-07
GO0028_R4,0,0.9874062991344541,0.010646353933472425,1.1345618371475266e-26,1.0898373065957106e-06,0.0019456595713568782,5.975234099444213e-07
GO0029_R1,0,0.76016793184257,0.04873017925542933,0.16985316034989364,0.016482814030569396,0.004760968378778724,4.946142758717932e-06
GO0029_R2,0,0.76016793184257,0.04873017925542933,0.16985316034989364,0.016482814030569396,0.004760968378778724,4.946142758717932e-06
GO0029_R3,0,0.76016793184257,0.04873017925542933,0.16985316034989364,0.016482814030569396,0.004760968378778724,4.946142758717932e-06
GO0029_R4,0,0.76016793184257,0.04873017925542933,0.16985316034989364,0.016482814030569396,0.004760968378778724,4.946142758717932e-06
GO0030_R1,0,0.7198184632361941,0.09375007421383638,0.166125496546064,0.020121069902259123,0.00018476636252264062,1.2973912379125198e-07
GO0030_R2,0,0.7198184632361941,0.09375007421383638,0.166125496546064,0.020121069902259123,0.00018476636252264062,1.2973912379125198e-07
GO0030_R3,0,0.7198184632361941,0.09375007421383638,0.166125496546064,0.020121069902259123,0.00018476636252264062,1.2973912379125198e-07
GO0030_R4,0,0.7198184632361941,0.09375007421383638,0.166125496546064,0.020121069902259123,0.00018476636252264062,1.2973912379125198e-07
GO0031_R1,0,0.8561458895230201,0.049567183106246714,0.09174067673344159,0.001181886015294093,0.0013635857539113544,7.788680862695594e-07
GO0031_R2,0,0.8561458895230201,0.049567183106246714,0.09174067673344159,0.001181886015294093,0.0013635857539113544,7.788680862695594e-07
GO0031_R3,0,0.8561458895230201,0.049567183106246714,0.09174067673344159,0.001181886015294093,0.0013635857539113544,7.788680862695594e-07
GO0031_R4,0,0.8561458895230201,0.049567183106246714,0.09174067673344159,0.001181886015294093,0.0013635857539113544,7.788680862695594e-07
GO0032_R1,0,0.9316043414645345,0.04227474130057852,2.1676106454685166e-243,5.707963252650658e-41,0.026115272859423052,5.644375463923181e-06
GO0032_R2,0,0.9316043414645345,0.04227474130057852,2.1676106454685166e-243,5.707963252650658e-41,0.026115272859423052,5.644375463923181e-06
GO0032_R3,0,0.9316043414645345,0.04227474130057852,2.1676106454685166e-243,5.707963252650658e-41,0.026115272859423052,5.644375463923181e-06
GO0032_R4,0,0.9316043414645345,0.04227474130057852,2.1676106454685166e-243,5.707963252650658e-41,0.026115272859423052,5.644375463923181e-06
GO0033_R1,5,1.2890869834839976e-183,9.922801441121195e-23,7.550238777393013e-149,7.753968683578123e-18,1.2651927599563163e-33,1.0
GO0033_R2,5,1.9125305466619132e-112,3.22355946056761e-16,8.456720129589761e-19,0.03943732036131484,0.00029055545841845864,0.9602721241802669
GO0033_R3,5,1.4274311073302447e-145,3.838577310184667e-21,7.606634371459211e-53,3.3746832662022254e-07,9.564345198790693e-06,0.9999900981864738
GO0033_R4,5,1.6835876086737468e-110,9.524930107003211e-14,7.52509377848464e-93,1.5798244156620003e-11,5.019286380000007e-18,0.9999999999841052
GO0034_R1,0,0.901596085231692,0.09240738819889405,0.004671884712409635,0.0008776889503221693,0.00044352421836149093,3.4286883207626103e-06
GO0034_R2,0,0.8883485824357316,0.09106214229108889,0.01825913479976522,0.0018896469388732136,0.0004370073442146093,3.4861903741495646e-06
GO0034_R3,2,4.2517731111402946e-91,1.9229737725342296e-14,0.9065239257518775,0.09347606888068521,2.996098378590844e-31,5.367464612930132e-09
GO0034_R4,0,0.901596085231692,0.09240738819889405,0.004671884712409635,0.0008776889503221693,0.00044352421836149093,3.4286883207626103e-06
GO0035_R1,0,0.9843652327227829,0.014980391848361006,4.5103222054913115e-49,3.859597737782613e-11,0.0006541990715819671,1.7631867820843223e-07
GO0035_R2,0,0.9843652327227829,0.014980391848361006,4.5103222054913115e-49,3.859597737782613e-11,0.0006541990715819671,1.7631867820843223e-07
GO0035_R3,0,0.9843652327227829,0.014980391848361006,4.5103222054913115e-49,3.859597737782613e-11,0.0006541990715819671,1.7631867820843223e-07
GO0035_R4,0,0.9843652327227829,0.014980391848361006,4.5103222054913115e-49,3.859597737782613e-11,0.0006541990715819671,1.7631867820843223e-07
GO0036_R1,0,0.8626839022371485,0.0006513411579834916,0.13630824931793484,2.101421688301313e-05,0.0003354845303015344,8.53974861961053e-09
GO0036_R2,0,0.8626839022371485,0.0006513411579834916,0.13630824931793484,2.101421688301313e-05,0.0003354845303015344,8.53974861961053e-09
GO0036_R3,0,0.8626839022371485,0.0006513411579834916,0.13630824931793484,2.101421688301313e-05,0.0003354845303015344,8.53974861961053e-09
GO0036_R4,0,0.8626839022371485,0.0006513411579834916,0.13630824931793484,2.101421688301313e-05,0.0003354845303015344,8.53974861961053e-09
GO0037_R1,0,0.5581384150993898,0.3724864127451811,1.8115720803864223e-05,0.005001948108105668,0.06433001940209164,2.5088924427920122e-05
GO0037_R2,0,0.990395076203452,0.00852346447230347,4.823895399695958e-06,8.511533725305628e-05,0.0009912465114063213,2.735801853932729e-07
GO0037_R3,0,0.990395076203452,0.00852346447230347,4.823895399695958e-06,8.511533725305628e-05,0.0009912465114063213,2.735801853932729e-07
GO0037_R4,0,0.9734498867861048,0.01964521127325018,0.002945922614874427,0.0005356332339314492,0.003422578837528899,7.672543102869049e-07
GO0038_R1,4,4.0040403098648585e-22,2.8926951341297576e-06,5.2839321440397624e-266,1.3582787543150607e-45,0.9984699016421765,0.0015272056626893884
GO0038_R2,4,0.00027121717271499983,0.0013905553663962813,2.7892037174073067e-216,6.24092864796966e-38,0.9971328065786318,0.001205420882257161
GO0038_R3,4,2.2473003358595065e-67,1.7155880512535452e-12,0.0,3.43945486865673e-57,0.9894561471476512,0.010543852850632925
GO0038_R4,4,0.00027121717271499983,0.0013905553663962813,2.7892037174073067e-216,6.24092864796966e-38,0.9971328065786318,0.001205420882257161
GO0039_R1,2,1.8975241821256214e-18,0.0004515016995844929,0.8943108998227851,0.10523416858093959,2.380884596230177e-10,3.429658602421189e-06
GO0039_R2,2,1.8975241821256214e-18,0.0004515016995844929,0.8943108998227851,0.10523416858093959,2.380884596230177e-10,3.429658602421189e-06
GO0039_R3,1,2.1975788706008673e-07,0.9988691894797789,3.976540828650249e-90,4.847980380619312e-14,8.491764199720017e-05,0.0010456731202884565
GO0039_R4,2,1.8975241821256214e-18,0.0004515016995844929,0.8943108998227851,0.10523416858093959,2.380884596230177e-10,3.429658602421189e-06
GO0040_R1,5,4.6350614774902e-90,8.596299931933275e-11,3.6581072851713176e-82,1.7682351934387957e-09,0.007875458667166668,0.992124539478636
GO0040_R2,5,4.6350614774902e-90,8.596299931933275e-11,3.6581072851713176e-82,1.7682351934387957e-09,0.007875458667166668,0.992124539478636
GO0040_R3,0,0.9751331614160046,0.023020992857896324,8.594814881170665e-22,1.4257813786091093e-05,0.0018292098586209576,2.378053692260227e-06
GO0040_R4,0,0.9751331614160046,0.023020992857896324,8.594814881170665e-22,1.4257813786091093e-05,0.0018292098586209576,2.378053692260227e-06
GO0041_R1,1,0.0084670515540067,0.9914861751584344,1.19668382698125e-310,8.497962471410331e-50,1.3092397268193434e-05,3.368089029084476e-05
GO0041_R2,0,0.9470323870985482,0.050621004247989404,0.0,5.070495445110076e-73,0.0023447578724288104,1.8507810334124934e-06
GO0041_R3,1,3.897997944773238e-06,0.9999645369936611,1.5278319726705797e-173,7.333668076811388e-28,3.7642839505924526e-09,3.15612441101852e-05
GO0041_R4,1,3.897997944773238e-06,0.9999645369936611,1.5278319726705797e-173,7.333668076811388e-28,3.7642839505924526e-09,3.15612441101852e-05
GO0042_R1,0,0.8360256687420841,0.03581680277812245,0.1231839207626795,0.004701679412991941,0.00027183210806711934,9.619605482495382e-08
GO0042_R2,0,0.8360256687420841,0.03581680277812245,0.1231839207626795,0.004701679412991941,0.00027183210806711934,9.619605482495382e-08
