respondent_id,posterior_distortion_score
GO0001_R1,16.119689469245486
GO0001_R2,16.119689469245486
GO0001_R3,16.119689469245486
GO0001_R4,16.119689469245486
GO0002_R1,15.032679886553915
GO0002_R2,15.032679886553915
GO0002_R3,15.032679886553915
GO0002_R4,15.032679886553915
GO0003_R1,9.841475263268636
GO0003_R2,9.841475263268636
GO0003_R3,9.841475263268636
GO0003_R4,16.074655277228953
GO0004_R1,16.28750061578117
GO0004_R2,16.282914376993006
GO0004_R3,16.282914376993006
GO0004_R4,16.282914376993006
GO0005_R1,16.288120560401993
GO0005_R2,16.288120560401993
GO0005_R3,16.288120560401993
GO0005_R4,16.288120560401993
GO0006_R1,8.915687784490421
GO0006_R2,9.77008889062581
GO0006_R3,16.22860567101188
GO0006_R4,16.22860567101188
GO0007_R1,14.683439521272245
GO0007_R2,14.683439521272245
GO0007_R3,14.683439521272245
GO0007_R4,14.683439521272245
GO0008_R1,15.055758551710774
GO0008_R2,15.055758551710774
GO0008_R3,15.055758551710774
GO0008_R4,15.055758551710774
GO0009_R1,14.871653223467431
GO0009_R2,14.871653223467431
GO0009_R3,14.871653223467431
GO0009_R4,14.871653223467431
GO0010_R1,15.316671302982758
GO0010_R2,15.316671302982758
GO0010_R3,15.316671302982758
GO0010_R4,15.316671302982758
GO0011_R1,9.779657672852103
GO0011_R2,9.779657672852103
GO0011_R3,9.779657672852103
GO0011_R4,9.779657672852103
GO0012_R1,14.99564954663959
GO0012_R2,14.99564954663959
GO0012_R3,14.99564954663959
GO0012_R4,14.99564954663959
GO0013_R1,15.109751256348224
GO0013_R2,15.109751256348224
GO0013_R3,15.109751256348224
GO0013_R4,15.109751256348224
GO0014_R1,14.621350498128065
GO0014_R2,14.621350498128065
GO0014_R3,14.621350498128065
GO0014_R4,14.621350498128065
GO0015_R1,14.720455082266938
GO0015_R2,14.720455082266938
GO0015_R3,14.720455082266938
GO0015_R4,14.720455082266938
GO0016_R1,11.15974681696074
GO0016_R2,11.15974681696074
GO0016_R3,11.15974681696074
GO0016_R4,11.15974681696074
GO0017_R1,15.180343328035963
GO0017_R2,15.180343328035963
GO0017_R3,15.180343328035963
GO0017_R4,15.180343328035963
GO0018_R1,16.289205742624475
GO0018_R2,16.289205742624475
GO0018_R3,16.289205742624475
GO0018_R4,16.289205742624475
GO0019_R1,15.932980741848851
GO0019_R2,10.225886074304459
GO0019_R3,15.932980741848851
GO0019_R4,10.225886074304459
GO0020_R1,16.28943904916606
GO0020_R2,16.28943904916606
GO0020_R3,16.28943904916606
GO0020_R4,16.28943904916606
GO0021_R1,16.28895288362132
GO0021_R2,16.28895288362132
GO0021_R3,16.28895288362132
GO0021_R4,16.28895288362132
GO0022_R1,16.018581410723414
GO0022_R2,9.818597443229327
GO0022_R3,16.018581410723414
GO0022_R4,9.818597443229327
GO0023_R1,15.96998607273383
GO0023_R2,15.96998607273383
GO0023_R3,15.96998607273383
GO0023_R4,15.96998607273383
GO0024_R1,7.239874337774161
GO0024_R2,7.239124932450898
GO0024_R3,7.237987681108142
GO0024_R4,7.238928986471517
GO0025_R1,15.980014766800263
GO0025_R2,15.980014766800263
GO0025_R3,15.980014766800263
GO0025_R4,15.980014766800263
GO0026_R1,16.281430671611623
GO0026_R2,16.281430671611623
GO0026_R3,16.281430671611623
GO0026_R4,16.281430671611623
GO0027_R1,15.324375459283276
GO0027_R2,15.324375459283276
GO0027_R3,15.324375459283276
GO0027_R4,15.324375459283276
GO0028_R1,16.272019081013735
GO0028_R2,13.979950860261397
GO0028_R3,16.272019081013735
GO0028_R4,16.272019081013735
GO0029_R1,15.043217937364854
GO0029_R2,15.043217937364854
GO0029_R3,15.043217937364854
GO0029_R4,15.043217937364854
GO0030_R1,15.084366907852406
GO0030_R2,15.084366907852406
GO0030_R3,15.084366907852406
GO0030_R4,15.084366907852406
GO0031_R1,15.677823346855071
GO0031_R2,15.677823346855071
GO0031_R3,15.677823346855071
GO0031_R4,15.677823346855071
GO0032_R1,16.052902464675416
GO0032_R2,16.052902464675416
GO0032_R3,16.052902464675416
GO0032_R4,16.052902464675416
GO0033_R1,7.049057734169851
GO0033_R2,7.154867107569609
GO0033_R3,7.049060459496832
GO0033_R4,7.0490577342130845
GO0034_R1,16.248864228955075
GO0034_R2,16.15472380748121
GO0034_R3,9.83370731437913
GO0034_R4,16.248864228955075
GO0035_R1,16.283672638418693
GO0035_R2,16.283672638418693
GO0035_R3,16.283672638418693
GO0035_R4,16.283672638418693
GO0036_R1,15.40800834805661
GO0036_R2,15.40800834805661
GO0036_R3,15.40800834805661
GO0036_R4,15.40800834805661
GO0037_R1,15.670460444946107
GO0037_R2,16.28010000679929
GO0037_R3,16.28010000679929
GO0037_R4,16.23606218923062
GO0038_R1,7.239123111763813
GO0038_R2,7.2541832022921575
GO0038_R3,7.237380824748175
GO0038_R4,7.2541832022921575
GO0039_R1,9.835266148236244
GO0039_R2,9.835266148236244
GO0039_R3,16.26879549201884
GO0039_R4,9.835266148236244
GO0040_R1,7.0505566749736674
GO0040_R2,7.0505566749736674
GO0040_R3,16.272839765625378
GO0040_R4,16.272839765625378
GO0041_R1,16.278874850707663
GO0041_R2,16.267981409587463
GO0041_R3,16.2789235495218
GO0041_R4,16.2789235495218
GO0042_R1,15.462103757680126
GO0042_R2,15.462103757680126
GO0042_R3,15.462103757680126
GO0042_R4,15.462103757680126
GO0043_R1,16.275919991514943
