model,block,parameter_name,human_estimate,ai_estimate,gap_ai_minus_human
salcm,salcm,ASC_PT_C1,,5.508945735500753,
salcm,salcm,ASC_CAR_C1,,5.244447525167274,
salcm,salcm,B_COST_C1,,-0.6719788887053911,
salcm,salcm,B_TIME_PT_C1,,-0.5512969303179795,
salcm,salcm,B_TIME_CAR_C1,,-0.6111002849354175,
salcm,salcm,B_WAIT_C1,,-0.747220839008115,
salcm,salcm,B_DIST_C1,,-4.417015675412638,
salcm,salcm,ASC_PT_C2,,0.7199766995889679,
salcm,salcm,ASC_CAR_C2,,4.870733513396631,
salcm,salcm,B_COST_C2,,0.17829024464607707,
salcm,salcm,B_TIME_PT_C2,,0.09158930079592034,
salcm,salcm,B_TIME_CAR_C2,,1.2354440014625552,
salcm,salcm,B_WAIT_C2,,-0.3819339705185268,
salcm,salcm,B_DIST_C2,,0.07568157895909165,
salcm,salcm,ASC_PT_C3,,2.603283496952638,
salcm,salcm,ASC_CAR_C3,,2.9183056258816196,
salcm,salcm,B_COST_C3,,-0.1935914170837892,
salcm,salcm,B_TIME_PT_C3,,-0.012135533107580325,
salcm,salcm,B_TIME_CAR_C3,,-0.029854195837307675,
salcm,salcm,B_WAIT_C3,,-0.07629547676101298,
salcm,salcm,B_DIST_C3,,-1.0094598349910393,
salcm,salcm,LOG_SCALE_CLASS_2,,-1.8568407944078305,
salcm,salcm,CLASS_INTERCEPT_C2,,-1.2160300393204098,
salcm,salcm,CLASS_model_is_deepseek_C2,,0.0,
salcm,salcm,CLASS_semantic_arm_C2,,-0.018552128581577773,
salcm,salcm,CLASS_prompt_family_naturalistic_C2,,0.2629893483677931,
salcm,salcm,CLASS_age_30_less_C2,,-1.1654785931497447,
salcm,salcm,CLASS_high_education_C2,,0.4576075425759963,
salcm,salcm,CLASS_ScaledIncome_C2,,-0.005785016697397341,
salcm,salcm,CLASS_CAR_AVAILABLE_C2,,-0.05226752257856135,
salcm,salcm,CLASS_block_complexity_mean_C2,,-0.8117950132084222,
salcm,salcm,CLASS_INTERCEPT_C3,,1.1959193822021639,
salcm,salcm,CLASS_model_is_deepseek_C3,,0.0,
salcm,salcm,CLASS_semantic_arm_C3,,1.2180401956214926,
salcm,salcm,CLASS_prompt_family_naturalistic_C3,,2.0291336085279346,
salcm,salcm,CLASS_age_30_less_C3,,-0.14333678678227976,
salcm,salcm,CLASS_high_education_C3,,-0.7585620054185082,
salcm,salcm,CLASS_ScaledIncome_C3,,-0.028818257698465546,
salcm,salcm,CLASS_CAR_AVAILABLE_C3,,-5.705429690825488,
salcm,salcm,CLASS_block_complexity_mean_C3,,0.19597551997488646,
salcm,salcm,SCALE_INTERCEPT_S2,,-1.3009284471057954,
salcm,salcm,SCALE_model_is_deepseek_S2,,0.0,
salcm,salcm,SCALE_semantic_arm_S2,,1.261233364931702,
salcm,salcm,SCALE_prompt_family_naturalistic_S2,,0.20823439234140134,
salcm,salcm,SCALE_age_30_less_S2,,-1.9442852717859318,
salcm,salcm,SCALE_high_education_S2,,0.19410684968231462,
salcm,salcm,SCALE_ScaledIncome_S2,,0.10995570421861055,
salcm,salcm,SCALE_CAR_AVAILABLE_S2,,-1.798698884731323,
salcm,salcm,SCALE_block_complexity_mean_S2,,-1.2110886829393561,
