model,parameter_name,human_estimate,ai_estimate,gap_ai_minus_human
atasoy_2011_replication,ASCPMM,-0.4133853731200848,0.6019863129204903,1.015371686040575
atasoy_2011_replication,ASCSM,-0.4700378136527429,-3.055556543045492,-2.585518729392749
atasoy_2011_replication,beta_cost,-0.0591605785422949,-0.0768327862799142,-0.0176722077376193
atasoy_2011_replication,beta_distance,-0.2273282258835992,-0.043901140924655656,0.18342708495894353
atasoy_2011_replication,beta_language,1.0925423349056869,0.30215282430795126,-0.7903895105977357
atasoy_2011_replication,beta_nbikes,0.3468642747377027,-0.2160364341433448,-0.5629007088810475
atasoy_2011_replication,beta_ncars,1.001004001885042,0.3240655957630551,-0.6769384061219867
atasoy_2011_replication,beta_nchildren,0.1535265388349499,0.08658532691071986,-0.06694121192423004
atasoy_2011_replication,beta_student,3.207337653082729,1.5945067735564777,-1.6128308795262514
atasoy_2011_replication,beta_time_pmm,-0.0299292037360967,-0.01745320956503644,0.01247599417106026
atasoy_2011_replication,beta_time_pt,-0.0120682471005967,-0.021132791865083805,-0.009064544764487105
atasoy_2011_replication,beta_urban,0.286154553463541,0.08331049084389869,-0.20284406261964233
atasoy_2011_replication,beta_work,-0.5824111893155309,0.40464006792385937,0.9870512572393904
