model_key,respondent_id,block_template_id,run_repeat,indicator_name,indicator_value,is_valid_indicator,duration_sec
deepseek_r1_8b,DS0001_R1,DST0001,1,Envir01,4,1,0.5134069
deepseek_r1_8b,DS0001_R1,DST0001,1,Mobil05,4,1,0.4487466
deepseek_r1_8b,DS0001_R1,DST0001,1,LifSty07,4,1,0.4270575
deepseek_r1_8b,DS0001_R1,DST0001,1,Envir05,4,1,0.4569226
deepseek_r1_8b,DS0001_R1,DST0001,1,Mobil12,4,1,0.444811
deepseek_r1_8b,DS0001_R1,DST0001,1,LifSty01,4,1,0.5165512
deepseek_r1_8b,DS0001_R2,DST0001,2,Envir01,4,1,0.4367434
deepseek_r1_8b,DS0001_R2,DST0001,2,Mobil05,4,1,0.4650505
deepseek_r1_8b,DS0001_R2,DST0001,2,LifSty07,4,1,0.5225326
deepseek_r1_8b,DS0001_R2,DST0001,2,Envir05,4,1,0.4926476
deepseek_r1_8b,DS0001_R2,DST0001,2,Mobil12,-1,0,1.8062397
deepseek_r1_8b,DS0001_R2,DST0001,2,LifSty01,4,1,0.5111564
