model_key,respondent_id,block_template_id,run_repeat,task_index,task_role,pair_id,manipulation_type,anchor_task_index,is_utility_equivalent_intervention,choice_label,choice_code,chosen_alternative_name,confidence,top_attribute_1,top_attribute_2,dominated_option_seen,semantic_labels,option_order,target_alternative_name,dominated_alternative_name,is_valid_task_response,duration_sec
deepseek_r1_8b,DS0001_R1,DST0001,1,1,core,CORE_1,core,-1,0,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.4345584
deepseek_r1_8b,DS0001_R1,DST0001,1,2,core,CORE_2,core,-1,0,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.2653432
deepseek_r1_8b,DS0001_R1,DST0001,1,3,core,CORE_3,core,-1,0,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.3440091
deepseek_r1_8b,DS0001_R1,DST0001,1,4,core,CORE_4,core,-1,0,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.3521298
deepseek_r1_8b,DS0001_R1,DST0001,1,5,core,CORE_5,core,-1,0,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.339397
deepseek_r1_8b,DS0001_R1,DST0001,1,6,core,CORE_6,core,-1,0,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.3148692
deepseek_r1_8b,DS0001_R1,DST0001,1,7,paraphrase_twin,PARA_1,paraphrase,1,0,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.3729443
deepseek_r1_8b,DS0001_R1,DST0001,1,8,paraphrase_twin,PARA_2,paraphrase,2,0,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.314572
deepseek_r1_8b,DS0001_R1,DST0001,1,9,label_mask_twin,LABEL_1,label_mask,3,0,A,0,PT,4,travel_time,cost,False,0,PT|CAR|SLOW_MODES,,,1,1.4836528
deepseek_r1_8b,DS0001_R1,DST0001,1,10,label_mask_twin,LABEL_2,label_mask,4,0,A,0,PT,4,travel_time,cost,False,0,PT|CAR|SLOW_MODES,,,1,1.3599662
deepseek_r1_8b,DS0001_R1,DST0001,1,11,order_twin,ORDER_1,order_randomization,5,0,A,1,CAR,4,travel_time,cost,False,1,CAR|PT|SLOW_MODES,,,1,1.3084615
deepseek_r1_8b,DS0001_R1,DST0001,1,12,order_twin,ORDER_2,order_randomization,6,0,A,1,CAR,4,travel_time,cost,False,1,CAR|PT|SLOW_MODES,,,1,1.47544
deepseek_r1_8b,DS0001_R1,DST0001,1,13,monotonicity,MONO_1,monotonicity,1,0,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,CAR,,1,1.4815076
deepseek_r1_8b,DS0001_R1,DST0001,1,14,monotonicity,MONO_2,monotonicity,2,0,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,PT,,1,1.4401416
deepseek_r1_8b,DS0001_R1,DST0001,1,15,dominance,DOM_1,dominance,3,0,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,PT,1,1.4124657
deepseek_r1_8b,DS0001_R1,DST0001,1,16,dominance,DOM_2,dominance,4,0,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,PT,1,1.5940304
deepseek_r1_8b,DS0001_R2,DST0001,2,1,core,CORE_1,core,-1,0,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.4622465
deepseek_r1_8b,DS0001_R2,DST0001,2,2,core,CORE_2,core,-1,0,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.3296817
deepseek_r1_8b,DS0001_R2,DST0001,2,3,core,CORE_3,core,-1,0,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.4268907
deepseek_r1_8b,DS0001_R2,DST0001,2,4,core,CORE_4,core,-1,0,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.3880306
deepseek_r1_8b,DS0001_R2,DST0001,2,5,core,CORE_5,core,-1,0,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.3284006
deepseek_r1_8b,DS0001_R2,DST0001,2,6,core,CORE_6,core,-1,0,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.3245086
deepseek_r1_8b,DS0001_R2,DST0001,2,7,paraphrase_twin,PARA_1,paraphrase,1,0,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.4380721
