respondent_id,posterior_distortion_score
PO0001_R1,36.600558552575265
PO0001_R2,36.600558552575265
PO0001_R3,36.600558552575265
PO0001_R4,36.600558552575265
PO0002_R1,36.823507824823615
PO0002_R2,24.081951780485813
PO0002_R3,36.823507824823615
PO0002_R4,36.823507824823615
PO0003_R1,24.081944804477637
PO0003_R2,24.0819448044578
PO0003_R3,24.081944804477637
PO0003_R4,24.081944804765637
PO0004_R1,36.3706492264262
PO0004_R2,24.08200383407114
PO0004_R3,24.081967487117172
PO0004_R4,24.08200383407114
PO0005_R1,36.806319106906415
PO0005_R2,26.806273239824144
PO0005_R3,24.46878274675747
PO0005_R4,36.806319106906415
PO0006_R1,24.082006321804116
PO0006_R2,24.081944870132943
PO0006_R3,24.081944870132943
PO0006_R4,24.082006321804116
PO0007_R1,36.560304796184035
PO0007_R2,24.081944804474507
PO0007_R3,24.08194480457271
PO0007_R4,24.081944804579276
PO0008_R1,38.27936562156712
PO0008_R2,38.27936562156712
PO0008_R3,38.27936562156712
PO0008_R4,38.27936562156712
PO0009_R1,36.93369801853772
PO0009_R2,36.93369801853772
PO0009_R3,36.93369801853772
PO0009_R4,36.93369801853772
PO0010_R1,35.50755020676887
PO0010_R2,24.081981797932354
PO0010_R3,35.50755020676887
PO0010_R4,35.50755020676887
PO0011_R1,24.32592549993916
PO0011_R2,24.092972121471693
PO0011_R3,24.101526208171105
PO0011_R4,24.119214866243055
PO0012_R1,24.081944841699965
PO0012_R2,24.081974009787317
PO0012_R3,24.08194487828132
PO0012_R4,24.081944813760405
PO0013_R1,24.08247616847364
PO0013_R2,24.65919978023468
PO0013_R3,24.65919978023468
PO0013_R4,38.88182859726389
PO0014_R1,36.976454477863356
PO0014_R2,36.976454477863356
PO0014_R3,36.976454477863356
PO0014_R4,36.976454477863356
PO0015_R1,24.081944805127662
PO0015_R2,24.081944804615404
PO0015_R3,24.081944804713117
PO0015_R4,24.081944804615404
PO0016_R1,24.08602679461935
PO0016_R2,36.77670358413822
PO0016_R3,36.60862287211839
PO0016_R4,36.77670358413822
PO0017_R1,24.081944832739147
PO0017_R2,24.08194494940114
PO0017_R3,24.081945470544078
PO0017_R4,24.081945285438717
PO0018_R1,24.081953923128168
PO0018_R2,24.081944817837286
PO0018_R3,38.841418641160274
PO0018_R4,38.841418641160274
PO0019_R1,24.081950635149326
PO0019_R2,24.081950635149326
PO0019_R3,24.081950635149326
PO0019_R4,36.71718898365831
PO0020_R1,24.08194496184082
PO0020_R2,24.08194496184082
PO0020_R3,24.08194496184082
PO0020_R4,24.08194491141345
PO0021_R1,24.081944804465092
PO0021_R2,24.081944804465092
PO0021_R3,24.08194480445601
PO0021_R4,24.08194480445591
PO0022_R1,24.081944831740074
PO0022_R2,24.09369357816992
PO0022_R3,24.081944813300275
PO0022_R4,24.081970348709053
PO0023_R1,24.08197813676916
PO0023_R2,37.34463446526824
PO0023_R3,24.08197813676916
PO0023_R4,24.081944884401107
