parameter_name,estimate,block,std_error,z_value
Acar,2.8861028797204398,attitude,1.0,2.8861028797204398
Aenv,3.02128095094078,attitude,2.1295070801251663,1.4187700896318212
theta_ncars,0.11453653105485634,attitude,1.035707056479705,0.11058776739839728
theta_educ,0.24824196700855913,attitude,2.3341904409128857,0.10635034856516395
theta_nbikes,0.0958863618227398,attitude,1.9155925003171312,0.050055719996223394
theta_age,0.008844064561030774,attitude,0.26534261215287497,0.03333073602190718
theta_valais,-0.26266755912591566,attitude,1.0,-0.26266755912591566
theta_bern,-0.2232239293901062,attitude,1.0,-0.2232239293901062
theta_basel_zurich,-0.14147608108768353,attitude,1.788096525515299,-0.07912105362819412
theta_east,-0.00877586012258012,attitude,1.0,-0.00877586012258012
theta_graubunden,-0.14555631217494766,attitude,7.835238184881995,-0.01857713942325288
