parameter_name,estimate,block,std_error,z_value
alpha_Mobil11,0.44907657647964666,measurement,1.0,0.44907657647964666
alpha_Mobil16,0.5163932423192523,measurement,1.0,0.5163932423192523
alpha_Envir01,-0.528028433366376,measurement,1.0,-0.528028433366376
alpha_Envir02,0.3612526736266765,measurement,1.0,0.3612526736266765
alpha_Envir06,-0.27898439415798015,measurement,1.0,-0.27898439415798015
loading_Mobil11,1.1345298752970845,measurement,1.1481732870766073,0.9881172886243847
loading_Mobil16,1.0421563304393042,measurement,1.046625279122883,0.9957301349654731
loading_Envir01,0.9341678948553643,measurement,1.0974132399632943,0.8512453293224437
loading_Envir02,0.849617791423116,measurement,1.7028296293462544,0.4989446840605533
loading_Envir06,1.2971990751503124,measurement,1.1490522681984472,1.1289295631295682
sigma_Mobil10,1.1042948393796617,measurement,1.8387239514667892,0.6005767415488019
sigma_Mobil11,1.1060874931752822,measurement,2.4926964196275287,0.4437313282379406
sigma_Mobil16,1.0644448102641098,measurement,1.8939830091721912,0.5620139172892316
sigma_Envir01,1.267959891987425,measurement,1.5152070034636635,0.836822882344757
sigma_Envir02,1.1005957814238094,measurement,1.3139180516927493,0.8376441590142458
sigma_Envir05,1.0761843831378117,measurement,1.2055325811857578,0.8927045190925329
sigma_Envir06,0.8639094683203851,measurement,0.8684187533975682,0.9948074761633817
