parameter_name,estimate,std_error,z_value,p_value,robust_std_error,robust_z_value,robust_p_value,significant_5pct
ASC_BS,2.562484752279135,24.503892139248027,0.10457460136199295,0.9167133693550358,37.475937356041925,0.06837680210461787,0.9454856878413789,0
ASC_CS,-3.161134713165646,49.835315893050456,-0.06343161785007301,0.949422810534303,70.07439325524298,-0.045111124996135864,0.9640187339864312,0
ASC_ES,1.7144854920310424,24.463218395773374,0.07008421640577195,0.9441266292928545,37.3905108062517,0.045853492104322366,0.9634270230810946,0
ASC_PT,-17.61862595170243,25.100907292613645,-0.7019119168209111,0.48273409671611467,37.973740933162006,-0.463968666735078,0.6426701946798081,0
ASC_RP,-2.9196492311109434,299.36097938098413,-0.009752938533098625,0.9922184042861613,3.5404164762916697,-0.8246626493414879,0.40956314248295866,0
ASC_WALK,0.6336034554943657,0.8704580365785828,0.7278966117479985,0.46667687744941544,1.3387051589746923,0.4732957449567457,0.6360021974278505,0
B_ACCESS_OWNED,-0.17434395668251004,0.04328141584003692,-4.028148185513733,5.621790732401877e-05,0.04773890717089439,-3.652030744197777,0.0002601747274189048,1
B_ACCESS_SHARED,-0.1609473805579375,9.57678453954928,-0.016805993691648022,0.9865913882986852,14.605781908129819,-0.011019429262349285,0.9912079454564102,0
B_AGE_BS,-0.060653146326117596,0.00779160290901543,-7.784424724203753,7.105427357601002e-15,0.013201518536051001,-4.594406784377466,4.339820679266637e-06,1
B_AGE_CS,0.011217097808392053,0.02607376207291376,0.43020634218507064,0.6670455489326252,0.026119498273700366,0.4294530350794108,0.6675935651251752,0
B_AGE_ES,-0.08777427332083503,0.008913162612974758,-9.847713671583117,0.0,0.015224105693622376,-5.76547976526497,8.142587271109392e-09,1
B_AGE_PT,0.08404228541767829,0.028782078194804973,2.9199519523523327,0.0035008535648135553,0.025084212898770913,3.3504055222636158,0.0008069333113782662,1
B_AGE_RP,-0.7222116785498732,405.19698191798767,-0.00178237181118997,0.9985778738032214,4.1787576056643765,-0.17282928245727944,0.8627856193130266,0
B_AGE_WALK,0.05355301067200998,0.01016867539373486,5.266468699060366,1.3907294604820208e-07,0.018799998820192235,2.848564576211095,0.004391693982388256,1
B_AVAILABILITY,0.036237575296604964,0.0029091366305829046,12.456470732811209,0.0,0.0037492842988762496,9.665198050589611,0.0,1
B_BIKEACC_BS,0.1569079432111038,0.10348758349395278,1.516200667882757,0.12946861924555209,0.1962683330935556,0.7994562379877664,0.42402591220864605,0
B_BIKEACC_CS,0.39887901591828034,0.292227340273577,1.3649613193100218,0.17226520772347742,0.3775478480162829,1.0564992437755267,0.29074018615732333,0
B_BIKEACC_ES,-0.1272097650633039,0.11635473402645652,-1.0932925602698655,0.2742653683430878,0.2117331809060485,-0.6008022196565882,0.5479717255531236,0
B_BIKEACC_PT,-0.049463639682781314,0.27428015630695285,-0.18033984065338465,0.856885780051913,0.20355559975119034,-0.24299817712330984,0.808006809582742,0
B_BIKEACC_RP,0.5832338533820073,1249.9373890841568,0.000466610454631931,0.9996276987358499,4.989066061562877,0.11690241143034759,0.9069373872130209,0
B_BIKEACC_WALK,0.17648580009467368,0.13238752041578658,1.3330999745322565,0.18249899774957345,0.2594720848396,0.6801725904494634,0.49639518549569495,0
B_CARACC_BS,-0.758794409145725,0.10652885995223157,-7.122899930459922,1.056710274838224e-12,0.14806783801721835,-5.124640295331976,2.981063091933578e-07,1
