ID,DestAct,NbTransf,TimePT,WalkingTimePT,WaitingTimePT,CostPT,CostCar,TimeCar,NbHousehold,NbChild,NbCar,NbMoto,NbBicy,NbBicyChild,NbComp,NbTV,Internet,NewsPaperSubs,NbCellPhones,NbSmartPhone,HouseType,OwnHouse,NbRoomsHouse,YearsInHouse,Income,Gender,BirthYear,Mothertongue,FamilSitu,OccupStat,SocioProfCat,CalculatedIncome,Education,HalfFareST,LineRelST,GenAbST,AreaRelST,OtherST,CarAvail,MarginalCostPT,CostCarCHF,Envir01,Envir02,Envir03,Envir04,Envir05,Envir06,Mobil01,Mobil02,Mobil03,Mobil04,Mobil05,Mobil06,Mobil07,Mobil08,Mobil09,Mobil10,Mobil11,Mobil12,Mobil13,Mobil14,Mobil15,Mobil16,Mobil17,Mobil18,Mobil19,Mobil20,Mobil21,Mobil22,Mobil23,Mobil24,Mobil25,Mobil26,Mobil27,ResidCh01,ResidCh02,ResidCh03,ResidCh04,ResidCh05,ResidCh06,ResidCh07,LifSty01,LifSty02,LifSty03,LifSty04,LifSty05,LifSty06,LifSty07,LifSty08,LifSty09,LifSty10,LifSty11,LifSty12,LifSty13,LifSty14,TripPurpose,TypeCommune,UrbRur,LangCode,ClassifCodeLine,frequency,ResidChild,NbTrajects,FreqCarPar,FreqTrainPar,FreqOtherPar,FreqTripHouseh,Region,distance_km,Choice,InVehicleTime,ModeToSchool,ReportedDuration,CoderegionCAR,age,Weight,NbCar_0,NbChild_0,NbBicy_0,French,Urban,Student,WorkTrip,EducHigh,AgeTerm,Valais,Bern,BaselZurich,East,Graubunden
19130798,,,227.0,,12.0,19.8,6.91,69.0,2,0,1,,0,,,,,,,,,,,,,,,,,1,,5000,3,,,,,,1,19.8,6.91,2,4,,,3,4,,,,,,,,,,6,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,2,33.0,1,215.0,,,,40,0.000409116,1,0,0,1,0,0,1,0,0,1,0,0,0,0
19130798,,,161.0,,18.0,22.8,8.05,56.0,2,0,1,,0,,,,,,,,,,,,,,,,,1,,5000,3,,,,,,1,22.8,8.05,2,4,,,3,4,,,,,,,,,,6,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,2,54.5,1,143.0,,,,40,0.000409116,1,0,0,1,0,0,1,0,0,1,0,0,0,0
19130798,,,21.0,,0.0,0.0,0.16,0.0,2,0,1,,0,,,,,,,,,,,,,,,,,1,,5000,3,,,,,,1,0.0,0.16,2,4,,,3,4,,,,,,,,,,6,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,2,0.7,0,21.0,,,,40,0.000409116,1,0,0,1,0,0,1,0,0,1,0,0,0,0
19130798,,,141.0,,20.0,12.7,6.09,60.0,2,0,1,,0,,,,,,,,,,,,,,,,,1,,5000,3,,,,,,1,12.7,6.09,2,4,,,3,4,,,,,,,,,,6,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,2,40.0,1,121.0,,,,40,0.000409116,1,0,0,1,0,0,1,0,0,1,0,0,0,0
19130798,,,15.0,,0.0,2.2,0.32,3.0,2,0,1,,0,,,,,,,,,,,,,,,,,1,,5000,3,,,,,,1,2.2,0.32,2,4,,,3,4,,,,,,,,,,6,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,2,1.2,1,15.0,,,,40,0.000409116,1,0,0,1,0,0,1,0,0,1,0,0,0,0
19130798,,,24.0,,0.0,0.0,0.49,2.0,2,0,1,,0,,,,,,,,,,,,,,,,,1,,5000,3,,,,,,1,0.0,0.49,2,4,,,3,4,,,,,,,,,,6,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,2,2.0,0,24.0,,,,40,0.000409116,1,0,0,1,0,0,1,0,0,1,0,0,0,0
19130798,,,227.0,,12.0,19.8,6.91,69.0,2,0,1,,0,,,,,,,,,,,,,,,,,1,,5000,3,,,,,,1,19.8,6.91,2,4,,,3,4,,,,,,,,,,6,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,2,33.0,1,215.0,,,,40,0.000409116,1,0,0,1,0,0,1,0,0,1,0,0,0,0
19130798,,,161.0,,18.0,22.8,8.05,56.0,2,0,1,,0,,,,,,,,,,,,,,,,,1,,5000,3,,,,,,1,22.8,8.05,2,4,,,3,4,,,,,,,,,,6,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,2,54.5,1,143.0,,,,40,0.000409116,1,0,0,1,0,0,1,0,0,1,0,0,0,0
19130798,,,21.0,,0.0,0.0,0.16,0.0,2,0,1,,0,,,,,,,,,,,,,,,,,1,,5000,3,,,,,,1,0.0,0.16,2,4,,,3,4,,,,,,,,,,6,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,2,0.7,1,21.0,,,,40,0.000409116,1,0,0,1,0,0,1,0,0,1,0,0,0,0
19130798,,,141.0,,20.0,12.7,6.09,60.0,2,0,1,,0,,,,,,,,,,,,,,,,,1,,5000,3,,,,,,1,12.7,6.09,2,4,,,3,4,,,,,,,,,,6,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,2,40.0,1,121.0,,,,40,0.000409116,1,0,0,1,0,0,1,0,0,1,0,0,0,0
