model_key,respondent_id,task_index,task_role,pair_id,manipulation_type,anchor_task_index,choice_label,choice_code,chosen_alternative_name,confidence,top_attribute_1,top_attribute_2,dominated_option_seen,semantic_labels,option_order,target_alternative_name,dominated_alternative_name,is_valid_task_response,duration_sec
qwen3.5_9b,QW0001,1,core,CORE_1,core,-1,B,1,CAR,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.0518815
qwen3.5_9b,QW0001,2,core,CORE_2,core,-1,B,1,CAR,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.0967126
qwen3.5_9b,QW0001,3,core,CORE_3,core,-1,B,1,CAR,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.0788174
qwen3.5_9b,QW0001,4,core,CORE_4,core,-1,B,1,CAR,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.2658871
qwen3.5_9b,QW0001,5,core,CORE_5,core,-1,C,2,SLOW_MODES,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.6909444
qwen3.5_9b,QW0001,6,core,CORE_6,core,-1,B,1,CAR,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.0688751
qwen3.5_9b,QW0001,7,core,CORE_7,core,-1,B,1,CAR,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.253136
qwen3.5_9b,QW0001,8,core,CORE_8,core,-1,B,1,CAR,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.3661055
qwen3.5_9b,QW0001,9,label_mask_twin,LABEL_1,label_mask,1,B,1,CAR,4,travel_time,cost,False,0,PT|CAR|SLOW_MODES,,,1,1.2643201
qwen3.5_9b,QW0001,10,label_mask_twin,LABEL_2,label_mask,2,B,1,CAR,4,travel_time,cost,False,0,PT|CAR|SLOW_MODES,,,1,1.334222
qwen3.5_9b,QW0001,11,order_twin,ORDER_1,order_randomization,3,A,1,CAR,4,travel_time,cost,False,1,CAR|PT|SLOW_MODES,,,1,0.9385832
qwen3.5_9b,QW0001,12,order_twin,ORDER_2,order_randomization,4,C,1,CAR,4,travel_time,cost,False,1,SLOW_MODES|PT|CAR,,,1,1.2276592
qwen3.5_9b,QW0001,13,monotonicity,MONO_1,monotonicity,5,C,2,SLOW_MODES,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,PT,,1,1.0967737
qwen3.5_9b,QW0001,14,monotonicity,MONO_2,monotonicity,6,B,1,CAR,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,CAR,,1,1.3533399
qwen3.5_9b,QW0001,15,dominance,DOM_1,dominance,7,A,0,PT,4,travel_time,cost,True,1,PT|CAR|SLOW_MODES,,CAR,1,1.7850566
qwen3.5_9b,QW0001,16,dominance,DOM_2,dominance,8,B,1,CAR,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,PT,1,1.2158152
qwen3.5_9b,QW0002,1,core,CORE_1,core,-1,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.817632
qwen3.5_9b,QW0002,2,core,CORE_2,core,-1,B,1,CAR,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.910402
qwen3.5_9b,QW0002,3,core,CORE_3,core,-1,B,1,CAR,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.3231035
qwen3.5_9b,QW0002,4,core,CORE_4,core,-1,B,1,CAR,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.0130887
qwen3.5_9b,QW0002,5,core,CORE_5,core,-1,B,1,CAR,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,1.226711
