respondent_id,posterior_distortion_score
PO0001_R1,20.471514851610955
PO0001_R2,20.471514851610955
PO0001_R3,20.471514851610955
PO0001_R4,20.471514851610955
PO0002_R1,18.782354143761587
PO0002_R2,26.64489632974578
PO0002_R3,18.782354143761587
PO0002_R4,18.782354143761587
PO0003_R1,20.55225837161355
PO0003_R2,20.604470689597484
PO0003_R3,20.55225837161355
PO0003_R4,20.95569600723206
PO0004_R1,18.8147734711278
PO0004_R2,20.549043322088806
PO0004_R3,20.553879895034193
PO0004_R4,20.549043322088806
PO0005_R1,18.612457175625558
PO0005_R2,20.329442754237608
PO0005_R3,19.530039108636494
PO0005_R4,18.612457175625558
PO0006_R1,23.23391646498199
PO0006_R2,20.554016539250586
PO0006_R3,20.554016539250586
PO0006_R4,23.23391646498199
PO0007_R1,18.521597549176292
PO0007_R2,27.90677975991505
PO0007_R3,27.367686289419062
PO0007_R4,24.049090299387355
PO0008_R1,18.67834619144129
PO0008_R2,18.67834619144129
PO0008_R3,18.67834619144129
PO0008_R4,18.67834619144129
PO0009_R1,22.77602098069886
PO0009_R2,22.77602098069886
PO0009_R3,22.77602098069886
PO0009_R4,22.77602098069886
PO0010_R1,18.517426556348145
PO0010_R2,20.554352699271607
PO0010_R3,18.517426556348145
PO0010_R4,18.517426556348145
PO0011_R1,20.830349433734295
PO0011_R2,27.87708955922846
PO0011_R3,27.78530140281722
PO0011_R4,20.763429755821015
PO0012_R1,20.55410012913088
PO0012_R2,20.570679288117134
PO0012_R3,20.554473922655276
PO0012_R4,20.554122458019695
PO0013_R1,20.553070605858977
PO0013_R2,20.295277039733506
PO0013_R3,20.295277039733506
PO0013_R4,18.42645812422939
PO0014_R1,18.828553287661016
PO0014_R2,18.828553287661016
PO0014_R3,18.828553287661016
PO0014_R4,18.828553287661016
PO0015_R1,27.89868161926984
PO0015_R2,27.90528495834728
PO0015_R3,27.120416544776205
PO0015_R4,27.90528495834728
PO0016_R1,20.499136830789126
PO0016_R2,18.6432502418193
PO0016_R3,18.529802457134785
PO0016_R4,18.6432502418193
PO0017_R1,20.555603271961118
PO0017_R2,20.556331090835346
PO0017_R3,18.720588579627425
PO0017_R4,20.563015344787335
PO0018_R1,19.92977401668669
PO0018_R2,20.478846893225782
PO0018_R3,18.379170337067503
PO0018_R4,18.379170337067503
PO0019_R1,24.115453259844053
PO0019_R2,24.115453259844053
PO0019_R3,24.115453259844053
PO0019_R4,18.582756462136047
PO0020_R1,26.509822584806976
PO0020_R2,26.509822584806976
PO0020_R3,26.509822584806976
PO0020_R4,20.553444271355115
PO0021_R1,20.81774543517576
PO0021_R2,20.81774543517576
PO0021_R3,20.554047031736253
PO0021_R4,20.554046737486367
PO0022_R1,20.546790353080123
PO0022_R2,18.481475703325714
PO0022_R3,20.552087784356555
PO0022_R4,20.348425063992362
PO0023_R1,20.554038538716114
PO0023_R2,20.84211382319727
PO0023_R3,20.554038538716114
PO0023_R4,20.554047616474843
PO0024_R1,20.594119525205485
PO0024_R2,18.56268788624867
PO0024_R3,18.56268788624867
PO0024_R4,18.56268788624867
PO0025_R1,18.42123645033313
PO0025_R2,18.421805125482166
PO0025_R3,18.377172506098095
PO0025_R4,20.854765653784526
PO0026_R1,20.536496398394767
PO0026_R2,20.558585168966065
PO0026_R3,20.596027540641277
PO0026_R4,20.854998502612293
PO0027_R1,20.38677630650598
PO0027_R2,20.55406377357662
PO0027_R3,20.47457536811812
PO0027_R4,20.47457536811812
PO0028_R1,19.316244564939982
PO0028_R2,19.316244564939982
PO0028_R3,19.316244564939982
PO0028_R4,19.316244564939982
PO0029_R1,18.92239636061043
PO0029_R2,20.554058759978652
PO0029_R3,18.92239636061043
PO0029_R4,18.92239636061043
PO0030_R1,20.558481793039455
PO0030_R2,20.554058083779438
PO0030_R3,20.554180032822078
PO0030_R4,20.55793521534824
PO0031_R1,26.05695826268904
PO0031_R2,26.05695826268904
PO0031_R3,20.553735659751926
PO0031_R4,26.05695826268904
PO0032_R1,20.39349486613938
PO0032_R2,20.39349486613938
PO0032_R3,20.39349486613938
PO0032_R4,20.39349486613938
PO0033_R1,18.76247588549941
PO0033_R2,18.76247588549941
PO0033_R3,18.76247588549941
PO0033_R4,18.76247588549941
PO0034_R1,19.32083362563174
PO0034_R2,18.73366464112992
PO0034_R3,19.32083362563174
PO0034_R4,19.32083362563174
PO0035_R1,18.885060760906057
PO0035_R2,18.885060760906057
PO0035_R3,18.885060760906057
PO0035_R4,18.885060760906057
PO0036_R1,20.44070528267046
PO0036_R2,20.554045245920346
PO0036_R3,20.44070528267046
PO0036_R4,20.44070528267046
PO0037_R1,20.664023858375863
PO0037_R2,26.870405888532282
PO0037_R3,26.870405888532282
PO0037_R4,20.5053457600843
PO0038_R1,20.504410152735186
PO0038_R2,20.513742747187017
PO0038_R3,20.504410152735186
PO0038_R4,20.57103574153551
PO0039_R1,18.59628483790439
PO0039_R2,18.59628483790439
PO0039_R3,23.031742730411
PO0039_R4,19.52653042869397
PO0040_R1,18.87013059585717
PO0040_R2,18.87013059585717
PO0040_R3,18.87013059585717
PO0040_R4,20.504269416375895
PO0041_R1,25.648284343457846
PO0041_R2,18.39232696820437
PO0041_R3,18.432532876323545
PO0041_R4,18.39232696820437
PO0042_R1,26.963572426163473
PO0042_R2,26.963572426163473
PO0042_R3,26.963572426163473
