parameter_name,estimate,std_error,z_value,p_value,robust_std_error,robust_z_value,robust_p_value
ASC_CAR,0.25622826451014147,1.7976931348623157e+308,1.425317032930463e-309,1.0,1218.538328344394,0.000210275096441385,0.9998322247482645
ASC_PT,0.05840205793631496,1.7976931348623157e+308,3.24872230992796e-310,1.0,825.015040936456,7.078908266935849e-05,0.9999435184839118
B_COST,-1.6548466984452823,0.20944145365877967,-7.901237646780972,2.6645352591003757e-15,0.33992623610577644,-4.868252352049508,1.1258950012305036e-06
B_DIST_OTHER,-1.2560169529131124,0.21979068641964936,-5.714604987924657,1.099591440123504e-08,0.38669261479828004,-3.248101734677088,0.0011617772345640098
B_DIST_WORK,-1.0897059699593419,0.17991697928316078,-6.0567155712653316,1.3892891281841457e-09,0.282415786670579,-3.858516490193299,0.00011407737191637679
B_LV_CAR_TO_CAR,1.6015948367139639,0.47110698648760113,3.399641445895041,0.0006747427046482901,0.8372554887337753,1.9129105252401968,0.05575950790989759
B_LV_CAR_TO_PT,1.085630863472195,0.3687981298911133,2.9436994807775316,0.0032431474524006187,0.7123678707384309,1.5239750528709903,0.12751494319856693
B_LV_ENV_TO_CAR,1.219558736439333,1.4658943774702797,0.8319553954111942,0.40543412203775864,2.3396039415945515,0.5212671746518539,0.6021806644936478
B_LV_ENV_TO_PT,0.610565579567807,0.9493408044513791,0.6431468832951416,0.5201287955499534,1.5006133516122493,0.40687734712730583,0.6840980744222931
B_TIME_CAR,-5.222280020311146,1.3880230745770539,-3.762387035174061,0.00016829933242723527,2.0187707236774277,-2.586861380076956,0.009685454784283065
B_TIME_PT,-0.788887788476035,0.8607775477842311,-0.9164827666645686,0.3594137421840009,1.243386878083555,-0.6344668762243622,0.5257761772261478
B_WAIT_OTHER,-4.241214965091764,1.1263599435325173,-3.765417075992922,0.00016627130073620933,1.3259106137843955,-3.198718617227558,0.0013803982769011736
B_WAIT_WORK,-2.611156871091776,0.7955564546196852,-3.2821767153407566,0.0010300902754452057,1.0013988608340691,-2.607509328417782,0.009120358539462359
DELTA_1,0.7778893673129529,0.01654181039203628,47.025648878641,0.0,0.027444665625379793,28.34391855711261,0.0
DELTA_2,0.8188978093803548,0.020916572384303334,39.1506693512982,0.0,0.033336424395641294,24.564656354909644,0.0
INTERCEPT_ENVIR01,-0.5446433996427663,1.7976931348623157e+308,-3.029679476884026e-309,1.0,762.6470618537548,-0.0007141486893280749,0.9994301918351021
INTERCEPT_ENVIR05,-0.08295649897285816,1.7976931348623157e+308,-4.61460843144464e-310,1.0,139.73129583677073,-0.0005936858917401373,0.9995263072208407
INTERCEPT_LIFSTY01,-0.8203598888439164,1.7976931348623157e+308,-4.56340335808618e-309,1.0,20.041975285914262,-0.04093208763811195,0.9673500366395009
INTERCEPT_LIFSTY07,-0.8873144858126361,1.7976931348623157e+308,-4.93585066664114e-309,1.0,42.60274480246703,-0.020827636574281327,0.9833831517197216
INTERCEPT_MOBIL05,-0.09758117281240594,1.7976931348623157e+308,-5.42813291768396e-310,1.0,223.4341051703364,-0.00043673356284625536,0.9996515370440979
INTERCEPT_MOBIL12,-1.0707120666388223,1.7976931348623157e+308,-5.956033573665663e-309,1.0,703.6460687990191,-0.0015216628275438395,0.9987858891916923
LOADING_LIFSTY01_ENV,-0.14343650144569958,0.1971174070369211,-0.7276703950292588,0.46681537708641985,0.259911751182185,-0.5518661653168495,0.581040051118503
LOADING_LIFSTY07_CAR,-0.05591345444178039,0.061967081771007126,-0.9023089815396297,0.3668927557849533,0.12381434222699841,-0.451591095474787,0.6515635860416795
LOADING_MOBIL05_CAR,-0.2929977109757327,0.0683900183681065,-4.284217462827461,1.833834820264002e-05,0.14839083848288984,-1.9745000026367308,0.048324917140958545
LOADING_MOBIL12_ENV,-5.03557105109926,1.0079451757118543,-4.995877923164742,5.85687033094473e-07,1.6657630196272173,-3.0229816557136533,0.0025029741543356465
LV_CAR_AGE_30_LESS,0.05809676501814717,0.12270900216147337,0.47345153163007025,0.6358910725117799,0.25983589583805644,0.22359021962983963,0.8230761746218247
LV_CAR_EMPLOYEES,0.3435856562948433,0.11047463141206573,3.1100864687503074,0.0018703258294689995,0.18190241581922245,1.888846031799293,0.0589124626946842
LV_CAR_HIGH_EDU,-0.5184607736274511,0.15874043151138373,-3.266091497239447,0.0010904301018332951,0.15894889818226274,-3.261807911577626,0.001107041314025503
LV_CAR_INTERCEPT,-0.15642499394102066,1.7976931348623157e+308,-8.7014291208828e-310,1.0,762.679790019308,-0.0002050991726646652,0.9998363545378448
LV_CAR_PARENTS,0.5467352251291145,0.1070194588690017,5.108745931880963,3.2430408691830337e-07,0.18043561671972272,3.030084830637282,0.0024448505878391646
