parameter_name,estimate
ASC_ES_REL_CAR,10.565177809507768
ASC_BS_REL_CAR,-1.086839847156079
ASC_WALK_REL_CAR,3.840398694281706
AGE_ES_REL_CAR,-4.419661188727137
AGE_BS_REL_CAR,-49.5473364997041
AGE_WALK_REL_CAR,15.346869867896698
BIKEACC_ES_REL_CAR,10.24646396670642
BIKEACC_BS_REL_CAR,-9.524213168811846
BIKEACC_WALK_REL_CAR,-11.367461690947836
CARACC_ES_REL_CAR,-151.76965750645596
CARACC_BS_REL_CAR,-4.579507844915662
CARACC_WALK_REL_CAR,-11.734783919024883
PTPASS_ES_REL_CAR,133.6859439686119
PTPASS_BS_REL_CAR,-1.233509513452236
PTPASS_WALK_REL_CAR,-6.2126629433373
MAAS_ES_REL_CAR,11.293644364063406
MAAS_BS_REL_CAR,-0.30838990839603936
MAAS_WALK_REL_CAR,-1.994456673371448
SIGMA_ES,81.35967573201211
SIGMA_BS,-10.066662334815216
SIGMA_WALK,0.05714368442436735
B_TIME_ES,-87.92383122102522
B_TIME_BS,-21.65526914811183
B_TIME_WALK,-60.14662993798533
B_TIME_CAR,52.079186604605134
B_ACCESS_SHARED,42.805568071878355
B_ACCESS_CAR,5.410335076802355
B_EGRESS_SHARED,-9.459630886762245
B_EGRESS_CAR,-85.2430486873513
B_PARKING,56.91280200266561
B_COST_LOGMEAN,-50.77750069820785
SIGMA_COST,-44.84214100570316
B_AVAILABILITY,17.101951350465303
B_SCHEME_SD,-9.629523471869728
B_RANGE,-41.22887850361667
B_PEDELEC,-1.4593952874587792
