model,block,parameter_name,human_estimate,ai_estimate,gap_ai_minus_human
hcm,attitude,Acar,3.02,2.929284662644264,-0.09071533735573611
hcm,attitude,Aenv,3.23,3.368124346807196,0.1381243468071962
hcm,attitude,theta_age,0.00445,0.006233994756457409,0.0017839947564574094
hcm,attitude,theta_basel_zurich,-0.256,-0.532624787919754,-0.276624787919754
hcm,attitude,theta_bern,-0.361,-0.6159884153306986,-0.2549884153306986
hcm,attitude,theta_east,-0.228,-0.052508234424113086,0.17549176557588692
hcm,attitude,theta_educ,0.235,0.1776631351643405,-0.05733686483565947
hcm,attitude,theta_graubunden,-0.303,-0.2976430895689781,0.005356910431021877
hcm,attitude,theta_nbikes,0.0845,0.06874578063102768,-0.015754219368972325
hcm,attitude,theta_ncars,0.104,0.2071802803157617,0.1031802803157617
hcm,attitude,theta_valais,-0.223,-0.06726397075547898,0.155736029244521
hcm,measurement,alpha_Envir01,-0.3991248013532694,-0.4089348145048633,-0.00981001315159391
hcm,measurement,alpha_Envir02,-0.3234030493330913,0.2922733093178087,0.6156763586509
hcm,measurement,alpha_Envir06,0.3716589950450299,0.3883227525471552,0.016663757502125287
hcm,measurement,alpha_Mobil11,0.3937170371768891,0.46650827260794747,0.07279123543105837
hcm,measurement,alpha_Mobil16,0.3733648936419174,-0.29500463361421264,-0.6683695272561301
hcm,measurement,loading_Envir01,0.8381240098044899,0.8004274057947209,-0.03769660400976893
hcm,measurement,loading_Envir02,1.0113886363029705,0.8555804290750005,-0.15580820722796995
hcm,measurement,loading_Envir06,1.0918488023138213,1.075303772520359,-0.016545029793462396
hcm,measurement,loading_Mobil11,1.1552587961482288,1.135339799332235,-0.01991899681599385
hcm,measurement,loading_Mobil16,1.0604960635271472,1.2451048852100663,0.18460882168291914
hcm,measurement,sigma_Envir01,1.3086356484768995,1.165468617593404,-0.14316703088349558
hcm,measurement,sigma_Envir02,1.130446685997802,1.021835988516594,-0.108610697481208
hcm,measurement,sigma_Envir05,1.0385452138341096,0.9019396039050562,-0.13660560992905335
hcm,measurement,sigma_Envir06,0.783728299511142,0.7229646378799311,-0.06076366163121083
hcm,measurement,sigma_Mobil10,1.2062988344888783,1.0076989950918236,-0.19859983939705472
hcm,measurement,sigma_Mobil11,1.097695287855269,1.14024245465777,0.042547166802501035
hcm,measurement,sigma_Mobil16,1.1172321136563832,1.0541591199320608,-0.0630729937243224
hcm,utility,ASCPMM,-0.599,-0.3446111111357128,0.2543888888642872
hcm,utility,ASCSM,-0.772,-1.0317954476255493,-0.2597954476255493
hcm,utility,beta_Acar,-0.574,-0.534652243002083,0.03934775699791693
hcm,utility,beta_Aenv,0.393,0.4214452230525755,0.028445223052575463
hcm,utility,beta_cost,-0.0559,-0.14883201865162574,-0.09293201865162573
hcm,utility,beta_distance,-0.224,-0.06592965775536296,0.15807034224463706
hcm,utility,beta_language,1.06,0.9763272149464328,-0.08367278505356723
hcm,utility,beta_nbikes,0.385,-0.2087201591059093,-0.5937201591059094
hcm,utility,beta_ncars,0.97,1.1421271725489053,0.1721271725489053
hcm,utility,beta_nchildren,0.215,0.2693741545766154,0.0543741545766154
hcm,utility,beta_student,3.26,3.164118349976969,-0.09588165002303084
hcm,utility,beta_time_pmm,-0.0294,-0.00404213992012816,0.02535786007987184
hcm,utility,beta_time_pt,-0.0119,-0.025583863762134743,-0.013683863762134742
hcm,utility,beta_urban,0.283,0.2330880983519232,-0.04991190164807677
hcm,utility,beta_work,-0.583,-0.3219428966777784,0.26105710332222154
