parameter_name,estimate
ASC_PT_C1,0.7333636579085565
ASC_CAR_C1,2.038053197622277
B_COST_C1,7.502927414027296
B_TIME_PT_C1,-0.05664846457446383
B_TIME_CAR_C1,-0.528962187206753
B_WAIT_C1,-1.0106310370471725
B_DIST_C1,-1.290222132804119
ASC_PT_C2,1.0930457138725191
ASC_CAR_C2,2.1041721302516607
B_COST_C2,5.544768025033242
B_TIME_PT_C2,-0.049232582505428966
B_TIME_CAR_C2,-0.6155861892705843
B_WAIT_C2,-1.042053966270318
B_DIST_C2,-1.5721873632615675
ASC_PT_C3,1.311955526645982
ASC_CAR_C3,1.2308601758814446
B_COST_C3,-1.4817236559780285
B_TIME_PT_C3,-1.2044277621311719
B_TIME_CAR_C3,-0.6700944931473084
B_WAIT_C3,0.13563685667235204
B_DIST_C3,-3.8415039841261582
LOG_SCALE_CLASS_2,1.6622205001712012
CLASS_INTERCEPT_C2,0.16982362583738828
CLASS_model_is_deepseek_C2,0.5653054940130673
CLASS_semantic_arm_C2,0.46982362554143836
CLASS_prompt_family_naturalistic_C2,0.5653054940130673
CLASS_age_30_less_C2,0.5653054940130673
CLASS_high_education_C2,-0.09548186845772443
CLASS_ScaledIncome_C2,-0.30231868840446546
CLASS_CAR_AVAILABLE_C2,0.46982362554143836
CLASS_block_complexity_mean_C2,0.18494146904029546
CLASS_INTERCEPT_C3,-2.131449770174183
CLASS_model_is_deepseek_C3,-1.8546214249527861
CLASS_semantic_arm_C3,-1.5314497787722647
CLASS_prompt_family_naturalistic_C3,-1.8546214249527861
CLASS_age_30_less_C3,-1.8546214249527861
CLASS_high_education_C3,0.32317164655851427
CLASS_ScaledIncome_C3,1.1379228751332613
CLASS_CAR_AVAILABLE_C3,-1.5314497787722647
CLASS_block_complexity_mean_C3,-0.6020696921627573
SCALE_INTERCEPT_S2,-0.21887897110682325
SCALE_model_is_deepseek_S2,0.0030469253713128292
SCALE_semantic_arm_S2,-0.018878971096943937
SCALE_prompt_family_naturalistic_S2,0.0030469253713128292
SCALE_age_30_less_S2,0.0030469253713128292
SCALE_high_education_S2,-0.021925896468201242
SCALE_ScaledIncome_S2,-0.3227853002751949
SCALE_CAR_AVAILABLE_S2,-0.018878971096943937
SCALE_block_complexity_mean_S2,-0.009636806807110081
