run_label,run_id,synthetic_respondent_id,persona_id,task_position,task_id,template_id,survey_stratum,alternative_id,alternative_name,display_label,is_available,travel_time,travel_cost,headway,seat_configuration
ai_run_01,1,1,SMAI01_0001,1,SMAI01_0001_T01,S1_TPL020,1,1,TRAIN,A,1,257,126,120,0
ai_run_01,1,1,SMAI01_0001,1,SMAI01_0001_T01,S1_TPL020,1,2,SWISSMETRO,B,1,85,145,30,0
ai_run_01,1,1,SMAI01_0001,1,SMAI01_0001_T01,S1_TPL020,1,3,CAR,C,1,200,125,0,0
ai_run_01,1,1,SMAI01_0001,2,SMAI01_0001_T02,S1_TPL020,1,1,TRAIN,A,1,193,94,120,0
ai_run_01,1,1,SMAI01_0001,2,SMAI01_0001_T02,S1_TPL020,1,2,SWISSMETRO,B,1,85,119,30,0
ai_run_01,1,1,SMAI01_0001,2,SMAI01_0001_T02,S1_TPL020,1,3,CAR,C,1,260,100,0,0
ai_run_01,1,1,SMAI01_0001,3,SMAI01_0001_T03,S1_TPL020,1,1,TRAIN,A,1,257,94,120,0
ai_run_01,1,1,SMAI01_0001,3,SMAI01_0001_T03,S1_TPL020,1,2,SWISSMETRO,B,1,85,119,20,0
ai_run_01,1,1,SMAI01_0001,3,SMAI01_0001_T03,S1_TPL020,1,3,CAR,C,1,160,100,0,0
ai_run_01,1,1,SMAI01_0001,4,SMAI01_0001_T04,S1_TPL020,1,1,TRAIN,A,1,214,94,60,0
ai_run_01,1,1,SMAI01_0001,4,SMAI01_0001_T04,S1_TPL020,1,2,SWISSMETRO,B,1,85,119,10,0
ai_run_01,1,1,SMAI01_0001,4,SMAI01_0001_T04,S1_TPL020,1,3,CAR,C,1,260,162,0,0
ai_run_01,1,1,SMAI01_0001,5,SMAI01_0001_T05,S1_TPL020,1,1,TRAIN,A,1,214,105,120,0
ai_run_01,1,1,SMAI01_0001,5,SMAI01_0001_T05,S1_TPL020,1,2,SWISSMETRO,B,1,85,132,30,0
ai_run_01,1,1,SMAI01_0001,5,SMAI01_0001_T05,S1_TPL020,1,3,CAR,C,1,160,162,0,0
ai_run_01,1,1,SMAI01_0001,6,SMAI01_0001_T06,S1_TPL020,1,1,TRAIN,A,1,193,105,60,0
ai_run_01,1,1,SMAI01_0001,6,SMAI01_0001_T06,S1_TPL020,1,2,SWISSMETRO,B,1,85,132,20,0
ai_run_01,1,1,SMAI01_0001,6,SMAI01_0001_T06,S1_TPL020,1,3,CAR,C,1,260,125,0,0
ai_run_01,1,1,SMAI01_0001,7,SMAI01_0001_T07,S1_TPL020,1,1,TRAIN,A,1,193,126,60,0
ai_run_01,1,1,SMAI01_0001,7,SMAI01_0001_T07,S1_TPL020,1,2,SWISSMETRO,B,1,85,145,10,0
ai_run_01,1,1,SMAI01_0001,7,SMAI01_0001_T07,S1_TPL020,1,3,CAR,C,1,200,100,0,0
ai_run_01,1,1,SMAI01_0001,8,SMAI01_0001_T08,S1_TPL020,1,1,TRAIN,A,1,193,105,120,0
ai_run_01,1,1,SMAI01_0001,8,SMAI01_0001_T08,S1_TPL020,1,2,SWISSMETRO,B,1,85,132,20,0
ai_run_01,1,1,SMAI01_0001,8,SMAI01_0001_T08,S1_TPL020,1,3,CAR,C,1,200,162,0,0
ai_run_01,1,1,SMAI01_0001,9,SMAI01_0001_T09,S1_TPL020,1,1,TRAIN,A,1,214,126,30,0
ai_run_01,1,1,SMAI01_0001,9,SMAI01_0001_T09,S1_TPL020,1,2,SWISSMETRO,B,1,85,172,20,0
ai_run_01,1,1,SMAI01_0001,9,SMAI01_0001_T09,S1_TPL020,1,3,CAR,C,1,200,162,0,0
ai_run_01,1,2,SMAI01_0002,1,SMAI01_0002_T01,S1_TPL004,1,1,TRAIN,A,1,164,62,120,0
ai_run_01,1,2,SMAI01_0002,1,SMAI01_0002_T01,S1_TPL004,1,2,SWISSMETRO,B,1,56,70,20,0
