parameter_name,estimate,block,std_error,z_value
alpha_Mobil11,0.39371703717688916,measurement,1.0,0.39371703717688916
alpha_Mobil16,0.37336489364191744,measurement,1.0,0.37336489364191744
alpha_Envir01,-0.3991248013532694,measurement,1.0,-0.3991248013532694
alpha_Envir02,-0.3234030493330913,measurement,1.0,-0.3234030493330913
alpha_Envir06,0.37165899504502997,measurement,1.0,0.37165899504502997
loading_Mobil11,1.1552587961482288,measurement,1.0879018350754333,1.0619145578223288
loading_Mobil16,1.0604960635271472,measurement,1.203343559892577,0.881291178075377
loading_Envir01,0.8381240098044899,measurement,2.8817628287707566,0.29083726163613527
loading_Envir02,1.0113886363029703,measurement,2.0163043632267312,0.501605141936223
loading_Envir06,1.0918488023138213,measurement,1.0452395963168146,1.044591887028818
sigma_Mobil10,1.2062988344888783,measurement,1.9270435191710313,0.6259842201217125
sigma_Mobil11,1.097695287855269,measurement,1.194659894452384,0.9188349696450115
sigma_Mobil16,1.1172321136563832,measurement,1.5708335734874668,0.7112351890824272
sigma_Envir01,1.3086356484768997,measurement,1.51905558873724,0.8614797629392497
sigma_Envir02,1.130446685997802,measurement,2.152831830542688,0.5250975343080272
sigma_Envir05,1.0385452138341096,measurement,2.314527549877197,0.44870721624774446
sigma_Envir06,0.783728299511142,measurement,0.7894889920413318,0.9927032642782077
