parameter_name,estimate_torch,estimate_biogeme,difference_torch_minus_other,sign_match
ASC_ES,-0.2754072168697504,-0.7904378618194156,0.5150306449496651,1
ASC_BS,0.7146040660617318,0.8012844355964451,-0.08668036953471336,1
ASC_WALK,3.7807175259708767,1.529241340478435,2.2514761854924417,1
ASC_CS,-3.209857814590434,-3.323636735552169,0.11377892096173481,1
ASC_RP,-2.821653572778928,-2.863229602373616,0.04157602959468809,1
ASC_PT,-6.103699097744325,-13.55425039961644,7.450551301872114,1
B_AGE_ES,-0.10532352954359306,-0.0877589089591557,-0.017564620584437363,1
B_AGE_BS,-0.08243824417841092,-0.0711018657166449,-0.011336378461766022,1
B_AGE_WALK,0.0017199326874102398,0.0751538044055819,-0.07343387171817167,1
B_AGE_CS,0.0044826560588374035,-2.3108333340518477e-05,0.004505764392177922,0
B_AGE_RP,-1.77710590717434,-0.8082771656481141,-0.9688287415262259,1
B_AGE_PT,0.05486938813376112,0.0684377051528454,-0.013568317019084286,1
B_BIKEACC_ES,0.47970967436952316,0.5379221653554095,-0.05821249098588632,1
B_BIKEACC_BS,0.758889948028055,0.747266225270136,0.011623722757919008,1
B_BIKEACC_WALK,0.6233879735454684,-0.0888295792044003,0.7122175527498686,0
B_BIKEACC_CS,-0.08881447112618937,0.0662753380547873,-0.15508980918097667,0
B_BIKEACC_RP,1.0417636789520592,0.8569257572337414,0.1848379217183178,1
B_BIKEACC_PT,-0.18706610088438913,-0.2824224981403321,0.09535639725594297,1
B_CARACC_ES,-1.043980459623459,-1.3310230940790455,0.28704263445558653,1
B_CARACC_BS,-1.01603439839965,-1.4125293019864695,0.3964949035868195,1
B_CARACC_WALK,-1.273276911700893,-1.512769923683925,0.23949301198303186,1
B_CARACC_CS,-1.0708559473625516,-0.821159545775653,-0.24969640158689865,1
B_CARACC_RP,-1.0415187520986011,-1.0693762833503715,0.027857531251770373,1
B_CARACC_PT,-5.065929368157748,-3.589827744749394,-1.4761016234083546,1
B_PTPASS_ES,-0.26599882141124664,0.1568556913136531,-0.4228545127248997,0
B_PTPASS_BS,-0.3723165463033622,-0.0697261749319141,-0.30259037137144806,1
B_PTPASS_WALK,-0.08651990846382178,0.1601541521271277,-0.24667406059094948,0
B_PTPASS_CS,0.5890207391575037,-0.3804247708091121,0.9694455099666158,0
B_PTPASS_RP,2.4542757063210434,2.421105295393337,0.03317041092770623,1
B_PTPASS_PT,-0.9494836195103331,-1.425540770329621,0.4760571508192879,1
B_MAAS_ES,0.00513275336782669,0.319082850623541,-0.3139500972557143,1
B_MAAS_BS,-0.42713497409901113,-0.3704211949019242,-0.05671377919708692,1
B_MAAS_WALK,-1.267779276343375,-3.391330064334697,2.123550787991322,1
B_MAAS_CS,0.6333828348087148,1.584327591470504,-0.9509447566617891,1
B_MAAS_RP,2.2248625931325354,2.226299160102043,-0.0014365669695077798,1
B_MAAS_PT,1.1985374638586506,0.509629085845047,0.6889083780136036,1
B_TIME_ES,-0.2395885438382977,-0.2123038456876028,-0.027284698150694897,1
B_TIME_BS,-0.32663900628742953,-0.2933003968083362,-0.03333860947909334,1
B_TIME_WALK,-0.4782328096152578,-0.4896252871109395,0.011392477495681674,1
B_TIME_CAR,-1.1278102475250738,-1.87997755930119,0.7521673117761163,1
B_TIME_CS,-2.264746384359001,-2.326378941085078,0.061632556726076704,1
B_TIME_RP,-0.6716394790429535,-0.8639615870077648,0.1923221079648113,1
B_TIME_PT,-0.4855177622713691,-0.4699090978428336,-0.015608664428535535,1
B_ACCESS_SHARED,-0.5965235475844415,0.078542827407995,-0.6750663749924365,0
B_ACCESS_OWNED,-0.5359380764811984,-1.0993713636724771,0.5634332871912787,1
B_EGRESS_SHARED,0.15761616886216237,-0.207166127867422,0.3647822967295844,0
B_EGRESS_OWNED,0.01577222533465585,-1.2190809847808155,1.2348532101154714,0
B_DETOUR_RP,-0.2658507405789068,-0.4212814288255198,0.155430688246613,1
B_PARKING,-2.2314485237802666,-1.2474992711666533,-0.9839492526136133,1
B_COST_LOGMEAN,-7.009890685469533,-0.2719428063896942,-6.737947879079839,1
SIGMA_COST,-5.432093514954556,-0.4461010967026787,-4.985992418251878,1
B_AVAILABILITY,0.041896316265672126,0.0401927041245832,0.0017036121410889254,1
B_SCHEME_SD_FREE_FLOAT,4.589095622048301,2.2795386502324333,2.309556971815868,1
B_SCHEME_LD_FREE_FLOAT,1.5990614374103151,1.4667477178861086,0.13231371952420656,1
B_SCHEME_LD_HYBRID,-0.6528110076168545,-1.582247462010278,0.9294364543934235,1
B_PEDELEC,-0.15426209082422032,-0.501467381291768,0.3472052904675477,1
B_RANGE,0.13527182871025492,0.1429835741367602,-0.007711745426505268,1
B_CROWDING,-0.016428219607476778,-0.0087334846647381,-0.007694734942738679,1
B_TRANSFER_PT,-1.033655018804892,3.524000839114403,-4.557655857919295,0
SIGMA_ES,2.151200160769451,2.3836661123499168,-0.2324659515804659,1
SIGMA_BS,1.7143750294382836,1.2361504875247953,0.4782245419134883,1
SIGMA_WALK,-3.841293472699183,-6.054677062327781,2.213383589628598,1
SIGMA_CAR,3.5690545344138833,4.012128567792953,-0.4430740333790695,1
SIGMA_CS,2.69027146288234,2.663644284457466,0.026627178424873943,1
SIGMA_RP,0.8896948903529839,0.8264799677281796,0.06321492262480433,1
SIGMA_PT,-0.45016374155507954,-0.5776981725251056,0.12753443097002604,1
PHI_POOL,0.49223432782603604,0.3459244801346249,0.14630984769141114,1
