parameter_name,estimate,std_error,z_value,p_value,robust_std_error,robust_z_value,robust_p_value,significant_5pct
ASC_ES,-0.2754072168697504,1132.072127498265,-0.00024327709355265658,0.999805892964972,15.366105206268815,-0.017923033401944576,0.9857002539667201,0
ASC_BS,0.7146040660617318,1132.0720839794026,0.0006312354806504827,0.9994963469892055,15.354480978867228,0.04654042471674946,0.9628795147128506,0
ASC_WALK,3.7807175259708767,1.0675201179437326,3.5415890177820075,0.00039772463176590556,1.4731373031864534,2.5664393385416533,0.01027485955472085,1
ASC_CS,-3.209857814590434,12783.451448663447,-0.00025109477103900884,0.9997996553609949,31.44550344592177,-0.10207684606196779,0.9186956791663063,0
ASC_RP,-2.821653572778928,285.0351209184046,-0.009899318945985842,0.9921016152531092,0.0,,,0
ASC_PT,-6.103699097744325,2.761809726057432,-2.2100360644531234,0.027102659451810673,16.6159391347106,-0.36734000096291475,0.7133654200418076,0
B_AGE_ES,-0.10532352954359306,0.014108572099028889,-7.4652153885114005,8.326672684688674e-14,0.02201517197573071,-4.784133853676027,1.7172622222005884e-06,1
B_AGE_BS,-0.08243824417841092,0.013593042586397283,-6.0647381669287075,1.3216878702593249e-09,0.020620640905444767,-3.9978507242538495,6.39202392929139e-05,1
B_AGE_WALK,0.0017199326874102398,0.01512977373557097,0.11367867870796898,0.9094925148646866,0.020125660605750672,0.08545968855893303,0.9318959420559985,0
B_AGE_CS,0.0044826560588374035,0.025601058946510567,0.1750965094140526,0.8610038009861367,0.0443450307645289,0.10108587098834602,0.9194822939088407,0
B_AGE_RP,-1.77710590717434,5732.78153906441,-0.0003099901670881329,0.9997526636356409,1.1964450849975286,-1.4853217497884668,0.13745861303037388,0
B_AGE_PT,0.05486938813376112,0.032646089753978105,1.6807338504322706,0.09281462244856375,0.03638945028512694,1.5078377855075014,0.13159604881032627,0
B_BIKEACC_ES,0.47970967436952316,0.14007067717113744,3.4247687243163463,0.0006153229839085395,0.17620916861164385,2.722387706321793,0.006481205585890937,1
B_BIKEACC_BS,0.758889948028055,0.1333138084451421,5.692508202106716,1.2518658332183463e-08,0.15236885355172292,4.980610737288532,6.338392029014983e-07,1
B_BIKEACC_WALK,0.6233879735454684,0.16623155574340354,3.750118145484576,0.00017675127367988708,0.1889251654657647,3.2996555647237638,0.0009680355863981305,1
B_BIKEACC_CS,-0.08881447112618937,0.19416694207189192,-0.4574129364065747,0.6473742678052452,0.5818903593415894,-0.15263093759910923,0.8786893261700124,0
