parameter_name,estimate
ASC_PT_C1,0.022707807876643223
ASC_CAR_C1,0.7796031696721214
B_COST_C1,-0.3898364280880092
B_TIME_PT_C1,-0.5569990303795389
B_TIME_CAR_C1,0.5899303036052256
B_WAIT_C1,-0.215166047119609
B_DIST_C1,-1.6198282601743146
ASC_PT_C2,4.165230146540551
ASC_CAR_C2,4.4183612409677515
B_COST_C2,-0.0846765953498948
B_TIME_PT_C2,-0.025438553596190606
B_TIME_CAR_C2,-0.022382496472047327
B_WAIT_C2,-0.03859744644969771
B_DIST_C2,-0.01922281788191037
ASC_PT_C3,0.19082821505088005
ASC_CAR_C3,0.7119887291490651
B_COST_C3,-0.13574426398444445
B_TIME_PT_C3,-0.025632322788771016
B_TIME_CAR_C3,-0.045317512900118664
B_WAIT_C3,-0.07113215105634817
B_DIST_C3,-2.610044017065608
LOG_SCALE_CLASS_2,1.3245228552265924
CLASS_INTERCEPT_C2,0.31175817973566927
CLASS_model_is_deepseek_C2,0.0
CLASS_semantic_arm_C2,0.2899432618196896
CLASS_prompt_family_naturalistic_C2,0.08420115044100814
CLASS_age_30_less_C2,0.6144029866991166
CLASS_high_education_C2,0.5179791629124806
CLASS_ScaledIncome_C2,0.2556973394594056
CLASS_CAR_AVAILABLE_C2,-0.06987412632954576
CLASS_block_complexity_mean_C2,0.1594744059348717
CLASS_INTERCEPT_C3,-0.12040924089989896
CLASS_model_is_deepseek_C3,0.0
CLASS_semantic_arm_C3,-1.3722809540590044
CLASS_prompt_family_naturalistic_C3,-0.08365197709424163
CLASS_age_30_less_C3,-0.05399223551284797
CLASS_high_education_C3,-0.31871109792089014
CLASS_ScaledIncome_C3,0.31836205593514444
CLASS_CAR_AVAILABLE_C3,0.6457913258634727
CLASS_block_complexity_mean_C3,0.5909956056474124
SCALE_INTERCEPT_S2,-0.36836283295983946
SCALE_model_is_deepseek_S2,0.0
SCALE_semantic_arm_S2,2.448880505084927
SCALE_prompt_family_naturalistic_S2,0.48773043926682
SCALE_age_30_less_S2,-0.22976247522101056
SCALE_high_education_S2,-0.3468496906246945
SCALE_ScaledIncome_S2,-0.16024659503398947
SCALE_CAR_AVAILABLE_S2,0.8578761987869213
SCALE_block_complexity_mean_S2,-0.20996084637572804
