respondent_id,posterior_distortion_score
PO0001_R1,9.448348526440151
PO0001_R2,9.931056444086959
PO0001_R3,6.224113748248176
PO0001_R4,9.939167438233438
PO0002_R1,5.904329613243962
PO0002_R2,11.091964032266562
PO0002_R3,10.555307484388095
PO0002_R4,10.555307484388095
PO0003_R1,10.231030080758464
PO0003_R2,10.231030080758464
PO0003_R3,10.231030080758464
PO0003_R4,10.231030080758464
PO0004_R1,5.911019974231007
PO0004_R2,5.871397407365486
PO0004_R3,5.767081861563049
PO0004_R4,5.871397407365486
PO0005_R1,5.798790365285008
PO0005_R2,5.798790365285011
PO0005_R3,5.798790365285008
PO0005_R4,6.766940313986652
PO0006_R1,5.571201477577432
PO0006_R2,9.461109383005128
PO0006_R3,8.808682318344209
PO0006_R4,8.239149867196069
PO0007_R1,9.52834248952344
PO0007_R2,9.52834248952344
PO0007_R3,9.52834248952344
PO0007_R4,9.52834248952344
PO0008_R1,8.87453822074855
PO0008_R2,8.87453822074855
PO0008_R3,8.87453822074855
PO0008_R4,8.87453822074855
PO0009_R1,6.328715691045471
PO0009_R2,11.028513846304337
PO0009_R3,10.934913432187834
PO0009_R4,10.896016195322735
PO0010_R1,11.117290249257534
PO0010_R2,5.028336502388107
PO0010_R3,11.11729616438366
PO0010_R4,11.11729066544075
PO0011_R1,8.025257769462229
PO0011_R2,7.626345273122345
PO0011_R3,7.626345273122345
PO0011_R4,7.626345273122345
PO0012_R1,10.353127877157021
PO0012_R2,10.353127877157021
PO0012_R3,10.353127877157021
PO0012_R4,10.353127877157021
PO0013_R1,5.355361412941271
PO0013_R2,9.32340705035188
PO0013_R3,6.754487823640595
PO0013_R4,6.384003936117073
PO0014_R1,8.303588826818817
PO0014_R2,8.303588826818817
PO0014_R3,8.303588826818817
PO0014_R4,8.303588826818817
PO0015_R1,5.247342853963435
PO0015_R2,5.247342853963435
PO0015_R3,5.247342853963435
PO0015_R4,5.090892894892387
PO0016_R1,5.666108903879957
PO0016_R2,6.0244503772886855
PO0016_R3,5.666108903879957
PO0016_R4,5.666108903879957
PO0017_R1,5.460950852854234
PO0017_R2,6.324074987530823
PO0017_R3,11.103741142637842
PO0017_R4,7.413048799025481
PO0018_R1,9.914644166189763
PO0018_R2,9.914644166189763
PO0018_R3,9.914644166189763
PO0018_R4,9.914644166189763
PO0019_R1,5.238366918774361
PO0019_R2,5.238366918774361
PO0019_R3,5.238366918774361
PO0019_R4,5.238366918774361
PO0020_R1,9.795111865332684
PO0020_R2,9.795111865332684
PO0020_R3,5.973952181902833
PO0020_R4,9.795111865332684
PO0021_R1,8.387737002886382
PO0021_R2,8.387737002886382
PO0021_R3,8.387737002886382
PO0021_R4,8.387737002886382
PO0022_R1,9.907821129162317
PO0022_R2,9.907821129162317
PO0022_R3,9.907821129162317
PO0022_R4,9.919223996043673
PO0023_R1,8.604464263152456
PO0023_R2,8.624858799169925
PO0023_R3,9.458274770438763
PO0023_R4,9.458274770438763
PO0024_R1,3.8878868390722716
PO0024_R2,3.8878868390722716
PO0024_R3,9.407030866387636
PO0024_R4,9.407030866387636
PO0025_R1,9.889200573216241
PO0025_R2,10.863784537891089
PO0025_R3,5.045834300247924
PO0025_R4,5.032926821461752
PO0026_R1,6.855436263736093
PO0026_R2,7.176032415376313
PO0026_R3,7.382583862716058
PO0026_R4,7.176032415376313
PO0027_R1,3.9769912295970093
PO0027_R2,11.137188419454343
PO0027_R3,3.8866524279312045
PO0027_R4,11.137188419454343
PO0028_R1,6.65373531467644
PO0028_R2,7.884250682972474
PO0028_R3,7.884250682972474
PO0028_R4,7.564565115302073
PO0029_R1,8.35297934294825
PO0029_R2,8.35297934294825
PO0029_R3,8.35297934294825
PO0029_R4,8.35297934294825
PO0030_R1,5.759744844058593
PO0030_R2,5.759744844058593
PO0030_R3,11.117325916499693
PO0030_R4,5.759744844058593
PO0031_R1,11.117290321259365
PO0031_R2,11.117327921935596
PO0031_R3,11.117290321259365
PO0031_R4,11.117327921935596
PO0032_R1,10.545625534956168
PO0032_R2,10.545625534956168
PO0032_R3,10.545625534956168
PO0032_R4,10.545625534956168
PO0033_R1,6.623863218535468
PO0033_R2,6.623863218535468
PO0033_R3,5.741683030049946
PO0033_R4,6.623863218535468
PO0034_R1,6.8675481521899115
PO0034_R2,11.123512136532932
PO0034_R3,6.8675481521899115
PO0034_R4,11.117510851028682
PO0035_R1,11.153691280036226
PO0035_R2,8.34970049587194
PO0035_R3,8.34970049587194
PO0035_R4,8.34970049587194
PO0036_R1,11.117304232755927
PO0036_R2,11.117302694100495
PO0036_R3,11.117290202876175
PO0036_R4,11.117290458484963
PO0037_R1,5.127063311358226
PO0037_R2,5.152714051391819
PO0037_R3,8.905844925069907
PO0037_R4,5.294042951564544
PO0038_R1,5.109989454678145
PO0038_R2,5.028823669459664
PO0038_R3,5.109989454678145
PO0038_R4,10.29077474178863
PO0039_R1,5.173796912241435
PO0039_R2,5.199489287894417
PO0039_R3,11.117290249262844
PO0039_R4,6.461163989744294
PO0040_R1,8.979935788244592
PO0040_R2,8.979935788244592
PO0040_R3,8.979935788244592
PO0040_R4,8.979935788244592
PO0041_R1,11.117290258285939
PO0041_R2,9.545688269418882
PO0041_R3,8.809360607570895
PO0041_R4,9.408059787325564
PO0042_R1,11.11734652660095
PO0042_R2,11.117313222868919
PO0042_R3,11.11763071464736
PO0042_R4,11.11734652660095
PO0043_R1,11.15350169727784
PO0043_R2,11.154553018766459
PO0043_R3,8.910595016257474
PO0043_R4,11.154553018766459
PO0044_R1,7.461931548113781
PO0044_R2,6.127199636485901
PO0044_R3,7.461829635238024
PO0044_R4,7.270121212017572
PO0045_R1,9.040413690807373
PO0045_R2,9.040413690807373
PO0045_R3,9.040413690807373
PO0045_R4,9.040413690807373
PO0046_R1,6.471508501431982
PO0046_R2,8.564325325966214
PO0046_R3,6.471508501431982
PO0046_R4,9.666164201535558
PO0047_R1,11.11730907777246
PO0047_R2,11.117290357361993
PO0047_R3,11.117327182109305
PO0047_R4,11.117290567921668
PO0048_R1,11.132092267761168
PO0048_R2,10.865661018817175
PO0048_R3,7.099114795002339
PO0048_R4,11.108723173360998
PO0049_R1,6.9445283607796
PO0049_R2,7.044167138081781
PO0049_R3,6.769923997401102
PO0049_R4,6.651760884356868
PO0050_R1,11.106116333851913
PO0050_R2,11.106116333851913
PO0050_R3,6.64836528451336
PO0050_R4,8.640668457206258
PO0051_R1,9.421153718913075
PO0051_R2,8.613319601688096
PO0051_R3,10.253068048614377
PO0051_R4,10.253068048614377
PO0052_R1,8.97915851690727
PO0052_R2,11.11729055145942
PO0052_R3,11.117290249254898
PO0052_R4,7.42737176043857
PO0053_R1,5.267377197330828
PO0053_R2,8.525732891900487
PO0053_R3,8.070466521982114
PO0053_R4,8.070466521982114
PO0054_R1,7.0311014070830185
PO0054_R2,7.0311014070830185
PO0054_R3,6.012730455872835
PO0054_R4,7.0311014070830185
PO0055_R1,9.8458551928778
PO0055_R2,11.149490499490584
PO0055_R3,11.124850941081267
PO0055_R4,11.136165264855245
PO0056_R1,11.10368343422674
PO0056_R2,11.149979278345496
PO0056_R3,10.395480087625124
PO0056_R4,10.395480087625124
PO0057_R1,5.11268907367738
PO0057_R2,11.031549815695694
PO0057_R3,5.11268907367738
PO0057_R4,5.11268907367738
PO0058_R1,5.157296124676115
PO0058_R2,5.032129267255168
PO0058_R3,5.058849264040372
PO0058_R4,5.157403883931705
PO0059_R1,5.59819047352043
PO0059_R2,6.79086524553267
PO0059_R3,5.59819047352043
PO0059_R4,7.129707772752853
PO0060_R1,5.168414091265876
PO0060_R2,5.3165637853705805
PO0060_R3,5.168414091265876
PO0060_R4,5.168414091265876
PO0061_R1,11.118731202433562
