model_key,block_template_id,respondent_id,run_repeat,exact_repeat_flip_rate_mean,response_entropy_mean,intervention_gap_tv_mean,excess_intervention_gap_mean
deepseek_chat,DST0001,DS0001_R1,1,0.09375,0.10543783961602655,0.0,-0.10416666666666667
deepseek_chat,DST0001,DS0001_R2,2,0.09375,0.10543783961602655,0.0,-0.10416666666666667
deepseek_chat,DST0001,DS0001_R3,3,0.09375,0.10543783961602655,0.0,-0.10416666666666667
deepseek_chat,DST0001,DS0001_R4,4,0.09375,0.10543783961602655,0.0,-0.10416666666666667
deepseek_chat,DST0002,DS0002_R1,1,0.0625,0.07029189307735104,0.0,-0.10416666666666667
deepseek_chat,DST0002,DS0002_R2,2,0.0625,0.07029189307735104,0.0,-0.10416666666666667
deepseek_chat,DST0002,DS0002_R3,3,0.0625,0.07029189307735104,0.0,-0.10416666666666667
deepseek_chat,DST0002,DS0002_R4,4,0.0625,0.07029189307735104,0.0,-0.10416666666666667
deepseek_chat,DST0003,DS0003_R1,1,0.0,0.0,0.0,0.0
deepseek_chat,DST0003,DS0003_R2,2,0.0,0.0,0.0,0.0
deepseek_chat,DST0003,DS0003_R3,3,0.0,0.0,0.0,0.0
deepseek_chat,DST0003,DS0003_R4,4,0.0,0.0,0.0,0.0
deepseek_chat,DST0004,DS0004_R1,1,0.0625,0.07029189307735104,0.0,-0.10416666666666667
deepseek_chat,DST0004,DS0004_R2,2,0.0625,0.07029189307735104,0.0,-0.10416666666666667
deepseek_chat,DST0004,DS0004_R3,3,0.0625,0.07029189307735104,0.0,-0.10416666666666667
deepseek_chat,DST0004,DS0004_R4,4,0.0625,0.07029189307735104,0.0,-0.10416666666666667
deepseek_chat,DST0005,DS0005_R1,1,0.0,0.0,0.0,0.0
deepseek_chat,DST0005,DS0005_R2,2,0.0,0.0,0.0,0.0
deepseek_chat,DST0005,DS0005_R3,3,0.0,0.0,0.0,0.0
deepseek_chat,DST0005,DS0005_R4,4,0.0,0.0,0.0,0.0
deepseek_chat,DST0006,DS0006_R1,1,0.0,0.0,0.0,0.0
deepseek_chat,DST0006,DS0006_R2,2,0.0,0.0,0.0,0.0
deepseek_chat,DST0006,DS0006_R3,3,0.0,0.0,0.0,0.0
deepseek_chat,DST0006,DS0006_R4,4,0.0,0.0,0.0,0.0
deepseek_chat,DST0007,DS0007_R1,1,0.0,0.0,0.0,0.0
deepseek_chat,DST0007,DS0007_R2,2,0.0,0.0,0.0,0.0
deepseek_chat,DST0007,DS0007_R3,3,0.0,0.0,0.0,0.0
deepseek_chat,DST0007,DS0007_R4,4,0.0,0.0,0.0,0.0
deepseek_chat,DST0008,DS0008_R1,1,0.0,0.0,0.0,0.0
deepseek_chat,DST0008,DS0008_R2,2,0.0,0.0,0.0,0.0
deepseek_chat,DST0008,DS0008_R3,3,0.0,0.0,0.0,0.0
deepseek_chat,DST0008,DS0008_R4,4,0.0,0.0,0.0,0.0
deepseek_chat,DST0009,DS0009_R1,1,0.0,0.0,0.0,0.0
deepseek_chat,DST0009,DS0009_R2,2,0.0,0.0,0.0,0.0
deepseek_chat,DST0009,DS0009_R3,3,0.0,0.0,0.0,0.0
deepseek_chat,DST0009,DS0009_R4,4,0.0,0.0,0.0,0.0
deepseek_chat,DST0010,DS0010_R1,1,0.125,0.12996509635498973,0.0,-0.13888888888888887
deepseek_chat,DST0010,DS0010_R2,2,0.125,0.12996509635498973,0.0,-0.13888888888888887
deepseek_chat,DST0010,DS0010_R3,3,0.125,0.12996509635498973,0.0,-0.13888888888888887
deepseek_chat,DST0010,DS0010_R4,4,0.125,0.12996509635498973,0.0,-0.13888888888888887
deepseek_chat,DST0011,DS0011_R1,1,0.03125,0.03514594653867552,0.125,0.020833333333333332
deepseek_chat,DST0011,DS0011_R2,2,0.03125,0.03514594653867552,0.125,0.020833333333333332
deepseek_chat,DST0011,DS0011_R3,3,0.03125,0.03514594653867552,0.125,0.020833333333333332
deepseek_chat,DST0011,DS0011_R4,4,0.03125,0.03514594653867552,0.125,0.020833333333333332
deepseek_chat,DST0012,DS0012_R1,1,0.0,0.0,0.0,0.0
deepseek_chat,DST0012,DS0012_R2,2,0.0,0.0,0.0,0.0
deepseek_chat,DST0012,DS0012_R3,3,0.0,0.0,0.0,0.0
deepseek_chat,DST0012,DS0012_R4,4,0.0,0.0,0.0,0.0
deepseek_chat,DST0013,DS0013_R1,1,0.0625,0.07029189307735104,0.0,-0.10416666666666667
deepseek_chat,DST0013,DS0013_R2,2,0.0625,0.07029189307735104,0.0,-0.10416666666666667
deepseek_chat,DST0013,DS0013_R3,3,0.0625,0.07029189307735104,0.0,-0.10416666666666667
deepseek_chat,DST0013,DS0013_R4,4,0.0625,0.07029189307735104,0.0,-0.10416666666666667
deepseek_chat,DST0014,DS0014_R1,1,0.0,0.0,0.0,0.0
deepseek_chat,DST0014,DS0014_R2,2,0.0,0.0,0.0,0.0
deepseek_chat,DST0014,DS0014_R3,3,0.0,0.0,0.0,0.0
deepseek_chat,DST0014,DS0014_R4,4,0.0,0.0,0.0,0.0
deepseek_chat,DST0015,DS0015_R1,1,0.0625,0.07029189307735104,0.0,-0.10416666666666667
deepseek_chat,DST0015,DS0015_R2,2,0.0625,0.07029189307735104,0.0,-0.10416666666666667
deepseek_chat,DST0015,DS0015_R3,3,0.0625,0.07029189307735104,0.0,-0.10416666666666667
deepseek_chat,DST0015,DS0015_R4,4,0.0625,0.07029189307735104,0.0,-0.10416666666666667
deepseek_chat,DST0016,DS0016_R1,1,0.125,0.12996509635498973,0.0,-0.13888888888888887
deepseek_chat,DST0016,DS0016_R2,2,0.125,0.12996509635498973,0.0,-0.13888888888888887
deepseek_chat,DST0016,DS0016_R3,3,0.125,0.12996509635498973,0.0,-0.13888888888888887
deepseek_chat,DST0016,DS0016_R4,4,0.125,0.12996509635498973,0.0,-0.13888888888888887
deepseek_chat,DST0017,DS0017_R1,1,0.0625,0.07029189307735104,0.0,-0.10416666666666667
deepseek_chat,DST0017,DS0017_R2,2,0.0625,0.07029189307735104,0.0,-0.10416666666666667
deepseek_chat,DST0017,DS0017_R3,3,0.0625,0.07029189307735104,0.0,-0.10416666666666667
deepseek_chat,DST0017,DS0017_R4,4,0.0625,0.07029189307735104,0.0,-0.10416666666666667
deepseek_chat,DST0018,DS0018_R1,1,0.0625,0.07029189307735104,0.0,-0.10416666666666667
