model_key,block_template_id,respondent_id,run_repeat,exact_repeat_flip_rate_mean,response_entropy_mean,intervention_gap_tv_mean,excess_intervention_gap_mean
poe_deepseek_v32,DST0001,DS0001_R1,1,0.0625,0.07029189307735104,0.041666666666666664,0.041666666666666664
poe_deepseek_v32,DST0001,DS0001_R2,2,0.0625,0.07029189307735104,0.041666666666666664,0.041666666666666664
poe_deepseek_v32,DST0001,DS0001_R3,3,0.0625,0.07029189307735104,0.041666666666666664,0.041666666666666664
poe_deepseek_v32,DST0001,DS0001_R4,4,0.0625,0.07029189307735104,0.041666666666666664,0.041666666666666664
poe_deepseek_v32,DST0002,DS0002_R1,1,0.125,0.14058378615470207,0.0,-0.10416666666666667
poe_deepseek_v32,DST0002,DS0002_R2,2,0.125,0.14058378615470207,0.0,-0.10416666666666667
poe_deepseek_v32,DST0002,DS0002_R3,3,0.125,0.14058378615470207,0.0,-0.10416666666666667
poe_deepseek_v32,DST0002,DS0002_R4,4,0.125,0.14058378615470207,0.0,-0.10416666666666667
poe_deepseek_v32,DST0003,DS0003_R1,1,0.15625,0.1757297326933776,0.0,-0.20833333333333334
poe_deepseek_v32,DST0003,DS0003_R2,2,0.15625,0.1757297326933776,0.0,-0.20833333333333334
poe_deepseek_v32,DST0003,DS0003_R3,3,0.15625,0.1757297326933776,0.0,-0.20833333333333334
poe_deepseek_v32,DST0003,DS0003_R4,4,0.15625,0.1757297326933776,0.0,-0.20833333333333334
poe_deepseek_v32,DST0004,DS0004_R1,1,0.125,0.12996509635498973,0.0,-0.13888888888888887
poe_deepseek_v32,DST0004,DS0004_R2,2,0.125,0.12996509635498973,0.0,-0.13888888888888887
poe_deepseek_v32,DST0004,DS0004_R3,3,0.125,0.12996509635498973,0.0,-0.13888888888888887
poe_deepseek_v32,DST0004,DS0004_R4,4,0.125,0.12996509635498973,0.0,-0.13888888888888887
poe_deepseek_v32,DST0005,DS0005_R1,1,0.0,0.0,0.0,0.0
poe_deepseek_v32,DST0005,DS0005_R2,2,0.0,0.0,0.0,0.0
poe_deepseek_v32,DST0005,DS0005_R3,3,0.0,0.0,0.0,0.0
poe_deepseek_v32,DST0005,DS0005_R4,4,0.0,0.0,0.0,0.0
poe_deepseek_v32,DST0006,DS0006_R1,1,0.03125,0.03514594653867552,0.0,0.0
poe_deepseek_v32,DST0006,DS0006_R2,2,0.03125,0.03514594653867552,0.0,0.0
poe_deepseek_v32,DST0006,DS0006_R3,3,0.03125,0.03514594653867552,0.0,0.0
poe_deepseek_v32,DST0006,DS0006_R4,4,0.03125,0.03514594653867552,0.0,0.0
poe_deepseek_v32,DST0007,DS0007_R1,1,0.1875,0.2108756792320531,0.0,-0.20833333333333334
poe_deepseek_v32,DST0007,DS0007_R2,2,0.1875,0.2108756792320531,0.0,-0.20833333333333334
poe_deepseek_v32,DST0007,DS0007_R3,3,0.1875,0.2108756792320531,0.0,-0.20833333333333334
poe_deepseek_v32,DST0007,DS0007_R4,4,0.1875,0.2108756792320531,0.0,-0.20833333333333334
poe_deepseek_v32,DST0008,DS0008_R1,1,0.0,0.0,0.0,0.0
poe_deepseek_v32,DST0008,DS0008_R2,2,0.0,0.0,0.0,0.0
poe_deepseek_v32,DST0008,DS0008_R3,3,0.0,0.0,0.0,0.0
poe_deepseek_v32,DST0008,DS0008_R4,4,0.0,0.0,0.0,0.0
poe_deepseek_v32,DST0009,DS0009_R1,1,0.0625,0.07029189307735104,0.0,-0.10416666666666667
poe_deepseek_v32,DST0009,DS0009_R2,2,0.0625,0.07029189307735104,0.0,-0.10416666666666667
poe_deepseek_v32,DST0009,DS0009_R3,3,0.0625,0.07029189307735104,0.0,-0.10416666666666667
poe_deepseek_v32,DST0009,DS0009_R4,4,0.0625,0.07029189307735104,0.0,-0.10416666666666667
poe_deepseek_v32,DST0010,DS0010_R1,1,0.34375,0.3866054119254307,0.0,-0.4166666666666667
poe_deepseek_v32,DST0010,DS0010_R2,2,0.34375,0.3866054119254307,0.0,-0.4166666666666667
poe_deepseek_v32,DST0010,DS0010_R3,3,0.34375,0.3866054119254307,0.0,-0.4166666666666667
poe_deepseek_v32,DST0010,DS0010_R4,4,0.34375,0.3866054119254307,0.0,-0.4166666666666667
poe_deepseek_v32,DST0011,DS0011_R1,1,0.5416666666666666,0.6142560654431996,0.0,-0.6597222222222222
poe_deepseek_v32,DST0011,DS0011_R2,2,0.5416666666666666,0.6142560654431996,0.0,-0.6597222222222222
poe_deepseek_v32,DST0011,DS0011_R3,3,0.5416666666666666,0.6142560654431996,0.0,-0.6597222222222222
poe_deepseek_v32,DST0011,DS0011_R4,4,0.5416666666666666,0.6142560654431996,0.0,-0.6597222222222222
poe_deepseek_v32,DST0012,DS0012_R1,1,0.0,0.0,0.0,0.0
poe_deepseek_v32,DST0012,DS0012_R2,2,0.0,0.0,0.0,0.0
poe_deepseek_v32,DST0012,DS0012_R3,3,0.0,0.0,0.0,0.0
poe_deepseek_v32,DST0012,DS0012_R4,4,0.0,0.0,0.0,0.0
poe_deepseek_v32,DST0013,DS0013_R1,1,0.09375,0.10543783961602655,0.0,-0.10416666666666667
poe_deepseek_v32,DST0013,DS0013_R2,2,0.09375,0.10543783961602655,0.0,-0.10416666666666667
poe_deepseek_v32,DST0013,DS0013_R3,3,0.09375,0.10543783961602655,0.0,-0.10416666666666667
poe_deepseek_v32,DST0013,DS0013_R4,4,0.09375,0.10543783961602655,0.0,-0.10416666666666667
poe_deepseek_v32,DST0014,DS0014_R1,1,0.03125,0.03514594653867552,0.041666666666666664,-0.0625
poe_deepseek_v32,DST0014,DS0014_R2,2,0.03125,0.03514594653867552,0.041666666666666664,-0.0625
poe_deepseek_v32,DST0014,DS0014_R3,3,0.03125,0.03514594653867552,0.041666666666666664,-0.0625
poe_deepseek_v32,DST0014,DS0014_R4,4,0.03125,0.03514594653867552,0.041666666666666664,-0.0625
poe_deepseek_v32,DST0015,DS0015_R1,1,0.1875,0.2108756792320531,0.0,-0.3125
poe_deepseek_v32,DST0015,DS0015_R2,2,0.1875,0.2108756792320531,0.0,-0.3125
poe_deepseek_v32,DST0015,DS0015_R3,3,0.1875,0.2108756792320531,0.0,-0.3125
poe_deepseek_v32,DST0015,DS0015_R4,4,0.1875,0.2108756792320531,0.0,-0.3125
poe_deepseek_v32,DST0016,DS0016_R1,1,0.4583333333333333,0.497776066234387,0.0,-0.5902777777777778
poe_deepseek_v32,DST0016,DS0016_R2,2,0.4583333333333333,0.497776066234387,0.0,-0.5902777777777778
poe_deepseek_v32,DST0016,DS0016_R3,3,0.4583333333333333,0.497776066234387,0.0,-0.5902777777777778
poe_deepseek_v32,DST0016,DS0016_R4,4,0.4583333333333333,0.497776066234387,0.0,-0.5902777777777778
poe_deepseek_v32,DST0017,DS0017_R1,1,0.03125,0.03514594653867552,0.0,0.0
poe_deepseek_v32,DST0017,DS0017_R2,2,0.03125,0.03514594653867552,0.0,0.0
poe_deepseek_v32,DST0017,DS0017_R3,3,0.03125,0.03514594653867552,0.0,0.0
poe_deepseek_v32,DST0017,DS0017_R4,4,0.03125,0.03514594653867552,0.0,0.0
poe_deepseek_v32,DST0018,DS0018_R1,1,0.09375,0.10543783961602655,0.0,-0.10416666666666667
poe_deepseek_v32,DST0018,DS0018_R2,2,0.09375,0.10543783961602655,0.0,-0.10416666666666667
poe_deepseek_v32,DST0018,DS0018_R3,3,0.09375,0.10543783961602655,0.0,-0.10416666666666667
poe_deepseek_v32,DST0018,DS0018_R4,4,0.09375,0.10543783961602655,0.0,-0.10416666666666667
poe_deepseek_v32,DST0019,DS0019_R1,1,0.09375,0.10543783961602655,0.125,0.020833333333333332
poe_deepseek_v32,DST0019,DS0019_R2,2,0.09375,0.10543783961602655,0.125,0.020833333333333332
poe_deepseek_v32,DST0019,DS0019_R3,3,0.09375,0.10543783961602655,0.125,0.020833333333333332
poe_deepseek_v32,DST0019,DS0019_R4,4,0.09375,0.10543783961602655,0.125,0.020833333333333332
poe_deepseek_v32,DST0020,DS0020_R1,1,0.0625,0.07029189307735104,0.0,-0.10416666666666667
poe_deepseek_v32,DST0020,DS0020_R2,2,0.0625,0.07029189307735104,0.0,-0.10416666666666667
poe_deepseek_v32,DST0020,DS0020_R3,3,0.0625,0.07029189307735104,0.0,-0.10416666666666667
poe_deepseek_v32,DST0020,DS0020_R4,4,0.0625,0.07029189307735104,0.0,-0.10416666666666667
poe_deepseek_v32,DST0021,DS0021_R1,1,0.34375,0.3866054119254307,0.0,-0.4166666666666667
poe_deepseek_v32,DST0021,DS0021_R2,2,0.34375,0.3866054119254307,0.0,-0.4166666666666667
poe_deepseek_v32,DST0021,DS0021_R3,3,0.34375,0.3866054119254307,0.0,-0.4166666666666667
poe_deepseek_v32,DST0021,DS0021_R4,4,0.34375,0.3866054119254307,0.0,-0.4166666666666667
poe_deepseek_v32,DST0022,DS0022_R1,1,0.1875,0.2108756792320531,0.0,-0.20833333333333334
poe_deepseek_v32,DST0022,DS0022_R2,2,0.1875,0.2108756792320531,0.0,-0.20833333333333334
poe_deepseek_v32,DST0022,DS0022_R3,3,0.1875,0.2108756792320531,0.0,-0.20833333333333334
poe_deepseek_v32,DST0022,DS0022_R4,4,0.1875,0.2108756792320531,0.0,-0.20833333333333334
poe_deepseek_v32,DST0023,DS0023_R1,1,0.09375,0.10543783961602655,0.0,-0.10416666666666667
poe_deepseek_v32,DST0023,DS0023_R2,2,0.09375,0.10543783961602655,0.0,-0.10416666666666667
poe_deepseek_v32,DST0023,DS0023_R3,3,0.09375,0.10543783961602655,0.0,-0.10416666666666667
poe_deepseek_v32,DST0023,DS0023_R4,4,0.09375,0.10543783961602655,0.0,-0.10416666666666667
poe_deepseek_v32,DST0024,DS0024_R1,1,0.09375,0.10543783961602655,0.0,-0.10416666666666667
poe_deepseek_v32,DST0024,DS0024_R2,2,0.09375,0.10543783961602655,0.0,-0.10416666666666667
poe_deepseek_v32,DST0024,DS0024_R3,3,0.09375,0.10543783961602655,0.0,-0.10416666666666667
poe_deepseek_v32,DST0024,DS0024_R4,4,0.09375,0.10543783961602655,0.0,-0.10416666666666667
poe_deepseek_v32,DST0025,DS0025_R1,1,0.041666666666666664,0.04332169878499658,0.08333333333333333,0.08333333333333333
poe_deepseek_v32,DST0025,DS0025_R2,2,0.041666666666666664,0.04332169878499658,0.08333333333333333,0.08333333333333333
poe_deepseek_v32,DST0025,DS0025_R3,3,0.041666666666666664,0.04332169878499658,0.08333333333333333,0.08333333333333333
poe_deepseek_v32,DST0025,DS0025_R4,4,0.041666666666666664,0.04332169878499658,0.08333333333333333,0.08333333333333333
poe_deepseek_v32,DST0026,DS0026_R1,1,0.0,0.0,0.0,0.0
poe_deepseek_v32,DST0026,DS0026_R2,2,0.0,0.0,0.0,0.0
poe_deepseek_v32,DST0026,DS0026_R3,3,0.0,0.0,0.0,0.0
poe_deepseek_v32,DST0026,DS0026_R4,4,0.0,0.0,0.0,0.0
poe_deepseek_v32,DST0027,DS0027_R1,1,0.2708333333333333,0.28690038700233395,0.0,-0.3819444444444444
poe_deepseek_v32,DST0027,DS0027_R2,2,0.2708333333333333,0.28690038700233395,0.0,-0.3819444444444444
poe_deepseek_v32,DST0027,DS0027_R3,3,0.2708333333333333,0.28690038700233395,0.0,-0.3819444444444444
poe_deepseek_v32,DST0027,DS0027_R4,4,0.2708333333333333,0.28690038700233395,0.0,-0.3819444444444444
