ID,DestAct,NbTransf,TimePT,WalkingTimePT,WaitingTimePT,CostPT,CostCar,TimeCar,NbHousehold,NbChild,NbCar,NbMoto,NbBicy,NbBicyChild,NbComp,NbTV,Internet,NewsPaperSubs,NbCellPhones,NbSmartPhone,HouseType,OwnHouse,NbRoomsHouse,YearsInHouse,Income,Gender,BirthYear,Mothertongue,FamilSitu,OccupStat,SocioProfCat,CalculatedIncome,Education,HalfFareST,LineRelST,GenAbST,AreaRelST,OtherST,CarAvail,MarginalCostPT,CostCarCHF,Envir01,Envir02,Envir03,Envir04,Envir05,Envir06,Mobil01,Mobil02,Mobil03,Mobil04,Mobil05,Mobil06,Mobil07,Mobil08,Mobil09,Mobil10,Mobil11,Mobil12,Mobil13,Mobil14,Mobil15,Mobil16,Mobil17,Mobil18,Mobil19,Mobil20,Mobil21,Mobil22,Mobil23,Mobil24,Mobil25,Mobil26,Mobil27,ResidCh01,ResidCh02,ResidCh03,ResidCh04,ResidCh05,ResidCh06,ResidCh07,LifSty01,LifSty02,LifSty03,LifSty04,LifSty05,LifSty06,LifSty07,LifSty08,LifSty09,LifSty10,LifSty11,LifSty12,LifSty13,LifSty14,TripPurpose,TypeCommune,UrbRur,LangCode,ClassifCodeLine,frequency,ResidChild,NbTrajects,FreqCarPar,FreqTrainPar,FreqOtherPar,FreqTripHouseh,Region,distance_km,Choice,InVehicleTime,ModeToSchool,ReportedDuration,CoderegionCAR,age,Weight,NbCar_0,NbChild_0,NbBicy_0,French,Urban,Student,WorkTrip,EducHigh,AgeTerm,Valais,Bern,BaselZurich,East,Graubunden
11460060,,,227.0,,12.0,19.8,6.91,69.0,6,4,2,,6,,,,,,,,,,,,,,,,,1,,15000,7,,,,,,1,19.8,6.91,5,4,,,5,6,,,,,,,,,,2,4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,1,,,,,,,,,1,33.0,1,215.0,,,,47,0.000160139,2,4,6,1,0,0,0,1,2,0,0,0,0,0
11460060,,,161.0,,18.0,22.8,8.05,56.0,6,4,2,,6,,,,,,,,,,,,,,,,,1,,15000,7,,,,,,1,22.8,8.05,5,4,,,5,6,,,,,,,,,,2,4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,1,,,,,,,,,1,54.5,1,143.0,,,,47,0.000160139,2,4,6,1,0,0,0,1,2,0,0,0,0,0
11460060,,,21.0,,0.0,0.0,0.16,0.0,6,4,2,,6,,,,,,,,,,,,,,,,,1,,15000,7,,,,,,1,0.0,0.16,5,4,,,5,6,,,,,,,,,,2,4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,1,,,,,,,,,1,0.7,2,21.0,,,,47,0.000160139,2,4,6,1,0,0,0,1,2,0,0,0,0,0
11460060,,,141.0,,20.0,12.7,6.09,60.0,6,4,2,,6,,,,,,,,,,,,,,,,,1,,15000,7,,,,,,1,12.7,6.09,5,4,,,5,6,,,,,,,,,,2,4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,1,,,,,,,,,1,40.0,1,121.0,,,,47,0.000160139,2,4,6,1,0,0,0,1,2,0,0,0,0,0
11460060,,,15.0,,0.0,2.2,0.32,3.0,6,4,2,,6,,,,,,,,,,,,,,,,,1,,15000,7,,,,,,1,2.2,0.32,5,4,,,5,6,,,,,,,,,,2,4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,1,,,,,,,,,1,1.2,2,15.0,,,,47,0.000160139,2,4,6,1,0,0,0,1,2,0,0,0,0,0
11460060,,,24.0,,0.0,0.0,0.49,2.0,6,4,2,,6,,,,,,,,,,,,,,,,,1,,15000,7,,,,,,1,0.0,0.49,5,4,,,5,6,,,,,,,,,,2,4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,1,,,,,,,,,1,2.0,2,24.0,,,,47,0.000160139,2,4,6,1,0,0,0,1,2,0,0,0,0,0
11460060,,,227.0,,12.0,19.8,6.91,69.0,6,4,2,,6,,,,,,,,,,,,,,,,,1,,15000,7,,,,,,1,19.8,6.91,5,4,,,5,6,,,,,,,,,,2,4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,1,,,,,,,,,1,33.0,1,215.0,,,,47,0.000160139,2,4,6,1,0,0,0,1,2,0,0,0,0,0
11460060,,,161.0,,18.0,22.8,8.05,56.0,6,4,2,,6,,,,,,,,,,,,,,,,,1,,15000,7,,,,,,1,22.8,8.05,5,4,,,5,6,,,,,,,,,,2,4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,1,,,,,,,,,1,54.5,1,143.0,,,,47,0.000160139,2,4,6,1,0,0,0,1,2,0,0,0,0,0
11460060,,,21.0,,0.0,0.0,0.16,0.0,6,4,2,,6,,,,,,,,,,,,,,,,,1,,15000,7,,,,,,1,0.0,0.16,5,4,,,5,6,,,,,,,,,,2,4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,1,,,,,,,,,1,0.7,2,21.0,,,,47,0.000160139,2,4,6,1,0,0,0,1,2,0,0,0,0,0
11460060,,,141.0,,20.0,12.7,6.09,60.0,6,4,2,,6,,,,,,,,,,,,,,,,,1,,15000,7,,,,,,1,12.7,6.09,5,4,,,5,6,,,,,,,,,,2,4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,1,,,,,,,,,1,40.0,1,121.0,,,,47,0.000160139,2,4,6,1,0,0,0,1,2,0,0,0,0,0
11460060,,,15.0,,0.0,2.2,0.32,3.0,6,4,2,,6,,,,,,,,,,,,,,,,,1,,15000,7,,,,,,1,2.2,0.32,5,4,,,5,6,,,,,,,,,,2,4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,1,,,,,,,,,1,1.2,2,15.0,,,,47,0.000160139,2,4,6,1,0,0,0,1,2,0,0,0,0,0
11460060,,,24.0,,0.0,0.0,0.49,2.0,6,4,2,,6,,,,,,,,,,,,,,,,,1,,15000,7,,,,,,1,0.0,0.49,5,4,,,5,6,,,,,,,,,,2,4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,1,,,,,,,,,1,2.0,2,24.0,,,,47,0.000160139,2,4,6,1,0,0,0,1,2,0,0,0,0,0
11460060,,,227.0,,12.0,19.8,6.91,69.0,6,4,2,,6,,,,,,,,,,,,,,,,,1,,15000,7,,,,,,1,19.8,6.91,5,4,,,5,6,,,,,,,,,,2,4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,1,,,,,,,,,1,33.0,1,215.0,,,,47,0.000160139,2,4,6,1,0,0,0,1,2,0,0,0,0,0
11460060,,,161.0,,18.0,22.8,8.05,56.0,6,4,2,,6,,,,,,,,,,,,,,,,,1,,15000,7,,,,,,1,22.8,8.05,5,4,,,5,6,,,,,,,,,,2,4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,1,,,,,,,,,1,54.5,1,143.0,,,,47,0.000160139,2,4,6,1,0,0,0,1,2,0,0,0,0,0
