model,block,parameter_name,human_estimate,ai_estimate,gap_ai_minus_human
hcm,attitude,Acar,3.02,2.9194732492895676,-0.10052675071043238
hcm,attitude,Aenv,3.23,2.9734238066851932,-0.25657619331480674
hcm,attitude,theta_age,0.00445,0.009814824735645282,0.005364824735645282
hcm,attitude,theta_basel_zurich,-0.256,-0.1583010293027004,0.0976989706972996
hcm,attitude,theta_bern,-0.361,-0.2519258012530949,0.1090741987469051
hcm,attitude,theta_east,-0.228,-0.03369834486025272,0.1943016551397473
hcm,attitude,theta_educ,0.235,0.24842811377075463,0.013428113770754646
hcm,attitude,theta_graubunden,-0.303,-0.16955498864898272,0.13344501135101727
hcm,attitude,theta_nbikes,0.0845,0.1030067513134095,0.018506751313409495
hcm,attitude,theta_ncars,0.104,0.10670787444780333,0.002707874447803335
hcm,attitude,theta_valais,-0.223,-0.30551825986219794,-0.08251825986219793
hcm,measurement,alpha_Envir01,-0.3991248013532694,-0.4641554125406031,-0.06503061118733372
hcm,measurement,alpha_Envir02,-0.3234030493330913,0.33266025521135134,0.6560633045444426
hcm,measurement,alpha_Envir06,0.3716589950450299,-0.17003651891107485,-0.5416955139561048
hcm,measurement,alpha_Mobil11,0.3937170371768891,0.42226411871878355,0.028547081541894448
hcm,measurement,alpha_Mobil16,0.3733648936419174,0.4600652208544033,0.08670032721248594
hcm,measurement,loading_Envir01,0.8381240098044899,0.9212864588383907,0.0831624490339008
hcm,measurement,loading_Envir02,1.0113886363029705,0.8630130538914383,-0.14837558241153215
hcm,measurement,loading_Envir06,1.0918488023138213,1.2731399142988609,0.18129111198503955
hcm,measurement,loading_Mobil11,1.1552587961482288,1.1428196735260208,-0.012439122622208032
hcm,measurement,loading_Mobil16,1.0604960635271472,1.0605020987492573,6.035222110067906e-06
hcm,measurement,sigma_Envir01,1.3086356484768995,1.2672738397963075,-0.04136180868059203
hcm,measurement,sigma_Envir02,1.130446685997802,1.102237538330222,-0.02820914766757987
hcm,measurement,sigma_Envir05,1.0385452138341096,1.0762438198692603,0.03769860603515074
hcm,measurement,sigma_Envir06,0.783728299511142,0.8639863288952512,0.0802580293841092
hcm,measurement,sigma_Mobil10,1.2062988344888783,1.1029764153764645,-0.1033224191124138
hcm,measurement,sigma_Mobil11,1.097695287855269,1.105366744407594,0.00767145655232504
hcm,measurement,sigma_Mobil16,1.1172321136563832,1.0664891313864964,-0.05074298226988683
hcm,utility,ASCPMM,-0.599,-0.313160535961893,0.28583946403810695
hcm,utility,ASCSM,-0.772,-1.0513770840147612,-0.27937708401476113
hcm,utility,beta_Acar,-0.574,-0.5040659755152309,0.06993402448476904
hcm,utility,beta_Aenv,0.393,0.3295242264113923,-0.06347577358860773
hcm,utility,beta_cost,-0.0559,-0.08828450981705593,-0.032384509817055936
hcm,utility,beta_distance,-0.224,-0.14048150157063202,0.08351849842936798
hcm,utility,beta_language,1.06,1.006362675435258,-0.05363732456474213
hcm,utility,beta_nbikes,0.385,-0.39668136787893843,-0.7816813678789385
hcm,utility,beta_ncars,0.97,0.9128159258115851,-0.05718407418841487
hcm,utility,beta_nchildren,0.215,0.22429346433891234,0.009293464338912344
hcm,utility,beta_student,3.26,3.1895035693840383,-0.07049643061596145
hcm,utility,beta_time_pmm,-0.0294,-0.017298213971144977,0.012101786028855022
hcm,utility,beta_time_pt,-0.0119,-0.022598049439160436,-0.010698049439160435
hcm,utility,beta_urban,0.283,0.14844767077631635,-0.13455232922368363
hcm,utility,beta_work,-0.583,-0.2037113448241413,0.37928865517585864
