parameter_name,estimate,block,std_error,z_value
ASCPMM,-0.313160535961893,utility,1.0,-0.313160535961893
ASCSM,-1.0513770840147612,utility,1.0,-1.0513770840147612
beta_cost,-0.08828450981705593,utility,1.6962662217895128,-0.052046376142489165
beta_time_pmm,-0.017298213971144977,utility,0.9475941931913666,-0.018254875447143652
beta_time_pt,-0.022598049439160436,utility,0.8014294813715709,-0.028197177623770477
beta_distance,-0.14048150157063202,utility,1.0,-0.14048150157063202
beta_ncars,0.9128159258115851,utility,1.0,0.9128159258115851
beta_nchildren,0.22429346433891234,utility,1.0,0.22429346433891234
beta_language,1.006362675435258,utility,1.0,1.006362675435258
beta_work,-0.2037113448241413,utility,1.0,-0.2037113448241413
beta_urban,0.14844767077631635,utility,1.0,0.14844767077631635
beta_student,3.1895035693840383,utility,1.0,3.1895035693840383
beta_nbikes,-0.39668136787893843,utility,1.0,-0.39668136787893843
beta_Acar,-0.5040659755152309,utility,1.0,-0.5040659755152309
beta_Aenv,0.3295242264113923,utility,1.5778906820934722,0.20883843865165286
Acar,2.9194732492895676,attitude,1.0,2.9194732492895676
Aenv,2.9734238066851932,attitude,1.0,2.9734238066851932
theta_ncars,0.10670787444780333,attitude,1.2692474471855577,0.08407176605666489
theta_educ,0.24842811377075463,attitude,1.1143956551569154,0.22292631223133588
theta_nbikes,0.1030067513134095,attitude,0.6768397460463095,0.1521877991283948
theta_age,0.009814824735645282,attitude,0.3854228687625104,0.025465081423834697
theta_valais,-0.30551825986219794,attitude,1.0,-0.30551825986219794
theta_bern,-0.2519258012530949,attitude,3.3939150160866287,-0.07422867103595872
theta_basel_zurich,-0.1583010293027004,attitude,1.3611145691653628,-0.11630250155927051
theta_east,-0.03369834486025272,attitude,6.482004575437845,-0.005198753636790896
theta_graubunden,-0.16955498864898272,attitude,1.0,-0.16955498864898272
alpha_Mobil11,0.42226411871878355,measurement,1.0,0.42226411871878355
alpha_Mobil16,0.4600652208544033,measurement,1.0,0.4600652208544033
alpha_Envir01,-0.4641554125406031,measurement,1.0,-0.4641554125406031
alpha_Envir02,0.33266025521135134,measurement,1.0,0.33266025521135134
alpha_Envir06,-0.17003651891107485,measurement,9.207744581052953,-0.01846668501871392
loading_Mobil11,1.1428196735260208,measurement,1.3203740359569922,0.865527223653499
loading_Mobil16,1.0605020987492573,measurement,1.1251433547551246,0.9425484266225473
loading_Envir01,0.9212864588383907,measurement,1.194130527182283,0.7715123580437174
loading_Envir02,0.8630130538914383,measurement,1.0913774540883074,0.7907558019075669
loading_Envir06,1.2731399142988609,measurement,3.860422399200991,0.32979290415535056
sigma_Mobil10,1.1029764153764645,measurement,1.33006093996952,0.8292675788236745
sigma_Mobil11,1.105366744407594,measurement,1.6231694590790453,0.6809928182327664
sigma_Mobil16,1.0664891313864964,measurement,1.2825557239858523,0.8315343430631796
sigma_Envir01,1.2672738397963075,measurement,1.2905701038939044,0.9819488580842626
sigma_Envir02,1.102237538330222,measurement,1.1019275824937471,1.0002812851238132
sigma_Envir05,1.0762438198692603,measurement,1.4376553687757867,0.7486104411697215
sigma_Envir06,0.8639863288952512,measurement,1.151695849812742,0.7501861963258177
