parameter_name,estimate,std_error,z_value,p_value,robust_std_error,robust_z_value,robust_p_value
LV_CAR_INTERCEPT,-0.12227002269284423,0.14771742936553067,-0.8277291530052546,0.40782390510209376,0.052505124404163314,-2.3287255116597536,0.01987361170984918
LV_CAR_HIGH_EDU,0.15480994996462527,0.0669515606895402,2.3122679795694614,0.02076292011291036,0.014102919505507157,10.97715617707187,4.921742351528637e-28
LV_CAR_TOP_MANAGER,0.000376736506065865,0.008281839219412184,0.04548947354384941,0.9637171651095315,0.0061150403516566565,0.061608179897586685,0.95087486270293
LV_CAR_EMPLOYEES,0.019782322451229822,0.009773812707370688,2.0240128436583866,0.042968830259544656,0.005085857732899191,3.8896727927056896,0.0001003794746127433
LV_CAR_AGE_30_LESS,-0.025964364235025867,0.012226555534389057,-2.123604163249177,0.03370325713486436,0.005691556603320695,-4.561909165565912,5.069057764994127e-06
LV_CAR_SCALED_INCOME,0.003553310430773507,0.0016466779971130816,2.157865980478934,0.030938253149651988,0.0005856711756204831,6.0670741171596685,1.3026145373658114e-09
LV_CAR_PARENTS,0.006712147069097853,0.005120463317560835,1.3108476035905334,0.18990925595389474,0.003991524423503332,1.6815998994205452,0.09264645013173196
SIGMA_CAR,1e-06,0.002754345653494904,0.0003630626383914927,0.9997103179325871,0.00019906016548034092,0.005023606795397543,0.9959917585574962
LV_ENV_INTERCEPT,-0.11887471484830552,0.32739123708709494,-0.36309681317671194,0.7165325651265515,0.11455847740999196,-1.0376771543747585,0.2994203844223161
LV_ENV_CHILD_SUBURB,-0.02115561195651346,0.0461824370239566,-0.4580878212541974,0.6468893482518464,0.06260938136802126,-0.3378984346157272,0.7354397272492792
LV_ENV_SCALED_INCOME,0.04481442774523885,0.006821678786655139,6.569413358029515,5.0513876698186084e-11,0.007852586172398077,5.706964146762506,1.1500899587573075e-08
LV_ENV_CITY_CENTER_KID,0.12489088187208196,0.07763902105919239,1.6086096935310983,0.10770171330156855,0.10187482939128358,1.22592481988262,0.22022696772298334
LV_ENV_ARTISANS,0.016709541131146748,0.10137741215621919,0.16482509047871438,0.8690816547922446,0.09260271549591179,0.18044331682567602,0.8568045504730233
LV_ENV_HIGH_EDU,1.7980764320564409,0.15720547558925185,11.437746842574835,2.70827766589859e-30,0.23431419923314073,7.67378348363502,1.669958738579266e-14
LV_ENV_LOW_EDU,0.022268310395247293,0.09233681166499895,0.24116395177296646,0.8094280487363673,0.06369480924710572,0.34960949971381167,0.7266317805951485
SIGMA_ENV,0.0008004295359661657,0.02804217128594564,0.028543778860923307,0.9772284517581635,0.0014570451093539856,0.5493512389064292,0.5827644302038266
ASC_PT,-3.2979869923980893,3.5708712736550154,-0.923580476487574,0.355704782589346,1.2927133972604143,-2.5512128205581805,0.010734875234637972
ASC_CAR,6.8228722730603835,4.208514591499428,1.6212067523400222,0.1049733051259075,1.7578366233497529,3.8814029599967275,0.00010385559236828836
B_COST,0.9409631614119053,0.43385827646081365,2.1688261177999992,0.030095887576712752,0.32526475436045793,2.892914614317945,0.0038168504423411963
B_TIME_PT,-20.0,13.284297164891534,-1.5055369321951855,0.13218608912665222,13.294449072415022,-1.5043872740464659,0.1324816790696866
B_TIME_CAR,-17.251548395062407,11.780637674900506,-1.4643985216367421,0.14308509182415682,11.770915179731816,-1.4656080798855489,0.14275508878304458
B_WAIT_WORK,8.336245123361405,7.249729625204247,1.1498697957479411,0.25019750284498854,4.705839223376257,1.7714683242791436,0.07648285557681973
B_WAIT_OTHER,4.050561275880377,8.634919953252625,0.46909077302501234,0.639004754097525,8.719032615416827,0.46456544602416694,0.6422426819646849
B_DIST_WORK,-9.241923785201552,0.339821786272479,-27.19638398284184,7.167066590120838e-163,0.20116250284534387,-45.94257704333125,0.0
B_DIST_OTHER,-2.3508793277907216,1.2660814931713833,-1.856815173802161,0.06333745415459988,1.1721734586126094,-2.005572904349186,0.04490183519943579
