respondent_id,posterior_distortion_score
DS0001_R1,13.16229440965353
DS0001_R2,13.705375582249538
DS0001_R3,13.16229440965353
DS0001_R4,13.16229440965353
DS0002_R1,14.339749869579123
DS0002_R2,15.579666261053626
DS0002_R3,13.876522412762238
DS0002_R4,14.339749869579123
DS0003_R1,15.579105600219869
DS0003_R2,10.436061641127987
DS0003_R3,10.436061641127987
DS0003_R4,10.436061641127987
DS0004_R1,14.504816944229598
DS0004_R2,14.46424101854071
DS0004_R3,14.46424101854071
DS0004_R4,14.504816944229598
DS0005_R1,15.651617315215182
DS0005_R2,15.651617315215182
DS0005_R3,15.651617315215182
DS0005_R4,15.651617315215182
DS0006_R1,10.433848795017184
DS0006_R2,10.433848795017184
DS0006_R3,10.433848795017184
DS0006_R4,10.433468389967526
DS0007_R1,10.58168721397982
DS0007_R2,10.58168721397982
DS0007_R3,10.439600791656165
DS0007_R4,15.65312448909669
DS0008_R1,15.53117683007982
DS0008_R2,15.53117683007982
DS0008_R3,15.53117683007982
DS0008_R4,15.53117683007982
DS0009_R1,14.52570549706407
DS0009_R2,15.65600223708169
DS0009_R3,15.65600223708169
DS0009_R4,15.65600223708169
DS0010_R1,14.444448183825203
DS0010_R2,14.444448183825203
DS0010_R3,10.450714495345586
DS0010_R4,14.464838691032767
DS0011_R1,10.65674404485377
DS0011_R2,10.655772452846495
DS0011_R3,15.637304121599504
DS0011_R4,14.462433517067717
DS0012_R1,15.1333240411839
DS0012_R2,15.1333240411839
DS0012_R3,15.1333240411839
DS0012_R4,15.1333240411839
DS0013_R1,15.023011028130846
DS0013_R2,14.700828036166662
DS0013_R3,15.655865315031239
DS0013_R4,15.023011028130846
DS0014_R1,15.65628478732555
DS0014_R2,15.654510598869761
DS0014_R3,15.65628478732555
DS0014_R4,15.65628478732555
DS0015_R1,15.632207132434154
DS0015_R2,15.632207132434154
DS0015_R3,11.08748347480034
DS0015_R4,15.632207132434154
DS0016_R1,10.655332096168078
DS0016_R2,10.655827671277626
DS0016_R3,12.352846761209639
DS0016_R4,12.452301149321514
DS0017_R1,15.598751656589203
DS0017_R2,14.594890259974068
DS0017_R3,14.594890259974068
DS0017_R4,14.594890259974068
DS0018_R1,15.589628179459998
DS0018_R2,12.236526348600064
DS0018_R3,15.589628179459998
DS0018_R4,15.589628179459998
DS0019_R1,15.400766187147173
DS0019_R2,15.654941126837192
DS0019_R3,14.22001816139733
DS0019_R4,15.400766187147173
DS0020_R1,15.643739317933774
DS0020_R2,15.643739317933774
DS0020_R3,14.504922255706212
DS0020_R4,15.643739317933774
DS0021_R1,10.437229862465564
DS0021_R2,15.617814731449569
DS0021_R3,15.617814731449569
DS0021_R4,15.617814731449569
DS0022_R1,10.479608077797124
DS0022_R2,10.479608077797124
DS0022_R3,15.335443042619413
DS0022_R4,10.436088117546719
DS0023_R1,15.641862994339155
DS0023_R2,15.641862994339155
DS0023_R3,14.516927175555148
DS0023_R4,15.654643740465618
DS0024_R1,15.654098237621241
DS0024_R2,14.510651604386906
DS0024_R3,15.655769397294252
DS0024_R4,15.655769397294252
DS0025_R1,15.655579627659774
DS0025_R2,15.656757244575916
DS0025_R3,15.655579627659774
DS0025_R4,15.656757244575916
DS0026_R1,14.664788006908912
DS0026_R2,14.664788006908912
DS0026_R3,14.664788006908912
DS0026_R4,14.664788006908912
DS0027_R1,12.850436966178421
DS0027_R2,15.551780283766908
DS0027_R3,15.27523292848932
DS0027_R4,10.448790873949864
DS0028_R1,15.656419386505302
DS0028_R2,15.656419386505302
DS0028_R3,14.504805235003062
DS0028_R4,15.656419386505302
DS0029_R1,10.985980242634904
DS0029_R2,15.383304084936379
DS0029_R3,10.486075640291524
DS0029_R4,15.383304084936379
DS0030_R1,15.610989732228854
DS0030_R2,15.1454522725098
DS0030_R3,15.1454522725098
DS0030_R4,15.1454522725098
DS0031_R1,15.63895928198266
DS0031_R2,12.582151125510302
DS0031_R3,12.582151125510302
DS0031_R4,12.582151125510302
DS0032_R1,14.901235442796784
DS0032_R2,14.901235442796784
DS0032_R3,14.901235442796784
DS0032_R4,14.901235442796784
DS0033_R1,10.615572233865324
DS0033_R2,10.674602189325173
DS0033_R3,10.674602189325173
DS0033_R4,10.674602189325173
DS0034_R1,14.504388940979764
DS0034_R2,14.504388940979764
DS0034_R3,14.504388940979764
DS0034_R4,14.504388940979764
DS0035_R1,15.654647208538696
DS0035_R2,15.654647208538696
DS0035_R3,14.523023297642734
DS0035_R4,15.654647208538696
DS0036_R1,15.613733579561826
DS0036_R2,10.848738528259117
DS0036_R3,15.613733579561826
DS0036_R4,10.848738528259117
DS0037_R1,14.192725832810916
DS0037_R2,15.594274547991628
DS0037_R3,15.594274547991628
DS0037_R4,14.46602527382405
DS0038_R1,10.655332117095393
DS0038_R2,15.592167960431752
DS0038_R3,15.592510996769406
DS0038_R4,15.656363828436469
DS0039_R1,15.636111285112625
DS0039_R2,14.507249222041088
DS0039_R3,14.507249222041088
DS0039_R4,14.507249222041088
DS0040_R1,15.370198867562568
DS0040_R2,15.370198867562568
DS0040_R3,15.370198867562568
DS0040_R4,15.370198867562568
DS0041_R1,15.193926943127924
DS0041_R2,15.193926943127924
DS0041_R3,15.274798737722241
DS0041_R4,11.32142229690024
DS0042_R1,15.46459042797974
DS0042_R2,14.504678436016068
DS0042_R3,14.504678436016068
DS0042_R4,14.466029154713535
DS0043_R1,14.556253177116696
DS0043_R2,15.653766122845532
DS0043_R3,15.653766122845532
DS0043_R4,14.556253177116696
DS0044_R1,15.455762610052133
DS0044_R2,14.326226205666895
DS0044_R3,14.018158966194836
DS0044_R4,15.455762610052133
DS0045_R1,15.447456180545077
DS0045_R2,15.597428593313962
DS0045_R3,15.636017886874914
DS0045_R4,15.070284641559446
DS0046_R1,10.440294069551214
DS0046_R2,10.465722744344317
DS0046_R3,10.465722744344317
DS0046_R4,11.648032312779737
DS0047_R1,14.466024495102365
DS0047_R2,14.466027853752975
DS0047_R3,14.466026675928312
DS0047_R4,14.46602923193239
DS0048_R1,11.035179185899255
DS0048_R2,14.518440136696702
