respondent_id,most_likely_state,posterior_c1_s1,posterior_c1_s2,posterior_c2_s1,posterior_c2_s2,posterior_c3_s1,posterior_c3_s2
DS0001_R1,0,0.5184194518783786,0.004076640450813749,4.758420290152164e-21,2.3005777060435872e-07,0.477455742980142,4.793463289521746e-05
DS0001_R2,4,0.26647435373988543,0.36393285859788943,3.533374230676644e-13,0.0002611308667373104,0.3648165443365496,0.004515112458584769
DS0001_R3,0,0.5184194518783786,0.004076640450813749,4.758420290152164e-21,2.3005777060435872e-07,0.477455742980142,4.793463289521746e-05
DS0001_R4,0,0.5184194518783786,0.004076640450813749,4.758420290152164e-21,2.3005777060435872e-07,0.477455742980142,4.793463289521746e-05
DS0002_R1,1,0.008056209409903481,0.7486093216694121,8.626442819016052e-45,2.1034020064228515e-07,0.23830481796917294,0.005029440611310803
DS0002_R2,1,0.010866334751949232,0.9861314703349935,2.0491535661500825e-36,3.6186639551630657e-06,0.00035852317974257333,0.0026400530693598133
DS0002_R3,0,0.6372095649911931,0.02223709264121472,2.2270172439066394e-28,5.753951698090339e-07,0.34046598599159017,8.678098083207775e-05
DS0002_R4,1,0.008056209409903481,0.7486093216694121,8.626442819016052e-45,2.1034020064228515e-07,0.23830481796917294,0.005029440611310803
DS0003_R1,0,0.9285451058780189,0.0043225715184363935,0.0670688598077761,4.521809268675055e-05,1.7940123657584424e-05,3.045794242981596e-07
DS0003_R2,4,1.5244873420322357e-14,0.0005375760835141133,9.752131109495059e-32,3.7801373274543984e-08,0.9994501893592701,1.219675582700281e-05
DS0003_R3,4,1.5244873420322357e-14,0.0005375760835141133,9.752131109495059e-32,3.7801373274543984e-08,0.9994501893592701,1.219675582700281e-05
DS0003_R4,4,1.5244873420322357e-14,0.0005375760835141133,9.752131109495059e-32,3.7801373274543984e-08,0.9994501893592701,1.219675582700281e-05
DS0004_R1,2,1.9650178209830933e-51,1.5285776125814407e-09,0.996305297992912,0.0036946464518734516,4.080351975578999e-14,5.4026596329823865e-08
DS0004_R2,3,1.9378135560224152e-41,2.659430824901002e-05,0.0004259697685319896,0.9990661101166758,2.7448354680271617e-06,0.00047858097107508036
DS0004_R3,3,1.9378135560224152e-41,2.659430824901002e-05,0.0004259697685319896,0.9990661101166758,2.7448354680271617e-06,0.00047858097107508036
