respondent_id,most_likely_state,posterior_c1_s1,posterior_c1_s2,posterior_c2_s1,posterior_c2_s2,posterior_c3_s1,posterior_c3_s2
GM0001_R1,5,5.298300901944618e-102,0.0,2.3937657004095546e-75,0.0,0.0021510810461479206,0.9978489189538523
GM0001_R2,5,5.298300901944618e-102,0.0,2.3937657004095546e-75,0.0,0.0021510810461479206,0.9978489189538523
GM0001_R3,5,5.298300901944618e-102,0.0,2.3937657004095546e-75,0.0,0.0021510810461479206,0.9978489189538523
GM0001_R4,5,5.298300901944618e-102,0.0,2.3937657004095546e-75,0.0,0.0021510810461479206,0.9978489189538523
GM0002_R1,5,1.6835904479342727e-51,0.0,4.1769321602880714e-27,2.6428246018929204e-192,0.06483757243234495,0.935162427567655
GM0002_R2,5,1.6835904479342727e-51,0.0,4.1769321602880714e-27,2.6428246018929204e-192,0.06483757243234495,0.935162427567655
GM0002_R3,5,1.6835904479342727e-51,0.0,4.1769321602880714e-27,2.6428246018929204e-192,0.06483757243234495,0.935162427567655
GM0002_R4,5,1.6835904479342727e-51,0.0,4.1769321602880714e-27,2.6428246018929204e-192,0.06483757243234495,0.935162427567655
GM0003_R1,5,1.2828393301740746e-30,7.802349078858887e-166,1.7387588638289922e-23,1.7837268684547868e-137,0.0001254670528034087,0.9998745329471966
GM0003_R2,5,1.2828393301740746e-30,7.802349078858887e-166,1.7387588638289922e-23,1.7837268684547868e-137,0.0001254670528034087,0.9998745329471966
GM0003_R3,5,1.2828393301740746e-30,7.802349078858887e-166,1.7387588638289922e-23,1.7837268684547868e-137,0.0001254670528034087,0.9998745329471966
GM0003_R4,5,1.2828393301740746e-30,7.802349078858887e-166,1.7387588638289922e-23,1.7837268684547868e-137,0.0001254670528034087,0.9998745329471966
GM0004_R1,4,0.0,0.0,2.400475620145537e-223,0.0,0.9999804527769177,1.9547223083197305e-05
GM0004_R2,4,0.0,0.0,2.400475620145537e-223,0.0,0.9999804527769177,1.9547223083197305e-05
GM0004_R3,4,0.0,0.0,2.400475620145537e-223,0.0,0.9999804527769177,1.9547223083197305e-05
GM0004_R4,4,0.0,0.0,2.400475620145537e-223,0.0,0.9999804527769177,1.9547223083197305e-05
GM0005_R1,5,1.953483902067906e-09,3.0184823214986545e-07,0.00017928867918148543,0.062433521845059986,3.3168115001473166e-05,0.937353717559041
GM0005_R2,5,1.953483902067906e-09,3.0184823214986545e-07,0.00017928867918148543,0.062433521845059986,3.3168115001473166e-05,0.937353717559041
GM0005_R3,5,1.953483902067906e-09,3.0184823214986545e-07,0.00017928867918148543,0.062433521845059986,3.3168115001473166e-05,0.937353717559041
GM0005_R4,5,1.953483902067906e-09,3.0184823214986545e-07,0.00017928867918148543,0.062433521845059986,3.3168115001473166e-05,0.937353717559041
GM0006_R1,5,1.4891942302606204e-34,1.8518997447527885e-177,1.2355593639874156e-21,1.2941000476539108e-120,3.3407150599214983e-06,0.9999966592849401
GM0006_R2,5,1.4891942302606204e-34,1.8518997447527885e-177,1.2355593639874156e-21,1.2941000476539108e-120,3.3407150599214983e-06,0.9999966592849401
GM0006_R3,5,1.4891942302606204e-34,1.8518997447527885e-177,1.2355593639874156e-21,1.2941000476539108e-120,3.3407150599214983e-06,0.9999966592849401
GM0006_R4,5,1.4891942302606204e-34,1.8518997447527885e-177,1.2355593639874156e-21,1.2941000476539108e-120,3.3407150599214983e-06,0.9999966592849401
GM0007_R1,5,1.8588936909806072e-09,3.2490983102236557e-07,9.706244446860973e-05,0.059674087436529015,0.00016593482270350055,0.9400625885275743
GM0007_R2,5,1.8588936909806072e-09,3.2490983102236557e-07,9.706244446860973e-05,0.059674087436529015,0.00016593482270350055,0.9400625885275743
GM0007_R3,5,1.8588936909806072e-09,3.2490983102236557e-07,9.706244446860973e-05,0.059674087436529015,0.00016593482270350055,0.9400625885275743
GM0007_R4,5,1.8588936909806072e-09,3.2490983102236557e-07,9.706244446860973e-05,0.059674087436529015,0.00016593482270350055,0.9400625885275743
GM0008_R1,3,1.248061168766827e-07,3.989646055284263e-06,0.026763683614572962,0.8579790645114742,0.0010626829959287988,0.11419045442585185
GM0008_R2,3,1.248061168766827e-07,3.989646055284263e-06,0.026763683614572962,0.8579790645114742,0.0010626829959287988,0.11419045442585185
GM0008_R3,3,1.248061168766827e-07,3.989646055284263e-06,0.026763683614572962,0.8579790645114742,0.0010626829959287988,0.11419045442585185
GM0008_R4,3,1.248061168766827e-07,3.989646055284263e-06,0.026763683614572962,0.8579790645114742,0.0010626829959287988,0.11419045442585185
GM0009_R1,5,0.00031301568659837406,0.006379641311135158,0.011541971655143242,0.23846650269721043,0.003972698303604482,0.7393261703463082
GM0009_R2,5,0.00031301568659837406,0.006379641311135158,0.011541971655143242,0.23846650269721043,0.003972698303604482,0.7393261703463082
GM0009_R3,5,0.00031301568659837406,0.006379641311135158,0.011541971655143242,0.23846650269721043,0.003972698303604482,0.7393261703463082
GM0009_R4,5,0.00031301568659837406,0.006379641311135158,0.011541971655143242,0.23846650269721043,0.003972698303604482,0.7393261703463082
GM0010_R1,5,5.14956285497278e-243,1.5589375808962453e-306,4.034232691200356e-149,6.114824707620592e-305,0.00015036108143355684,0.9998496389185665
GM0010_R2,5,5.14956285497278e-243,1.5589375808962453e-306,4.034232691200356e-149,6.114824707620592e-305,0.00015036108143355684,0.9998496389185665
