parameter_name,estimate,std_error,z_value,p_value,robust_std_error,robust_z_value,robust_p_value,significant_5pct
ASC_ES,-8.843326596683962,42.636141920010274,-0.2074138559083263,0.8356866624339894,0.004426436676899625,-1997.8432410057712,0.0,1
ASC_BS,11.594553246975213,51.56692849077113,0.22484475198188847,0.8221000502593365,0.009733115109703682,1191.2479320639825,0.0,1
ASC_WALK,1.8672344184553304,20.003520398666645,0.09334529029099263,0.9256292526763061,0.003557698573600318,524.8433446023303,0.0,1
ASC_CS,-4.878989974139526,0.0,,,0.0,,,0
ASC_RP,-3.9585593526519025,0.0478596740418927,-82.71179091581112,0.0,5.7230433225732155e-06,-691687.8187935926,0.0,1
ASC_PT,-2.4635188180655523,0.0746351675713568,-33.00748022988284,0.0,7.844771984913123e-06,-314033.19596838916,0.0,1
B_AGE_ES,-8.110115497913732,331.19471358006655,-0.02448745455580198,0.9804637905299696,0.15360424703711104,-52.79877122117799,0.0,1
B_AGE_BS,-21.331190137216982,444.368116587077,-0.04800342180498674,0.9617135155467178,0.07236622129043632,-294.76722366925685,0.0,1
B_AGE_WALK,43.2677780768493,1140.8673511788115,0.03792533639615725,0.9697472120545376,0.21509162373314655,201.1597538104481,0.0,1
B_AGE_CS,-54.78219455863132,0.07493511991603981,-731.0616786896637,0.0,8.05219539857126e-06,-6803386.138437672,0.0,1
B_AGE_RP,-38.39507539694338,0.0,,,0.0,,,0
B_AGE_PT,-62.143697877525916,0.002531752564759338,-24545.723283757445,0.0,2.8760596945840074e-07,-216072350.6349696,0.0,1
B_BIKEACC_ES,-1.8403448247296779,9.988259309433502,-0.1842508056425355,0.8538167045321041,0.0050808791078616735,-362.2099218779092,0.0,1
B_BIKEACC_BS,-4.174000298463303,56.78019937065384,-0.07351154706618704,0.9413990557069583,0.012578184212974413,-331.84442426577095,0.0,1
B_BIKEACC_WALK,-0.9502803728814252,40.22567774099791,-0.023623725596372037,0.9811527471414183,0.0071593909294097235,-132.7320134144112,0.0,1
B_BIKEACC_CS,-4.952400932909691,0.0,,,0.0,,,0
B_BIKEACC_RP,-3.0419136756659095,0.0,,,0.0,,,0
B_BIKEACC_PT,-2.697855110592094,0.0,,,0.0,,,0
B_CARACC_ES,-5.5360669364976625,44.01800324730798,-0.12576824317527927,0.8999153803984397,0.003469328525699689,-1595.717123785836,0.0,1
B_CARACC_BS,62.15241538397751,2486.701508156533,0.024993918723302252,0.9800598142506176,0.2142189506326128,290.135000663734,0.0,1
B_CARACC_WALK,0.9701538770927827,11.16729644787205,0.08687455210143073,0.9307712275080546,0.006375566975773059,152.16746695303098,0.0,1
B_CARACC_CS,-4.450700466454842,0.0,,,0.0,,,0
B_CARACC_RP,-3.1009568378329555,0.0,,,0.0,,,0
B_CARACC_PT,-3.354927555296045,0.0,,,0.0,,,0
B_PTPASS_ES,-4.780401434549511,85.66297272998428,-0.055804757670711164,0.9554973447793034,0.006164453284369874,-775.4785727179309,0.0,1
B_PTPASS_BS,9.064152625475133,675.2910848972856,0.01342258594581302,0.9892906474852865,0.07911613749850423,114.56768381351402,0.0,1
B_PTPASS_WALK,-0.8858126729909543,0.0,,,0.0,,,0
B_PTPASS_CS,0.7540100258604745,0.0,,,0.0,,,0
B_PTPASS_RP,1.3024406473480987,0.0,,,0.0,,,0
B_PTPASS_PT,2.39248118193445,0.0,,,0.0,,,0
B_MAAS_ES,14.806044688864723,0.0006277443277889716,23586.106689349588,0.0,6.56115966267863e-08,225662008.7007618,0.0,1
B_MAAS_BS,-15.256537571123879,25.922853157754307,-0.5885362031054128,0.5561724411335771,0.003750061189064063,-4068.3436354625437,0.0,1
B_MAAS_WALK,4.05593182503293,25.398847911802996,0.1596895984856114,0.8731255949569274,0.003718364111523045,1090.7839316929123,0.0,1
B_MAAS_CS,-0.37171049231530395,0.0,,,0.0,,,0
B_MAAS_RP,1.3216025148189556,0.0,,,0.0,,,0
B_MAAS_PT,0.7005912627695174,0.0,,,0.0,,,0
B_TIME_ES,26.035005146536673,977.9158376763432,0.026622950711586053,0.9787604677251174,0.07850256405346112,331.64528395284697,0.0,1
B_TIME_BS,-13.60969026819389,3092.9429847306474,-0.004400239621416464,0.9964891280718897,0.12249039547194218,-111.10822375711363,0.0,1
B_TIME_WALK,-126.94740551744012,281.58270190741507,-0.4508352418579344,0.6521082993930654,0.050193725238322565,-2529.1489108386927,0.0,1
B_TIME_CAR,82.53713083045089,1137.1570912892414,0.07258199545400995,0.9421387544716548,0.12569252001009829,656.6590503859718,0.0,1
B_TIME_CS,-29.962488709148822,0.0,,,0.0,,,0
B_TIME_RP,-18.10591101711089,0.0,,,0.0,,,0
B_TIME_PT,-26.9370052066206,0.0,,,0.0,,,0
B_ACCESS_SHARED,-25.51438850455026,2271.1959779820036,-0.011233900003301446,0.9910368331561958,0.24820462265991158,-102.7957828952683,0.0,1
B_ACCESS_OWNED,-30.219861770342238,1069.907612045453,-0.028245300276504997,0.9774665072260762,0.11396535320258593,-265.1670961491526,0.0,1
B_EGRESS_SHARED,2.670050525917841,1484.6365540927075,0.001798453984281402,0.9985650421061742,0.16268994663152983,16.411896255428342,0.0,1
B_EGRESS_OWNED,1.7071656593437734,0.0,,,0.0012951570488860787,1318.1147883278322,0.0,1
B_DETOUR_RP,-6.275870513498877,0.0,,,0.0,,,0
B_PARKING,21.4321591993362,669.786081370163,0.031998513847127166,0.9744732360701212,0.07707735541648021,278.0603860048071,0.0,1
B_COST_LOGMEAN,-6.406276284054829,0.0,,,0.0001818928324805101,-35220.058958294925,0.0,1
SIGMA_COST,-5.995544266302871,0.0,,,8.438921571208567e-05,-71046.33235078435,0.0,1
B_AVAILABILITY,24.880303676535302,350.7908488077617,0.07092631909041065,0.9434563965150367,0.19932708163705984,124.82149175212446,0.0,1
B_SCHEME_SD_FREE_FLOAT,3.920806328430185,698.1943601511017,0.005615637352873565,0.9955193932066952,0.07687129533847639,51.00481670259697,0.0,1
B_SCHEME_LD_FREE_FLOAT,-0.1432794818242065,0.0,,,0.0,,,0
