model_key,respondent_id,block_template_id,run_repeat,human_respondent_id,source_observation_id,human_id,normalized_weight,Weight,LangCode,UrbRur,OccupStat,TripPurpose,Education,Region,prompt_arm,semantic_arm,prompt_family,prompt_family_naturalistic,task_index,task_role,pair_id,manipulation_type,anchor_task_index,is_utility_equivalent_intervention,semantic_labels,option_order,display_A_alt,display_B_alt,display_C_alt,paraphrase_variant,scenario_id,complexity_score,CAR_AVAILABLE,TimePT,TimePT_non_wait,WaitingTimePT,MarginalCostPT,TimeCar,CostCarCHF,distance_km,TimePT_scaled,TimePT_non_wait_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,TimeCar_scaled,CostCarCHF_scaled,distance_km_scaled,target_alternative_name,dominated_alternative_name,dominance_reason
gemma4_31b_awq,GM0001_R1,GMT0001,1,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,1,core,CORE_1,core,-1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0011,0.6944444444444444,1,124.0,100.0,24.0,0.0,22.0,3.5,26.0,0.62,0.5,0.4,0.0,0.11,0.35,5.2,,,
gemma4_31b_awq,GM0001_R1,GMT0001,1,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,2,core,CORE_2,core,-1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0174,0.970873786407767,1,46.0,46.0,0.0,5.6,5.0,0.72,4.1,0.23,0.23,0.0,0.5599999999999999,0.025,0.072,0.82,,,
gemma4_31b_awq,GM0001_R1,GMT0001,1,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,3,core,CORE_3,core,-1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0703,0.635997456010176,1,55.0,47.0,8.0,6.3,25.0,3.01,18.0,0.275,0.235,0.1333333333333333,0.63,0.125,0.301,3.6,,,
gemma4_31b_awq,GM0001_R1,GMT0001,1,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,4,core,CORE_4,core,-1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0200,0.8539709649871906,1,17.0,17.0,0.0,0.0,17.0,1.71,11.0,0.085,0.085,0.0,0.0,0.085,0.1709999999999999,2.2,,,
gemma4_31b_awq,GM0001_R1,GMT0001,1,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,5,core,CORE_5,core,-1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0452,0.2827521206409048,1,210.0,182.0,28.0,47.6,19.0,2.74,18.0,1.05,0.91,0.4666666666666667,4.76,0.095,0.274,3.6,,,
gemma4_31b_awq,GM0001_R1,GMT0001,1,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,6,core,CORE_6,core,-1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0922,0.1859888406695598,0,66.0,58.0,8.0,0.0,26.0,3.65,24.0,0.33,0.29,0.1333333333333333,0.0,0.13,0.365,4.8,,,
gemma4_31b_awq,GM0001_R1,GMT0001,1,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,7,paraphrase_twin,PARA_1,paraphrase,1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,alternate,S0011,0.6944444444444444,1,124.0,100.0,24.0,0.0,22.0,3.5,26.0,0.62,0.5,0.4,0.0,0.11,0.35,5.2,,,
gemma4_31b_awq,GM0001_R1,GMT0001,1,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,8,paraphrase_twin,PARA_2,paraphrase,2,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,alternate,S0174,0.970873786407767,1,46.0,46.0,0.0,5.6,5.0,0.72,4.1,0.23,0.23,0.0,0.5599999999999999,0.025,0.072,0.82,,,
gemma4_31b_awq,GM0001_R1,GMT0001,1,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,9,label_mask_twin,LABEL_1,label_mask,3,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0703,0.635997456010176,1,55.0,47.0,8.0,6.3,25.0,3.01,18.0,0.275,0.235,0.1333333333333333,0.63,0.125,0.301,3.6,,,
gemma4_31b_awq,GM0001_R1,GMT0001,1,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,10,label_mask_twin,LABEL_2,label_mask,4,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0200,0.8539709649871906,1,17.0,17.0,0.0,0.0,17.0,1.71,11.0,0.085,0.085,0.0,0.0,0.085,0.1709999999999999,2.2,,,
gemma4_31b_awq,GM0001_R1,GMT0001,1,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,11,order_twin,ORDER_1,order_randomization,5,0,0,CAR|PT|SLOW_MODES,CAR,PT,SLOW_MODES,default,S0452,0.2827521206409048,1,210.0,182.0,28.0,47.6,19.0,2.74,18.0,1.05,0.91,0.4666666666666667,4.76,0.095,0.274,3.6,,,
gemma4_31b_awq,GM0001_R1,GMT0001,1,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,12,order_twin,ORDER_2,order_randomization,6,0,0,SLOW_MODES|PT|CAR,SLOW_MODES,PT,CAR,default,S0922,0.1859888406695598,0,66.0,58.0,8.0,0.0,26.0,3.65,24.0,0.33,0.29,0.1333333333333333,0.0,0.13,0.365,4.8,,,
gemma4_31b_awq,GM0001_R1,GMT0001,1,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,13,monotonicity,MONO_1,monotonicity,1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0011,0.6944444444444444,1,124.0,100.0,24.0,0.0,27.5,4.375,26.0,0.62,0.5,0.4,0.0,0.1375,0.4375,5.2,CAR,,
gemma4_31b_awq,GM0001_R1,GMT0001,1,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,14,monotonicity,MONO_2,monotonicity,2,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0174,0.970873786407767,1,46.0,46.0,0.0,5.6,6.25,0.8999999999999999,4.1,0.23,0.23,0.0,0.5599999999999999,0.03125,0.09,0.82,CAR,,
gemma4_31b_awq,GM0001_R1,GMT0001,1,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,15,dominance,DOM_1,dominance,3,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0703,0.635997456010176,1,57.0,47.0,10.0,9.01,25.0,3.01,18.0,0.285,0.235,0.16666666666666666,0.901,0.125,0.301,3.6,,PT,PT is clearly worse than CAR on the displayed burden attributes.
gemma4_31b_awq,GM0001_R1,GMT0001,1,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,16,dominance,DOM_2,dominance,4,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0200,0.8539709649871906,1,17.0,17.0,0.0,0.0,37.0,6.0,11.0,0.085,0.085,0.0,0.0,0.185,0.6,2.2,,CAR,CAR is clearly worse than PT on the displayed burden attributes.
gemma4_31b_awq,GM0001_R2,GMT0001,2,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,1,core,CORE_1,core,-1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0011,0.6944444444444444,1,124.0,100.0,24.0,0.0,22.0,3.5,26.0,0.62,0.5,0.4,0.0,0.11,0.35,5.2,,,
gemma4_31b_awq,GM0001_R2,GMT0001,2,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,2,core,CORE_2,core,-1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0174,0.970873786407767,1,46.0,46.0,0.0,5.6,5.0,0.72,4.1,0.23,0.23,0.0,0.5599999999999999,0.025,0.072,0.82,,,
gemma4_31b_awq,GM0001_R2,GMT0001,2,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,3,core,CORE_3,core,-1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0703,0.635997456010176,1,55.0,47.0,8.0,6.3,25.0,3.01,18.0,0.275,0.235,0.1333333333333333,0.63,0.125,0.301,3.6,,,
gemma4_31b_awq,GM0001_R2,GMT0001,2,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,4,core,CORE_4,core,-1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0200,0.8539709649871906,1,17.0,17.0,0.0,0.0,17.0,1.71,11.0,0.085,0.085,0.0,0.0,0.085,0.1709999999999999,2.2,,,
gemma4_31b_awq,GM0001_R2,GMT0001,2,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,5,core,CORE_5,core,-1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0452,0.2827521206409048,1,210.0,182.0,28.0,47.6,19.0,2.74,18.0,1.05,0.91,0.4666666666666667,4.76,0.095,0.274,3.6,,,
gemma4_31b_awq,GM0001_R2,GMT0001,2,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,6,core,CORE_6,core,-1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0922,0.1859888406695598,0,66.0,58.0,8.0,0.0,26.0,3.65,24.0,0.33,0.29,0.1333333333333333,0.0,0.13,0.365,4.8,,,
gemma4_31b_awq,GM0001_R2,GMT0001,2,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,7,paraphrase_twin,PARA_1,paraphrase,1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,alternate,S0011,0.6944444444444444,1,124.0,100.0,24.0,0.0,22.0,3.5,26.0,0.62,0.5,0.4,0.0,0.11,0.35,5.2,,,
gemma4_31b_awq,GM0001_R2,GMT0001,2,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,8,paraphrase_twin,PARA_2,paraphrase,2,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,alternate,S0174,0.970873786407767,1,46.0,46.0,0.0,5.6,5.0,0.72,4.1,0.23,0.23,0.0,0.5599999999999999,0.025,0.072,0.82,,,
gemma4_31b_awq,GM0001_R2,GMT0001,2,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,9,label_mask_twin,LABEL_1,label_mask,3,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0703,0.635997456010176,1,55.0,47.0,8.0,6.3,25.0,3.01,18.0,0.275,0.235,0.1333333333333333,0.63,0.125,0.301,3.6,,,
gemma4_31b_awq,GM0001_R2,GMT0001,2,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,10,label_mask_twin,LABEL_2,label_mask,4,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0200,0.8539709649871906,1,17.0,17.0,0.0,0.0,17.0,1.71,11.0,0.085,0.085,0.0,0.0,0.085,0.1709999999999999,2.2,,,
gemma4_31b_awq,GM0001_R2,GMT0001,2,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,11,order_twin,ORDER_1,order_randomization,5,0,0,CAR|PT|SLOW_MODES,CAR,PT,SLOW_MODES,default,S0452,0.2827521206409048,1,210.0,182.0,28.0,47.6,19.0,2.74,18.0,1.05,0.91,0.4666666666666667,4.76,0.095,0.274,3.6,,,
gemma4_31b_awq,GM0001_R2,GMT0001,2,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,12,order_twin,ORDER_2,order_randomization,6,0,0,SLOW_MODES|PT|CAR,SLOW_MODES,PT,CAR,default,S0922,0.1859888406695598,0,66.0,58.0,8.0,0.0,26.0,3.65,24.0,0.33,0.29,0.1333333333333333,0.0,0.13,0.365,4.8,,,
gemma4_31b_awq,GM0001_R2,GMT0001,2,H0251,322,19130149,0.2553833146722722,0.000109132,1,1,1,1,6,2,neutral_arm,0,naturalistic,1,13,monotonicity,MONO_1,monotonicity,1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0011,0.6944444444444444,1,124.0,100.0,24.0,0.0,27.5,4.375,26.0,0.62,0.5,0.4,0.0,0.1375,0.4375,5.2,CAR,,
