section,block,name,paper_value,our_value,paper_display,our_display,digits,rounded_match,status,gap
base_parameter,base_logit,ASCPMM,-0.413,-14.08713620680858,-0.413,-14.087,3,0,mismatch,-13.67413620680858
base_parameter,base_logit,ASCSM,-0.47,-12.204517386680646,-0.470,-12.205,3,0,mismatch,-11.734517386680645
base_parameter,base_logit,beta_cost,-0.0592,-5.097841725627105,-0.0592,-5.0978,4,0,mismatch,-5.038641725627105
base_parameter,base_logit,beta_time_pmm,-0.0299,1.1809246396623407,-0.0299,1.1809,4,0,mismatch,1.2108246396623408
base_parameter,base_logit,beta_time_pt,-0.0121,1.6439610743273783,-0.0121,1.6440,4,0,mismatch,1.6560610743273783
base_parameter,base_logit,beta_distance,-0.227,-3.346070296598857,-0.227,-3.346,3,0,mismatch,-3.1190702965988573
base_parameter,base_logit,beta_ncars,1.0,-0.4218471413319404,1.000,-0.422,3,0,mismatch,-1.4218471413319405
base_parameter,base_logit,beta_nchildren,0.154,1.1717837705171747,0.154,1.172,3,0,mismatch,1.0177837705171748
base_parameter,base_logit,beta_language,1.09,1.3086559223237573,1.090,1.309,3,0,mismatch,0.2186559223237572
base_parameter,base_logit,beta_work,-0.582,-0.3542705454025582,-0.582,-0.354,3,0,mismatch,0.22772945459744176
base_parameter,base_logit,beta_urban,0.286,26.220092400730593,0.286,26.220,3,0,mismatch,25.93409240073059
base_parameter,base_logit,beta_student,3.21,3.21,3.210,3.210,3,1,match,0.0
base_parameter,base_logit,beta_nbikes,0.347,0.4996820843321579,0.347,0.500,3,0,mismatch,0.1526820843321579
base_metric,base_logit,log_likelihood,-1067.4,-6.210546923487049e-08,-1067.4,-0.0,1,0,mismatch,1067.3999999378946
base_metric,base_logit,market_share_PMM,0.6231,2.5046184511937998e-11,0.6231,0.0000,4,0,mismatch,-0.6230999999749538
base_metric,base_logit,market_share_PT,0.3209,0.9999999999568526,0.3209,1.0000,4,0,mismatch,0.6790999999568526
base_metric,base_logit,market_share_SM,0.056,1.8100985341225927e-11,0.0560,0.0000,4,0,mismatch,-0.055999999981899015
base_metric,base_logit,elasticity_PMM_cost,-0.064,-3.9077503484748832,-0.064,-3.908,3,0,mismatch,-3.843750348474883
base_metric,base_logit,elasticity_PMM_time,-0.247,6.776717929974946,-0.247,6.777,3,0,mismatch,7.0237179299749455
base_metric,base_logit,elasticity_PT_cost,-0.216,-8.742978158979279e-10,-0.216,-0.000,3,0,mismatch,0.21599999912570217
base_metric,base_logit,elasticity_PT_time,-0.471,1.159027640936217e-09,-0.471,0.000,3,0,mismatch,0.4710000011590276
base_metric,base_logit,value_of_time_PMM,30.3,13.899113035139246,30.30,13.90,2,0,mismatch,-16.400886964860753
base_metric,base_logit,value_of_time_PT,12.26,19.34890680575394,12.26,19.35,2,0,mismatch,7.0889068057539415
