parameter_name,estimate_torch,estimate_biogeme,difference_torch_minus_other,sign_match
ASC_ES,-0.38010788619925306,-0.7904378618194156,0.4103299756201625,1
ASC_BS,1.176445110003951,0.8012844355964451,0.3751606744075059,1
ASC_WALK,3.9888584417267947,1.529241340478435,2.4596171012483596,1
ASC_CS,-3.244241629281845,-3.323636735552169,0.07939510627032398,1
ASC_RP,-2.818652056591758,-2.863229602373616,0.0445775457818578,1
ASC_PT,-9.06792515759557,-13.55425039961644,4.48632524202087,1
B_AGE_ES,-0.10558766704139559,-0.0877589089591557,-0.017828758082239896,1
B_AGE_BS,-0.0889033864728062,-0.0711018657166449,-0.0178015207561613,1
B_AGE_WALK,0.0022405818412860315,0.0751538044055819,-0.07291322256429587,1
B_AGE_CS,0.02918171705551362,-2.3108333340518477e-05,0.02920482538885414,0
B_AGE_RP,-1.6190387056311024,-0.8082771656481141,-0.8107615399829883,1
B_AGE_PT,0.07894444380229838,0.0684377051528454,0.010506738649452979,1
B_BIKEACC_ES,0.28995688793514934,0.5379221653554095,-0.24796527742026014,1
B_BIKEACC_BS,0.5231314506032241,0.747266225270136,-0.2241347746669119,1
B_BIKEACC_WALK,0.3719132789318432,-0.0888295792044003,0.4607428581362435,0
B_BIKEACC_CS,0.679936085222548,0.0662753380547873,0.6136607471677606,1
B_BIKEACC_RP,1.0506133858466686,0.8569257572337414,0.1936876286129272,1
B_BIKEACC_PT,-0.09217271848006839,-0.2824224981403321,0.1902497796602637,1
B_CARACC_ES,-1.1051359192407375,-1.3310230940790455,0.225887174838308,1
B_CARACC_BS,-1.231834775892961,-1.4125293019864695,0.18069452609350845,1
B_CARACC_WALK,-1.0915128393375961,-1.512769923683925,0.4212570843463288,1
B_CARACC_CS,-0.9317923401472386,-0.821159545775653,-0.11063279437158557,1
B_CARACC_RP,-1.0397880847897187,-1.0693762833503715,0.029588198560652756,1
B_CARACC_PT,-4.032350369576686,-3.589827744749394,-0.442522624827292,1
B_PTPASS_ES,0.15098093822260664,0.1568556913136531,-0.0058747530910464585,1
B_PTPASS_BS,-0.07972671536380034,-0.0697261749319141,-0.010000540431886237,1
B_PTPASS_WALK,0.18752158024442167,0.1601541521271277,0.02736742811729398,1
B_PTPASS_CS,-1.3326518536407417,-0.3804247708091121,-0.9522270828316296,1
B_PTPASS_RP,2.458956264339315,2.421105295393337,0.037850968945977836,1
B_PTPASS_PT,-1.6679290584587347,-1.425540770329621,-0.24238828812911373,1
B_MAAS_ES,-0.38208969215516836,0.319082850623541,-0.7011725427787094,0
B_MAAS_BS,-0.5324157805934571,-0.3704211949019242,-0.16199458569153286,1
B_MAAS_WALK,-1.297635196419672,-3.391330064334697,2.0936948679150253,1
B_MAAS_CS,1.9046579348966832,1.584327591470504,0.3203303434261793,1
B_MAAS_RP,2.227007180560077,2.226299160102043,0.0007080204580338645,1
B_MAAS_PT,2.2001929994465907,0.509629085845047,1.6905639136015438,1
B_TIME_ES,-0.25277196154746384,-0.2123038456876028,-0.04046811585986104,1
B_TIME_BS,-0.33945965804662925,-0.2933003968083362,-0.04615926123829306,1
B_TIME_WALK,-0.4998987654090604,-0.4896252871109395,-0.01027347829812092,1
B_TIME_CAR,-0.948111219641587,-1.87997755930119,0.9318663396596031,1
B_TIME_CS,-2.4497408079473195,-2.326378941085078,-0.1233618668622416,1
B_TIME_RP,-0.7260932639361862,-0.8639615870077648,0.1378683230715786,1
B_TIME_PT,-0.481952415722468,-0.4699090978428336,-0.012043317879634419,1
B_ACCESS_SHARED,-0.5953004968040277,0.078542827407995,-0.6738433242120228,0
B_ACCESS_OWNED,-0.4988712823013343,-1.0993713636724771,0.6005000813711427,1
B_EGRESS_SHARED,0.09536581829440073,-0.207166127867422,0.3025319461618227,0
B_EGRESS_OWNED,-0.04145613727482361,-1.2190809847808155,1.1776248475059918,1
B_DETOUR_RP,-0.2334894171765217,-0.4212814288255198,0.1877920116489981,1
B_PARKING,-1.821215473195637,-1.2474992711666533,-0.5737162020289837,1
B_COST_LOGMEAN,-11.038865168164785,-0.2719428063896942,-10.76692236177509,1
SIGMA_COST,-7.507712355392691,-0.4461010967026787,-7.061611258690013,1
B_AVAILABILITY,0.047175671741558414,0.0401927041245832,0.006982967616975214,1
B_SCHEME_SD_FREE_FLOAT,4.1999423454432545,2.2795386502324333,1.9204036952108212,1
B_SCHEME_LD_FREE_FLOAT,1.1839792578727248,1.4667477178861086,-0.28276846001338374,1
B_SCHEME_LD_HYBRID,-0.04221268076101267,-1.582247462010278,1.5400347812492654,1
B_PEDELEC,-0.12257555383625492,-0.501467381291768,0.37889182745551314,1
B_RANGE,0.13345440214625123,0.1429835741367602,-0.009529171990508956,1
B_CROWDING,-0.014623755477040413,-0.0087334846647381,-0.0058902708123023135,1
B_TRANSFER_PT,-0.6200637438322388,3.524000839114403,-4.144064582946641,0
SIGMA_ES,2.1389106611969124,2.3836661123499168,-0.24475545115300434,1
SIGMA_BS,1.6833124596484648,1.2361504875247953,0.4471619721236695,1
SIGMA_WALK,-3.393067802512295,-6.054677062327781,2.661609259815486,1
SIGMA_CAR,3.6394269843026015,4.012128567792953,-0.3727015834903513,1
SIGMA_CS,-1.7415977282668258,2.663644284457466,-4.405242012724292,0
SIGMA_RP,0.8909259985459886,0.8264799677281796,0.06444603081780909,1
SIGMA_PT,1.5400354843108444,-0.5776981725251056,2.11773365683595,0
PHI_POOL,0.5833800808016107,0.3459244801346249,0.23745560066698584,1
