run_label,run_id,synthetic_respondent_id,persona_id,task_position,task_id,template_id,survey_stratum,GROUP,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,TRAIN_AV,SM_AV,CAR_AV,TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,SM_SEATS,CAR_TT,CAR_CO,custom_id
ai_run_02,2,1,SMAI02_0001,1,SMAI02_0001_T01,S1_TPL017,1,3,3,1,3,2,1,3,1,3,0,1,25,1,1,1,126,26,30,50,34,10,0,70,36,1
ai_run_02,2,1,SMAI02_0001,2,SMAI02_0001_T02,S1_TPL017,1,3,3,1,3,2,1,3,1,3,0,1,25,1,1,1,126,26,120,50,37,10,0,91,58,2
ai_run_02,2,1,SMAI02_0001,3,SMAI02_0001_T03,S1_TPL017,1,3,3,1,3,2,1,3,1,3,0,1,25,1,1,1,126,23,30,50,34,20,0,91,45,3
ai_run_02,2,1,SMAI02_0001,4,SMAI02_0001_T04,S1_TPL017,1,3,3,1,3,2,1,3,1,3,0,1,25,1,1,1,94,23,60,50,34,30,0,56,58,4
ai_run_02,2,1,SMAI02_0001,5,SMAI02_0001_T05,S1_TPL017,1,3,3,1,3,2,1,3,1,3,0,1,25,1,1,1,105,26,30,50,34,30,0,91,36,5
ai_run_02,2,1,SMAI02_0001,6,SMAI02_0001_T06,S1_TPL017,1,3,3,1,3,2,1,3,1,3,0,1,25,1,1,1,105,23,30,50,31,10,0,56,45,6
ai_run_02,2,1,SMAI02_0001,7,SMAI02_0001_T07,S1_TPL017,1,3,3,1,3,2,1,3,1,3,0,1,25,1,1,1,105,31,60,50,37,20,0,56,36,7
ai_run_02,2,1,SMAI02_0001,8,SMAI02_0001_T08,S1_TPL017,1,3,3,1,3,2,1,3,1,3,0,1,25,1,1,1,126,31,30,50,37,30,0,56,58,8
ai_run_02,2,1,SMAI02_0001,9,SMAI02_0001_T09,S1_TPL017,1,3,3,1,3,2,1,3,1,3,0,1,25,1,1,1,105,26,60,50,37,30,0,70,45,9
ai_run_02,2,2,SMAI02_0002,1,SMAI02_0002_T01,S0_TPL123,0,2,3,1,1,1,1,4,0,2,0,9,22,1,1,0,250,148,120,71,158,30,1,0,0,10
ai_run_02,2,2,SMAI02_0002,2,SMAI02_0002_T02,S0_TPL123,0,2,3,1,1,1,1,4,0,2,0,9,22,1,1,0,187,111,120,79,115,30,0,0,0,11
ai_run_02,2,2,SMAI02_0002,3,SMAI02_0002_T03,S0_TPL123,0,2,3,1,1,1,1,4,0,2,0,9,22,1,1,0,250,111,120,87,130,20,1,0,0,12
ai_run_02,2,2,SMAI02_0002,4,SMAI02_0002_T04,S0_TPL123,0,2,3,1,1,1,1,4,0,2,0,9,22,1,1,0,208,111,60,87,130,10,0,0,0,13
ai_run_02,2,2,SMAI02_0002,5,SMAI02_0002_T05,S0_TPL123,0,2,3,1,1,1,1,4,0,2,0,9,22,1,1,0,208,123,120,87,130,30,0,0,0,14
ai_run_02,2,2,SMAI02_0002,6,SMAI02_0002_T06,S0_TPL123,0,2,3,1,1,1,1,4,0,2,0,9,22,1,1,0,187,123,60,87,130,20,1,0,0,15
ai_run_02,2,2,SMAI02_0002,7,SMAI02_0002_T07,S0_TPL123,0,2,3,1,1,1,1,4,0,2,0,9,22,1,1,0,187,148,60,79,158,10,1,0,0,16
ai_run_02,2,2,SMAI02_0002,8,SMAI02_0002_T08,S0_TPL123,0,2,3,1,1,1,1,4,0,2,0,9,22,1,1,0,187,123,120,71,130,20,0,0,0,17
ai_run_02,2,2,SMAI02_0002,9,SMAI02_0002_T09,S0_TPL123,0,2,3,1,1,1,1,4,0,2,0,9,22,1,1,0,208,148,30,87,202,20,1,0,0,18
ai_run_02,2,3,SMAI02_0003,1,SMAI02_0003_T01,S0_TPL021,0,2,3,0,3,1,1,1,0,1,0,22,2,1,1,1,222,60,120,77,58,30,1,0,0,19
ai_run_02,2,3,SMAI02_0003,2,SMAI02_0003_T02,S0_TPL021,0,2,3,0,3,1,1,1,0,1,0,22,2,1,1,1,166,45,120,77,58,30,0,0,0,20
ai_run_02,2,3,SMAI02_0003,3,SMAI02_0003_T03,S0_TPL021,0,2,3,0,3,1,1,1,0,1,0,22,2,1,1,1,222,45,120,77,65,20,1,0,0,21
ai_run_02,2,3,SMAI02_0003,4,SMAI02_0003_T04,S0_TPL021,0,2,3,0,3,1,1,1,0,1,0,22,2,1,1,1,185,45,60,77,65,10,0,0,0,22
ai_run_02,2,3,SMAI02_0003,5,SMAI02_0003_T05,S0_TPL021,0,2,3,0,3,1,1,1,0,1,0,22,2,1,1,1,185,50,120,77,58,30,0,0,0,23
ai_run_02,2,3,SMAI02_0003,6,SMAI02_0003_T06,S0_TPL021,0,2,3,0,3,1,1,1,0,1,0,22,2,1,1,1,166,50,60,77,58,20,1,0,0,24
ai_run_02,2,3,SMAI02_0003,7,SMAI02_0003_T07,S0_TPL021,0,2,3,0,3,1,1,1,0,1,0,22,2,1,1,1,166,60,60,77,65,10,1,0,0,25
ai_run_02,2,3,SMAI02_0003,8,SMAI02_0003_T08,S0_TPL021,0,2,3,0,3,1,1,1,0,1,0,22,2,1,1,1,166,50,120,77,65,20,0,0,0,26
ai_run_02,2,3,SMAI02_0003,9,SMAI02_0003_T09,S0_TPL021,0,2,3,0,3,1,1,1,0,1,0,22,2,1,1,1,185,60,30,77,78,20,1,0,0,27
ai_run_02,2,4,SMAI02_0004,1,SMAI02_0004_T01,S1_TPL001,1,3,3,0,3,2,0,2,1,2,0,22,17,1,1,1,125,70,120,49,81,30,0,80,45,28
ai_run_02,2,4,SMAI02_0004,2,SMAI02_0004_T02,S1_TPL001,1,3,3,0,3,2,0,2,1,2,0,22,17,1,1,1,94,52,120,54,65,30,0,104,36,29
ai_run_02,2,4,SMAI02_0004,3,SMAI02_0004_T03,S1_TPL001,1,3,3,0,3,2,0,2,1,2,0,22,17,1,1,1,125,52,120,59,73,20,0,64,36,30
ai_run_02,2,4,SMAI02_0004,4,SMAI02_0004_T04,S1_TPL001,1,3,3,0,3,2,0,2,1,2,0,22,17,1,1,1,104,52,60,59,73,10,0,104,58,31
ai_run_02,2,4,SMAI02_0004,5,SMAI02_0004_T05,S1_TPL001,1,3,3,0,3,2,0,2,1,2,0,22,17,1,1,1,104,58,120,59,73,30,0,64,58,32
ai_run_02,2,4,SMAI02_0004,6,SMAI02_0004_T06,S1_TPL001,1,3,3,0,3,2,0,2,1,2,0,22,17,1,1,1,94,58,60,59,73,20,0,104,45,33
ai_run_02,2,4,SMAI02_0004,7,SMAI02_0004_T07,S1_TPL001,1,3,3,0,3,2,0,2,1,2,0,22,17,1,1,1,94,70,60,54,89,10,0,80,36,34
ai_run_02,2,4,SMAI02_0004,8,SMAI02_0004_T08,S1_TPL001,1,3,3,0,3,2,0,2,1,2,0,22,17,1,1,1,94,58,120,49,81,20,0,80,58,35
ai_run_02,2,4,SMAI02_0004,9,SMAI02_0004_T09,S1_TPL001,1,3,3,0,3,2,0,2,1,2,0,22,17,1,1,1,104,70,30,59,105,20,0,80,58,36
