parameter_name,estimate,block,std_error,z_value
alpha_Mobil11,1.7612575215808777,measurement,8.286191530919696,0.21255332018440481
alpha_Mobil16,1.590755640126876,measurement,1.0922258832684084,1.4564346665789065
alpha_Envir01,-6.402030866246149,measurement,21.249224109827587,-0.3012830413551554
alpha_Envir02,-10.562306328152962,measurement,23.215151432808515,-0.4549746900735663
alpha_Envir06,-0.5082854332322975,measurement,10.082554882046747,-0.050412364641561576
loading_Mobil11,0.8510691882331923,measurement,2.5537339145104014,0.3332646300373695
loading_Mobil16,0.7137173188555938,measurement,1.2463166861775934,0.5726612880748135
loading_Envir01,2.6598028836331298,measurement,6.517855068694057,0.4080794763922326
loading_Envir02,3.708866306617743,measurement,6.737050923397495,0.5505177782962878
loading_Envir06,1.3546867537996754,measurement,4.287320697293394,0.3159751391247442
sigma_Mobil10,1.0834101261960527,measurement,1.6960948081328215,0.6387674326936627
sigma_Mobil11,0.9639192720884769,measurement,2.6648067680110765,0.3617220143912777
sigma_Mobil16,0.8272810437483306,measurement,2.169423376767206,0.3813368347588814
sigma_Envir01,0.9115025904815719,measurement,0.9529392320615963,0.956517015790839
sigma_Envir02,0.87884287322973,measurement,2.373872666978267,0.3702148331099917
sigma_Envir05,0.9459521479059718,measurement,0.9497859210913698,0.9959635396774541
sigma_Envir06,0.5985333367134447,measurement,0.7863030746685647,0.7611992830699955
