model_key,block_template_id,respondent_id,run_repeat,exact_repeat_flip_rate_mean,response_entropy_mean,intervention_gap_tv_mean,excess_intervention_gap_mean
gpt_oss_120b,GOT0001,GO0001_R1,1,0.0,0.0,0.0,0.0
gpt_oss_120b,GOT0001,GO0001_R2,2,0.0,0.0,0.0,0.0
gpt_oss_120b,GOT0001,GO0001_R3,3,0.0,0.0,0.0,0.0
gpt_oss_120b,GOT0001,GO0001_R4,4,0.0,0.0,0.0,0.0
gpt_oss_120b,GOT0002,GO0002_R1,1,0.0,0.0,0.0,0.0
gpt_oss_120b,GOT0002,GO0002_R2,2,0.0,0.0,0.0,0.0
gpt_oss_120b,GOT0002,GO0002_R3,3,0.0,0.0,0.0,0.0
gpt_oss_120b,GOT0002,GO0002_R4,4,0.0,0.0,0.0,0.0
gpt_oss_120b,GOT0003,GO0003_R1,1,0.03125,0.03514594653867552,0.125,0.125
gpt_oss_120b,GOT0003,GO0003_R2,2,0.03125,0.03514594653867552,0.125,0.125
gpt_oss_120b,GOT0003,GO0003_R3,3,0.03125,0.03514594653867552,0.125,0.125
gpt_oss_120b,GOT0003,GO0003_R4,4,0.03125,0.03514594653867552,0.125,0.125
gpt_oss_120b,GOT0004,GO0004_R1,1,0.0625,0.07029189307735104,0.25,0.14583333333333334
gpt_oss_120b,GOT0004,GO0004_R2,2,0.0625,0.07029189307735104,0.25,0.14583333333333334
gpt_oss_120b,GOT0004,GO0004_R3,3,0.0625,0.07029189307735104,0.25,0.14583333333333334
gpt_oss_120b,GOT0004,GO0004_R4,4,0.0625,0.07029189307735104,0.25,0.14583333333333334
gpt_oss_120b,GOT0005,GO0005_R1,1,0.0,0.0,0.0,0.0
gpt_oss_120b,GOT0005,GO0005_R2,2,0.0,0.0,0.0,0.0
gpt_oss_120b,GOT0005,GO0005_R3,3,0.0,0.0,0.0,0.0
gpt_oss_120b,GOT0005,GO0005_R4,4,0.0,0.0,0.0,0.0
gpt_oss_120b,GOT0006,GO0006_R1,1,0.14583333333333331,0.15693529064734418,0.041666666666666664,-0.09722222222222221
gpt_oss_120b,GOT0006,GO0006_R2,2,0.14583333333333331,0.15693529064734418,0.041666666666666664,-0.09722222222222221
gpt_oss_120b,GOT0006,GO0006_R3,3,0.14583333333333331,0.15693529064734418,0.041666666666666664,-0.09722222222222221
gpt_oss_120b,GOT0006,GO0006_R4,4,0.14583333333333331,0.15693529064734418,0.041666666666666664,-0.09722222222222221
gpt_oss_120b,GOT0007,GO0007_R1,1,0.0,0.0,0.0,0.0
gpt_oss_120b,GOT0007,GO0007_R2,2,0.0,0.0,0.0,0.0
gpt_oss_120b,GOT0007,GO0007_R3,3,0.0,0.0,0.0,0.0
gpt_oss_120b,GOT0007,GO0007_R4,4,0.0,0.0,0.0,0.0
gpt_oss_120b,GOT0008,GO0008_R1,1,0.0,0.0,0.0,0.0
gpt_oss_120b,GOT0008,GO0008_R2,2,0.0,0.0,0.0,0.0
