respondent_id,task_index,Choice,WaitingTimePT,TimePT,MarginalCostPT,CostPT,TimeCar,CostCar,CostCarCHF,distance_km,CarAvail,CAR_AVAILABLE,InVehicleTime,source_observation_id_panel,human_id_panel,human_id,source_observation_id,Weight,CalculatedIncome,Education,LangCode,UrbRur,OccupStat,TripPurpose,Region,age,NbHousehold,NbChild,NbCar,NbBicy,French,Urban,Student,WorkTrip,EducHigh,AgeTerm,Valais,Bern,BaselZurich,East,Graubunden,NbCar_0,NbChild_0,NbBicy_0,Mobil10,Mobil11,Mobil16,Envir01,Envir02,Envir05,Envir06,ID
GO0001_R1,1,1,0.0,44.0,2.2,2.2,0.0,0.07,0.07,0.2,1,1,44.0,261,11460060,11460060,261,0.000160139,15000,7,1,1,1,-1,1,47,6,4,2,6,1,0,0,0,1,2,0,0,0,0,0,2,4,6,2,4,3,5,4,5,6,11460060
GO0001_R1,2,1,3.0,83.0,3.8,3.8,37.0,4.5,4.5,28.0,1,1,80.0,261,11460060,11460060,261,0.000160139,15000,7,1,1,1,-1,1,47,6,4,2,6,1,0,0,0,1,2,0,0,0,0,0,2,4,6,2,4,3,5,4,5,6,11460060
GO0001_R1,3,1,28.0,182.0,47.6,47.6,19.0,2.74,2.74,18.0,1,1,154.0,261,11460060,11460060,261,0.000160139,15000,7,1,1,1,-1,1,47,6,4,2,6,1,0,0,0,1,2,0,0,0,0,0,2,4,6,2,4,3,5,4,5,6,11460060
GO0001_R1,4,1,0.0,15.0,2.2,2.2,8.0,0.85,0.85,5.5,1,1,15.0,261,11460060,11460060,261,0.000160139,15000,7,1,1,1,-1,1,47,6,4,2,6,1,0,0,0,1,2,0,0,0,0,0,2,4,6,2,4,3,5,4,5,6,11460060
GO0001_R1,5,1,6.0,170.0,11.0,11.0,30.0,4.49,4.49,29.0,1,1,164.0,261,11460060,11460060,261,0.000160139,15000,7,1,1,1,-1,1,47,6,4,2,6,1,0,0,0,1,2,0,0,0,0,0,2,4,6,2,4,3,5,4,5,6,11460060
GO0001_R1,6,1,3.0,52.0,5.5,5.5,38.0,3.77,3.77,25.0,1,1,49.0,261,11460060,11460060,261,0.000160139,15000,7,1,1,1,-1,1,47,6,4,2,6,1,0,0,0,1,2,0,0,0,0,0,2,4,6,2,4,3,5,4,5,6,11460060
GO0001_R2,1,1,0.0,44.0,2.2,2.2,0.0,0.07,0.07,0.2,1,1,44.0,261,11460060,11460060,261,0.000160139,15000,7,1,1,1,-1,1,47,6,4,2,6,1,0,0,0,1,2,0,0,0,0,0,2,4,6,2,4,3,5,4,5,6,11460060
GO0001_R2,2,1,3.0,83.0,3.8,3.8,37.0,4.5,4.5,28.0,1,1,80.0,261,11460060,11460060,261,0.000160139,15000,7,1,1,1,-1,1,47,6,4,2,6,1,0,0,0,1,2,0,0,0,0,0,2,4,6,2,4,3,5,4,5,6,11460060
GO0001_R2,3,1,28.0,182.0,47.6,47.6,19.0,2.74,2.74,18.0,1,1,154.0,261,11460060,11460060,261,0.000160139,15000,7,1,1,1,-1,1,47,6,4,2,6,1,0,0,0,1,2,0,0,0,0,0,2,4,6,2,4,3,5,4,5,6,11460060
GO0001_R2,4,1,0.0,15.0,2.2,2.2,8.0,0.85,0.85,5.5,1,1,15.0,261,11460060,11460060,261,0.000160139,15000,7,1,1,1,-1,1,47,6,4,2,6,1,0,0,0,1,2,0,0,0,0,0,2,4,6,2,4,3,5,4,5,6,11460060
GO0001_R2,5,1,6.0,170.0,11.0,11.0,30.0,4.49,4.49,29.0,1,1,164.0,261,11460060,11460060,261,0.000160139,15000,7,1,1,1,-1,1,47,6,4,2,6,1,0,0,0,1,2,0,0,0,0,0,2,4,6,2,4,3,5,4,5,6,11460060
GO0001_R2,6,1,3.0,52.0,5.5,5.5,38.0,3.77,3.77,25.0,1,1,49.0,261,11460060,11460060,261,0.000160139,15000,7,1,1,1,-1,1,47,6,4,2,6,1,0,0,0,1,2,0,0,0,0,0,2,4,6,2,4,3,5,4,5,6,11460060
GO0001_R3,1,1,0.0,44.0,2.2,2.2,0.0,0.07,0.07,0.2,1,1,44.0,261,11460060,11460060,261,0.000160139,15000,7,1,1,1,-1,1,47,6,4,2,6,1,0,0,0,1,2,0,0,0,0,0,2,4,6,2,4,3,5,4,5,6,11460060
GO0001_R3,2,1,3.0,83.0,3.8,3.8,37.0,4.5,4.5,28.0,1,1,80.0,261,11460060,11460060,261,0.000160139,15000,7,1,1,1,-1,1,47,6,4,2,6,1,0,0,0,1,2,0,0,0,0,0,2,4,6,2,4,3,5,4,5,6,11460060
GO0001_R3,3,1,28.0,182.0,47.6,47.6,19.0,2.74,2.74,18.0,1,1,154.0,261,11460060,11460060,261,0.000160139,15000,7,1,1,1,-1,1,47,6,4,2,6,1,0,0,0,1,2,0,0,0,0,0,2,4,6,2,4,3,5,4,5,6,11460060
GO0001_R3,4,1,0.0,15.0,2.2,2.2,8.0,0.85,0.85,5.5,1,1,15.0,261,11460060,11460060,261,0.000160139,15000,7,1,1,1,-1,1,47,6,4,2,6,1,0,0,0,1,2,0,0,0,0,0,2,4,6,2,4,3,5,4,5,6,11460060
GO0001_R3,5,1,6.0,170.0,11.0,11.0,30.0,4.49,4.49,29.0,1,1,164.0,261,11460060,11460060,261,0.000160139,15000,7,1,1,1,-1,1,47,6,4,2,6,1,0,0,0,1,2,0,0,0,0,0,2,4,6,2,4,3,5,4,5,6,11460060
GO0001_R3,6,1,3.0,52.0,5.5,5.5,38.0,3.77,3.77,25.0,1,1,49.0,261,11460060,11460060,261,0.000160139,15000,7,1,1,1,-1,1,47,6,4,2,6,1,0,0,0,1,2,0,0,0,0,0,2,4,6,2,4,3,5,4,5,6,11460060
GO0001_R4,1,1,0.0,44.0,2.2,2.2,0.0,0.07,0.07,0.2,1,1,44.0,261,11460060,11460060,261,0.000160139,15000,7,1,1,1,-1,1,47,6,4,2,6,1,0,0,0,1,2,0,0,0,0,0,2,4,6,2,4,3,5,4,5,6,11460060
GO0001_R4,2,1,3.0,83.0,3.8,3.8,37.0,4.5,4.5,28.0,1,1,80.0,261,11460060,11460060,261,0.000160139,15000,7,1,1,1,-1,1,47,6,4,2,6,1,0,0,0,1,2,0,0,0,0,0,2,4,6,2,4,3,5,4,5,6,11460060
GO0001_R4,3,1,28.0,182.0,47.6,47.6,19.0,2.74,2.74,18.0,1,1,154.0,261,11460060,11460060,261,0.000160139,15000,7,1,1,1,-1,1,47,6,4,2,6,1,0,0,0,1,2,0,0,0,0,0,2,4,6,2,4,3,5,4,5,6,11460060
GO0001_R4,4,1,0.0,15.0,2.2,2.2,8.0,0.85,0.85,5.5,1,1,15.0,261,11460060,11460060,261,0.000160139,15000,7,1,1,1,-1,1,47,6,4,2,6,1,0,0,0,1,2,0,0,0,0,0,2,4,6,2,4,3,5,4,5,6,11460060
GO0001_R4,5,1,6.0,170.0,11.0,11.0,30.0,4.49,4.49,29.0,1,1,164.0,261,11460060,11460060,261,0.000160139,15000,7,1,1,1,-1,1,47,6,4,2,6,1,0,0,0,1,2,0,0,0,0,0,2,4,6,2,4,3,5,4,5,6,11460060
GO0001_R4,6,1,3.0,52.0,5.5,5.5,38.0,3.77,3.77,25.0,1,1,49.0,261,11460060,11460060,261,0.000160139,15000,7,1,1,1,-1,1,47,6,4,2,6,1,0,0,0,1,2,0,0,0,0,0,2,4,6,2,4,3,5,4,5,6,11460060
GO0002_R1,1,1,5.0,122.0,15.8,15.8,77.0,9.56,9.56,64.0,1,1,117.0,525,28240303,28240303,525,0.000288998,7000,3,1,2,9,3,3,67,2,0,1,0,1,1,0,0,0,22,0,0,0,0,0,1,0,0,4,4,4,1,3,3,3,28240303
GO0002_R1,2,1,13.0,152.0,11.2,11.2,30.0,3.04,3.04,17.0,1,1,139.0,525,28240303,28240303,525,0.000288998,7000,3,1,2,9,3,3,67,2,0,1,0,1,1,0,0,0,22,0,0,0,0,0,1,0,0,4,4,4,1,3,3,3,28240303
GO0002_R1,3,1,46.0,187.0,53.4,53.4,89.0,15.59,15.59,118.0,1,1,141.0,525,28240303,28240303,525,0.000288998,7000,3,1,2,9,3,3,67,2,0,1,0,1,1,0,0,0,22,0,0,0,0,0,1,0,0,4,4,4,1,3,3,3,28240303
GO0002_R1,4,1,13.0,72.0,3.8,3.8,30.0,3.11,3.11,19.0,1,1,59.0,525,28240303,28240303,525,0.000288998,7000,3,1,2,9,3,3,67,2,0,1,0,1,1,0,0,0,22,0,0,0,0,0,1,0,0,4,4,4,1,3,3,3,28240303
GO0002_R1,5,1,0.0,101.0,5.6,5.6,19.0,1.98,1.98,14.5,1,1,101.0,525,28240303,28240303,525,0.000288998,7000,3,1,2,9,3,3,67,2,0,1,0,1,1,0,0,0,22,0,0,0,0,0,1,0,0,4,4,4,1,3,3,3,28240303
GO0002_R1,6,1,2.0,118.0,5.5,5.5,36.0,3.64,3.64,24.0,1,1,116.0,525,28240303,28240303,525,0.000288998,7000,3,1,2,9,3,3,67,2,0,1,0,1,1,0,0,0,22,0,0,0,0,0,1,0,0,4,4,4,1,3,3,3,28240303
GO0002_R2,1,1,5.0,122.0,15.8,15.8,77.0,9.56,9.56,64.0,1,1,117.0,525,28240303,28240303,525,0.000288998,7000,3,1,2,9,3,3,67,2,0,1,0,1,1,0,0,0,22,0,0,0,0,0,1,0,0,4,4,4,1,3,3,3,28240303
GO0002_R2,2,1,13.0,152.0,11.2,11.2,30.0,3.04,3.04,17.0,1,1,139.0,525,28240303,28240303,525,0.000288998,7000,3,1,2,9,3,3,67,2,0,1,0,1,1,0,0,0,22,0,0,0,0,0,1,0,0,4,4,4,1,3,3,3,28240303
GO0002_R2,3,1,46.0,187.0,53.4,53.4,89.0,15.59,15.59,118.0,1,1,141.0,525,28240303,28240303,525,0.000288998,7000,3,1,2,9,3,3,67,2,0,1,0,1,1,0,0,0,22,0,0,0,0,0,1,0,0,4,4,4,1,3,3,3,28240303
GO0002_R2,4,1,13.0,72.0,3.8,3.8,30.0,3.11,3.11,19.0,1,1,59.0,525,28240303,28240303,525,0.000288998,7000,3,1,2,9,3,3,67,2,0,1,0,1,1,0,0,0,22,0,0,0,0,0,1,0,0,4,4,4,1,3,3,3,28240303
GO0002_R2,5,1,0.0,101.0,5.6,5.6,19.0,1.98,1.98,14.5,1,1,101.0,525,28240303,28240303,525,0.000288998,7000,3,1,2,9,3,3,67,2,0,1,0,1,1,0,0,0,22,0,0,0,0,0,1,0,0,4,4,4,1,3,3,3,28240303
GO0002_R2,6,1,2.0,118.0,5.5,5.5,36.0,3.64,3.64,24.0,1,1,116.0,525,28240303,28240303,525,0.000288998,7000,3,1,2,9,3,3,67,2,0,1,0,1,1,0,0,0,22,0,0,0,0,0,1,0,0,4,4,4,1,3,3,3,28240303
GO0002_R3,1,1,5.0,122.0,15.8,15.8,77.0,9.56,9.56,64.0,1,1,117.0,525,28240303,28240303,525,0.000288998,7000,3,1,2,9,3,3,67,2,0,1,0,1,1,0,0,0,22,0,0,0,0,0,1,0,0,4,4,4,1,3,3,3,28240303
GO0002_R3,2,1,13.0,152.0,11.2,11.2,30.0,3.04,3.04,17.0,1,1,139.0,525,28240303,28240303,525,0.000288998,7000,3,1,2,9,3,3,67,2,0,1,0,1,1,0,0,0,22,0,0,0,0,0,1,0,0,4,4,4,1,3,3,3,28240303
GO0002_R3,3,1,46.0,187.0,53.4,53.4,89.0,15.59,15.59,118.0,1,1,141.0,525,28240303,28240303,525,0.000288998,7000,3,1,2,9,3,3,67,2,0,1,0,1,1,0,0,0,22,0,0,0,0,0,1,0,0,4,4,4,1,3,3,3,28240303
