respondent_id,task_index,Choice,WaitingTimePT,TimePT,MarginalCostPT,CostPT,TimeCar,CostCar,CostCarCHF,distance_km,CarAvail,CAR_AVAILABLE,InVehicleTime,source_observation_id_panel,human_id_panel,human_id,source_observation_id,Weight,CalculatedIncome,Education,LangCode,UrbRur,OccupStat,TripPurpose,Region,age,NbHousehold,NbChild,NbCar,NbBicy,French,Urban,Student,WorkTrip,EducHigh,AgeTerm,Valais,Bern,BaselZurich,East,Graubunden,NbCar_0,NbChild_0,NbBicy_0,Mobil10,Mobil11,Mobil16,Envir01,Envir02,Envir05,Envir06,ID
PO0001_R1,1,1,0.0,15.0,0.0,0.0,10.0,1.23,1.23,7.0,1,1,15.0,-1,-1,54261409,1598,0.00087004,2000,3,2,1,8,-1,6,20,2,0,1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,3,,,,1,,3,,54261409
PO0001_R1,2,1,9.0,63.0,12.4,12.4,24.0,2.71,2.71,15.0,1,1,54.0,-1,-1,54261409,1598,0.00087004,2000,3,2,1,8,-1,6,20,2,0,1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,3,,,,1,,3,,54261409
PO0001_R1,3,1,10.0,115.0,6.4,6.4,48.0,5.67,5.67,35.0,1,1,105.0,-1,-1,54261409,1598,0.00087004,2000,3,2,1,8,-1,6,20,2,0,1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,3,,,,1,,3,,54261409
PO0001_R1,4,1,14.0,123.0,9.6,9.6,44.0,6.61,6.61,46.0,1,1,109.0,-1,-1,54261409,1598,0.00087004,2000,3,2,1,8,-1,6,20,2,0,1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,3,,,,1,,3,,54261409
PO0001_R1,5,0,24.0,228.0,0.0,0.0,299.0,54.84,54.84,428.5,1,1,204.0,-1,-1,54261409,1598,0.00087004,2000,3,2,1,8,-1,6,20,2,0,1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,3,,,,1,,3,,54261409
PO0001_R1,6,1,15.0,144.0,25.0,25.0,68.0,7.91,7.91,54.0,1,1,129.0,-1,-1,54261409,1598,0.00087004,2000,3,2,1,8,-1,6,20,2,0,1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,3,,,,1,,3,,54261409
PO0001_R2,1,1,0.0,15.0,0.0,0.0,10.0,1.23,1.23,7.0,1,1,15.0,-1,-1,54261409,1598,0.00087004,2000,3,2,1,8,-1,6,20,2,0,1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,3,,,,1,,3,,54261409
PO0001_R2,2,1,9.0,63.0,12.4,12.4,24.0,2.71,2.71,15.0,1,1,54.0,-1,-1,54261409,1598,0.00087004,2000,3,2,1,8,-1,6,20,2,0,1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,3,,,,1,,3,,54261409
PO0001_R2,3,1,10.0,115.0,6.4,6.4,48.0,5.67,5.67,35.0,1,1,105.0,-1,-1,54261409,1598,0.00087004,2000,3,2,1,8,-1,6,20,2,0,1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,3,,,,1,,3,,54261409
PO0001_R2,4,1,14.0,123.0,9.6,9.6,44.0,6.61,6.61,46.0,1,1,109.0,-1,-1,54261409,1598,0.00087004,2000,3,2,1,8,-1,6,20,2,0,1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,3,,,,1,,3,,54261409
PO0001_R2,5,0,24.0,228.0,0.0,0.0,299.0,54.84,54.84,428.5,1,1,204.0,-1,-1,54261409,1598,0.00087004,2000,3,2,1,8,-1,6,20,2,0,1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,3,,,,1,,3,,54261409
PO0001_R2,6,1,15.0,144.0,25.0,25.0,68.0,7.91,7.91,54.0,1,1,129.0,-1,-1,54261409,1598,0.00087004,2000,3,2,1,8,-1,6,20,2,0,1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,3,,,,1,,3,,54261409
PO0001_R3,1,1,0.0,15.0,0.0,0.0,10.0,1.23,1.23,7.0,1,1,15.0,-1,-1,54261409,1598,0.00087004,2000,3,2,1,8,-1,6,20,2,0,1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,3,,,,1,,3,,54261409
PO0001_R3,2,1,9.0,63.0,12.4,12.4,24.0,2.71,2.71,15.0,1,1,54.0,-1,-1,54261409,1598,0.00087004,2000,3,2,1,8,-1,6,20,2,0,1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,3,,,,1,,3,,54261409
