ID,DestAct,NbTransf,TimePT,WalkingTimePT,WaitingTimePT,CostPT,CostCar,TimeCar,NbHousehold,NbChild,NbCar,NbMoto,NbBicy,NbBicyChild,NbComp,NbTV,Internet,NewsPaperSubs,NbCellPhones,NbSmartPhone,HouseType,OwnHouse,NbRoomsHouse,YearsInHouse,Income,Gender,BirthYear,Mothertongue,FamilSitu,OccupStat,SocioProfCat,CalculatedIncome,Education,HalfFareST,LineRelST,GenAbST,AreaRelST,OtherST,CarAvail,MarginalCostPT,CostCarCHF,Envir01,Envir02,Envir03,Envir04,Envir05,Envir06,Mobil01,Mobil02,Mobil03,Mobil04,Mobil05,Mobil06,Mobil07,Mobil08,Mobil09,Mobil10,Mobil11,Mobil12,Mobil13,Mobil14,Mobil15,Mobil16,Mobil17,Mobil18,Mobil19,Mobil20,Mobil21,Mobil22,Mobil23,Mobil24,Mobil25,Mobil26,Mobil27,ResidCh01,ResidCh02,ResidCh03,ResidCh04,ResidCh05,ResidCh06,ResidCh07,LifSty01,LifSty02,LifSty03,LifSty04,LifSty05,LifSty06,LifSty07,LifSty08,LifSty09,LifSty10,LifSty11,LifSty12,LifSty13,LifSty14,TripPurpose,TypeCommune,UrbRur,LangCode,ClassifCodeLine,frequency,ResidChild,NbTrajects,FreqCarPar,FreqTrainPar,FreqOtherPar,FreqTripHouseh,Region,distance_km,Choice,InVehicleTime,ModeToSchool,ReportedDuration,CoderegionCAR,age,Weight,NbCar_0,NbChild_0,NbBicy_0,French,Urban,Student,WorkTrip,EducHigh,AgeTerm,Valais,Bern,BaselZurich,East,Graubunden
54261409,,,15.0,,0.0,0.0,1.23,10.0,2,0,1,,3,,,,,,,,,,,,,,,,,8,,2000,3,,,,,,1,0.0,1.23,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,2,,,,,,,,,6,7.0,1,15.0,,,,20,0.00087004,1,0,3,0,0,1,0,0,0,0,0,1,0,0
54261409,,,63.0,,9.0,12.4,2.71,24.0,2,0,1,,3,,,,,,,,,,,,,,,,,8,,2000,3,,,,,,1,12.4,2.71,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,2,,,,,,,,,6,15.0,1,54.0,,,,20,0.00087004,1,0,3,0,0,1,0,0,0,0,0,1,0,0
54261409,,,115.0,,10.0,6.4,5.67,48.0,2,0,1,,3,,,,,,,,,,,,,,,,,8,,2000,3,,,,,,1,6.4,5.67,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,2,,,,,,,,,6,35.0,1,105.0,,,,20,0.00087004,1,0,3,0,0,1,0,0,0,0,0,1,0,0
54261409,,,123.0,,14.0,9.6,6.61,44.0,2,0,1,,3,,,,,,,,,,,,,,,,,8,,2000,3,,,,,,1,9.6,6.61,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,2,,,,,,,,,6,46.0,1,109.0,,,,20,0.00087004,1,0,3,0,0,1,0,0,0,0,0,1,0,0
54261409,,,228.0,,24.0,0.0,54.84,299.0,2,0,1,,3,,,,,,,,,,,,,,,,,8,,2000,3,,,,,,1,0.0,54.84,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,2,,,,,,,,,6,428.5,0,204.0,,,,20,0.00087004,1,0,3,0,0,1,0,0,0,0,0,1,0,0
54261409,,,144.0,,15.0,25.0,7.91,68.0,2,0,1,,3,,,,,,,,,,,,,,,,,8,,2000,3,,,,,,1,25.0,7.91,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,2,,,,,,,,,6,54.0,1,129.0,,,,20,0.00087004,1,0,3,0,0,1,0,0,0,0,0,1,0,0
54261409,,,15.0,,0.0,0.0,1.23,10.0,2,0,1,,3,,,,,,,,,,,,,,,,,8,,2000,3,,,,,,1,0.0,1.23,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,2,,,,,,,,,6,7.0,1,15.0,,,,20,0.00087004,1,0,3,0,0,1,0,0,0,0,0,1,0,0
54261409,,,63.0,,9.0,12.4,2.71,24.0,2,0,1,,3,,,,,,,,,,,,,,,,,8,,2000,3,,,,,,1,12.4,2.71,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,2,,,,,,,,,6,15.0,1,54.0,,,,20,0.00087004,1,0,3,0,0,1,0,0,0,0,0,1,0,0
54261409,,,115.0,,10.0,6.4,5.67,48.0,2,0,1,,3,,,,,,,,,,,,,,,,,8,,2000,3,,,,,,1,6.4,5.67,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,2,,,,,,,,,6,35.0,1,105.0,,,,20,0.00087004,1,0,3,0,0,1,0,0,0,0,0,1,0,0
54261409,,,123.0,,14.0,9.6,6.61,44.0,2,0,1,,3,,,,,,,,,,,,,,,,,8,,2000,3,,,,,,1,9.6,6.61,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,2,,,,,,,,,6,46.0,1,109.0,,,,20,0.00087004,1,0,3,0,0,1,0,0,0,0,0,1,0,0
54261409,,,228.0,,24.0,0.0,54.84,299.0,2,0,1,,3,,,,,,,,,,,,,,,,,8,,2000,3,,,,,,1,0.0,54.84,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,2,,,,,,,,,6,428.5,0,204.0,,,,20,0.00087004,1,0,3,0,0,1,0,0,0,0,0,1,0,0
54261409,,,144.0,,15.0,25.0,7.91,68.0,2,0,1,,3,,,,,,,,,,,,,,,,,8,,2000,3,,,,,,1,25.0,7.91,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,2,,,,,,,,,6,54.0,1,129.0,,,,20,0.00087004,1,0,3,0,0,1,0,0,0,0,0,1,0,0
54261409,,,15.0,,0.0,0.0,1.23,10.0,2,0,1,,3,,,,,,,,,,,,,,,,,8,,2000,3,,,,,,1,0.0,1.23,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,2,,,,,,,,,6,7.0,1,15.0,,,,20,0.00087004,1,0,3,0,0,1,0,0,0,0,0,1,0,0
54261409,,,63.0,,9.0,12.4,2.71,24.0,2,0,1,,3,,,,,,,,,,,,,,,,,8,,2000,3,,,,,,1,12.4,2.71,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,2,,,,,,,,,6,15.0,1,54.0,,,,20,0.00087004,1,0,3,0,0,1,0,0,0,0,0,1,0,0
54261409,,,115.0,,10.0,6.4,5.67,48.0,2,0,1,,3,,,,,,,,,,,,,,,,,8,,2000,3,,,,,,1,6.4,5.67,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,2,,,,,,,,,6,35.0,1,105.0,,,,20,0.00087004,1,0,3,0,0,1,0,0,0,0,0,1,0,0
